data,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
"It has its eccentricities (occasional reloading to get everything to show properly), but I like features like the monthly step goal maps. I'm super competitive so being behind the pacer flag really gets me moving.",4,4,0,0,1,en,Samsung Health
Not bad,4,0,0,0,1,en,Samsung Health
"I like this app. It does everything I need it to do with the exception of a barcode scanner for the ""eat healthier"" program or at least let me import scan data from another app to this one",3,0,0,1,0,en,Samsung Health
Helpful,5,0,0,0,1,en,Samsung Health
"This is the best tracking app. Much better than Google Fit, Fitbit, or any other diet, fitness, health app. Worth buying the accessories for it.",5,0,0,0,1,en,Samsung Health
I love this app. I only have one issue. I cannot seem to get my App and Watch to work as a Monday start. I have seen many people having the same issue. Please fix this I know many people would really appreciate this including me.,5,6,1,0,0,en,Samsung Health
This is great,5,0,0,0,1,en,Samsung Health
Iam,5,0,0,0,1,en,Samsung Health
This app needs to be fixed #1 problem it doesn't accurately show how fast I run on the graph I'm sure also the mph or top speed isn't accurate this app needs to be fixed.,1,3,1,0,0,en,Samsung Health
It nice app,3,0,0,0,1,en,Samsung Health
"Great app and fun challenges. The only thing I would like to see, is a more  detailed way to track weightlifting workouts by different types of machines.",5,0,0,1,0,en,Samsung Health
"I enjoy seeing how I'm doing with my step compared to others, it motivates me to be more active.",5,0,0,0,1,en,Samsung Health
"When I owned a Samsung S10e the app worked and did what I wanted (albeit with ads). Now on a Pixel 4XL and I simply cannot login no matter how many times try different ways. Giving 3 star because it does what needs to on Samsung phones, but could improve in a number of ways then dropping a star for login in problems on other phones.",2,0,1,0,0,en,Samsung Health
I need to know VO2MAX and recovery time on my samsung gear sport.,3,0,0,1,0,en,Samsung Health
Cool,5,0,0,0,1,en,Samsung Health
Its awsm,5,0,0,0,1,en,Samsung Health
It has adds.,2,0,0,0,1,en,Samsung Health
"They seem to keep removing features, like O2 saturation, and the app could use a redesign to streamline. It works fairly well for tracking my runs though. Edit: I'm in Canada.",3,0,0,0,1,en,Samsung Health
I just wish there was a pregnancy mode. Where it helps you with safer goals. Maybe a weightloss goal safe for pregnant women?,4,0,0,1,0,en,Samsung Health
The best fitness app ever,5,1,0,0,1,en,Samsung Health
What happened??  I miss looking at my history!  Too many changes at once.  Now im just looking for a pedometer with food log to replace this one.,2,0,0,1,0,en,Samsung Health
I like it.,5,1,0,0,1,en,Samsung Health
Perfect app for fitness tracking,5,0,0,0,1,en,Samsung Health
I use this app the most and it works well for me. I would have gave it a 5 star rating if it had a few more features in the food tracker. I don't like that it doesn't have a Barcode scanner and when I save my favorites they are not in alphabetical order. It makes it frustrating to find a meal you eat often.,3,0,0,1,0,en,Samsung Health
"Still new to me....weed is therapeutically and should be available to all at no cost like most therapeuticals gathering there's an issue would help me cut back on tobacco even quit eventually, thanks for all adapting attempts, i see the light...am mentally exhausting myself with excitement and opportunity",3,0,0,0,1,en,Samsung Health
Very helpful,5,0,0,0,1,en,Samsung Health
"Allows me to keep track of everything in on app. Glucose,heart,stress,food,exercise, sleep and more. Then at the end of two weeks I send reports to my doctor via email.  I do wish the app allowed me to create just one report with the combined data.",4,0,0,1,0,en,Samsung Health
Good app.😁,5,0,0,0,1,en,Samsung Health
Unistalled up dates as latest update is useless missing features and not counting steps correctly fix it,1,0,1,0,0,en,Samsung Health
ilove,5,0,0,0,1,en,Samsung Health
Why can't connect with fitbit??,1,0,1,0,0,en,Samsung Health
I love it!!!🥰🥰🥰 I would love to purchase a watch but they don't come in petite size. Maybe in the future you will.,5,0,0,0,1,en,Samsung Health
"After this update, it is my thumbs that are being active, you took Alot of tabs that were helpful and not it is just too much",2,1,0,0,1,en,Samsung Health
"I really enjoy the Samsung health app and how it connects easily with my Samsung active 2, my fitness pal and my renpho scales. This really helps give me a full insight into my eating and activity habits. I've taken off 2 stars as since the latest update, it no longer contains the weight management tile and I previously used this everyday to gauge whether I can up my macros or have to lower my food for the day based on my activities. Gutted its gone!",3,1,0,1,0,en,Samsung Health
Great app except that it sometimes doesn't count my steps right.,4,0,1,0,0,en,Samsung Health
"I put my phone in my dog treat bag which is against my body when I walk. This app either doesn't register my walking like that or only only registers part of the walk. But, if the phone is in my purse in a shopping cart or registers. Very unreliable!",1,9,1,0,0,en,Samsung Health
My 1 night of sleep gets recorded as multiple sleep cycles and broken up throughout. It's really irritating.,1,0,1,0,0,en,Samsung Health
"After the latest update, step counters on some watchfaces for my Galaxy Watch 4 now produce a black screen when tapped. This is super frustrating and I've heard from other uses in the Samsung forum that it affects other parts of Samsung Health on the Watches as well. Can this please be fixed asap so I can have full use of my self-created watch faces again?",2,1,1,0,0,en,Samsung Health
Absolutely love this app! I use it every day! Helpful and free!,5,0,0,0,1,en,Samsung Health
Great tracker,5,0,0,0,1,en,Samsung Health
Good app,5,0,0,0,1,en,Samsung Health
"It helps and support to boost the inner confidence to do more work by simply displaying the daily working graph and comparisons within age group, friends also the sleeping records. Best thing i find here is the weekly summary. It have lot more options as per user interest.",4,0,0,0,1,en,Samsung Health
