data,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
Facile d'utilisation. Rapide lors de synchronisation. Rien à dire. Top!!!,5,0,0,0,1,fr,Garmin Connect
"3/8/2018 Tout fonctionne parfaitement avec mes Garmin Forerunner 335, et  Vivomove HR, et mon téléphone Honor 8. 4/2/2018. Après quelques semaines de  fonctionnement, à nouveau impossible de coupler ma montre et Garmin  connect. Je ne pense pas que les gars de Garmin lisent ces avis, ce n'est  pas possible 😟👎👎👎 20/11 : miracle la connexion à fonctionné. Je touche  du bois. 19/11 : Après la mise à jour du 18/11 toujours pas d'amélioration.  3/11 : Depuis la dernière mise à jour impossible de connecter ma Forerunner  235 alors que tout était parfait avant.",5,11,1,0,0,fr,Garmin Connect
Depuis la mise à jour Livetrack n'indique plus ma position ! Dommage car  c'est une bonne application.,1,0,1,0,0,fr,Garmin Connect
tout etais parfait...mais la comme beaucoup d utilisateurs...plus aucune connection reconnu avec mon nouvrau galaxy s9...la mise a jour que vous avez faites est fortement defaillante...,1,0,1,0,0,fr,Garmin Connect
"Pratique....donne qqs infos qui semblent importantes, mais dont on ne veritablement mesurer l'impact...ludique...je continue l'experience...bravo a Garmin.",5,0,0,0,1,fr,Garmin Connect
Garmin fait partis des meilleurs équipements connectés au monde!,5,0,0,0,1,fr,Garmin Connect
"Bonjour.et bien idem pour moi. Cela fait un moi que ne télé charge rien ou alors en manuel. Au support il on du mal a comprendre, leurs réponses sont faites pour des techniciens. Bonne journée",2,0,1,0,0,fr,Garmin Connect
Tout y est ! on pardonne quelques mesures fantaisiste s,4,0,0,0,1,fr,Garmin Connect
Grosse galère a remettre la bonne heure sur la montre sa marche 1 fois sur 10 (montre forerunner 235),2,0,1,0,0,fr,Garmin Connect
Tres utile pour les statistiques d'activité,5,0,0,0,1,fr,Garmin Connect
"Application relativement complète. Pensez vous que pour améliorer  l'application, il soit possible d'être notifié lorsqu'un ami a réalisé une  activité ou lorsqu'il aime une de nos activités ?",4,1,0,1,0,fr,Garmin Connect
Je viens d'acheter une Garmin Fenix a plus de 500€ et impossible de la connecter sur mon téléphone... Avant tout allait bien. Vraiment déçu.,1,1,1,0,0,fr,Garmin Connect
"Marchait très bien pendant des mois et depuis les dernières MAJ, impossible de synchroniser avec mon smartphone. Que je n'ai pas changé !  La MAJ d'avant hier, n'a absolument rien changé. Cela fait 2 semaines que l'application est non fonctionnelle. À quand une solution ???",1,17,1,0,0,fr,Garmin Connect
La dernière mise à jour a tout déréglé!!! Depuis le 13juin j'arrive à synchroniser ma montre avec mon téléphone mais les données ne sont plus transmises au site internet.  Il faut que je branche ma montre à mon ordinateur... de plus la mise à jour m'a déréglé toute ma configuration de montre... pas top,1,7,1,0,0,fr,Garmin Connect
"Plus de synchronisation de la frequence cardiaque, du sommeil et autres depuis la dernière mise a jour manifestement pleine de bugs ! Pénible ! Ça marchait trop bien avant..... Je n'en n'ai pas encore une grosse expérience mais les premières impressions sont plutôt bonnes. J'attends de pouvoir jouer au golf pour éventuellement mettre une cinquième étoile.",4,16,1,1,0,fr,Garmin Connect
Bonne application,4,0,0,0,1,fr,Garmin Connect
Super,5,0,0,0,1,fr,Garmin Connect
"Lamentable, maintenant la montre plante systématiquement dès qu'elle est connecté en bluetooth... Impossible de synchroniser ma fenix 2 en 3.60 avec un Samsung Galaxy S4 en 4.4.2. Au prix de la montre c'est scandaleux !!! Vous essayer les MAJ avant de les mettre en ligne ? Ou alors on sert de cobaye ????",1,4,1,0,0,fr,Garmin Connect
"Simple, pratique et efficace!",5,0,0,0,1,fr,Garmin Connect
Application au top,5,0,0,0,1,fr,Garmin Connect
"parfait. Très bon suivi GPS . une foule d informations disponible, clairement agencée, ce qui permet de consulter juste ce que l on a envie. Utilisee pour ma part avec une montre connectée et un GPS. Suivi du sommeil, ... top",5,8,0,0,1,fr,Garmin Connect
"Depuis la dernière mise à jour impossible de connecter ma Fenix 5S avec mon Samsung Galaxy A5... Problème toujours pas résolu, ce qui n'est pas vraiment normal pour une montre à ce prix !",1,6,1,0,0,fr,Garmin Connect
Complet comme application,5,0,0,0,1,fr,Garmin Connect
Depuis 1 semaine impossible d'avoir mes données de sommeil de body batterie Après plusieurs désinstallation de l'application rien ne change,3,0,1,0,0,fr,Garmin Connect
"Déconnexion régulière, des re connexion parfois impossibles...  Synchronisation parfois terminée mais inutile, les donnes ne sont pas  imprégnées. Modèle Forrunner 35.",2,0,1,0,0,fr,Garmin Connect
"Après les problèmes de synchronisation début mars, voilà qu'll m'est impossible d'accéder aux entraînements sur l'appli afin de les charger sur la montre, l'appli plante aussitôt ! 😠😠 Ça devient fatiguant ces problèmes à répétition ! ---------------------------------------------------------------------------- Et après 1 mois, toujours aucune réponse de Garmin, et ce malgré le signalement fait via l'appli, je ne semble pourtant pas être le seul à m'en plaindre ! 😠😠😠",1,44,1,0,0,fr,Garmin Connect
"Connexion de plus en plus difficile depuis quelques semaines avec ma  Forerunner 35.. il faut sans cesse supprimer l'appareil dans l'application,  le rajouter.. les notifs ne fonctionnent plus tout alors que ça a très bien  fonctionné. Obsolescence programmée ?",1,10,1,0,0,fr,Garmin Connect
Je pietinais dans mon entrainement . Avec un programme de caoch je vois mes progrès. Stimulant.,5,0,0,0,1,fr,Garmin Connect
Depuis dernière mise à jour le message fail s'affiche sur la montre vivofit2,3,9,1,0,0,fr,Garmin Connect
"Bonjour, Après MAJ de Garmin 1030 Edge, impossible de synchroniser la dernière sortie de ce jour. Même après de multiples manip. Hey, les gens de Garmin, merci de faire le nécessaire pour Nous dans la panade !!!",1,3,1,0,0,fr,Garmin Connect
"demande à se reconnecter avec le code dès que je m'éloigne de plus de 5 mètres de mon téléphone! Fonctionnait bien avant ça, que comptez-vous faire?",1,0,1,0,0,fr,Garmin Connect
Facile d'utilisation et répond a toutes mes exigences,5,0,0,0,1,fr,Garmin Connect
"Je suis ravi de cette application, je la consulte plusieurs fois par jour,  très simple d'utilisation.",4,0,0,0,1,fr,Garmin Connect
Top !!! N,4,0,0,0,1,fr,Garmin Connect
Dernière Maj tout est planté,1,0,1,0,0,fr,Garmin Connect
Très bien pour le suivi des activités.  Téléchargement des applications se fait très facilement.,4,1,0,0,1,fr,Garmin Connect
Bonjour  impossible de changer les millles et km. sur l'apli du smartphone... et aussi le montre de déconnecte constament environs toutes les 30 sec merci de remédier a ses bugs,2,0,1,0,0,fr,Garmin Connect
Tout fonctionnait très bien depuis que j'ai ma forunner 235. Mais depuis le 21 impossible d'effectuer une synchronisation avec mon téléphone portable Samsung... message d'erreur échec transfert ... c'est très embêtant car aucune de mes activités s'enregistre... que se passe t il ?,3,4,1,0,0,fr,Garmin Connect
"Bonjour, idem depuis la montée de version plus de synchronisation de la montre qui n'arrive pas à garder la connection. C'est très regrettable !!!!",5,5,1,0,0,fr,Garmin Connect
Cool Precis,5,0,0,0,1,fr,Garmin Connect
"J'avais mis 4 étoiles mais depuis la dernière mise à jour plus rien ne fonctionne. Je perds les notifications sur ma montre après 2-3 jours, je n'ai plus que les appels. Obligé de désinstaller et réinstaller et encore ça ne fonctionne pas à tout les coups. Je sais que ça ne fonctionnera plus dès que j'ai la notification Garmin device qui est impossible à enlever...",1,0,1,0,0,fr,Garmin Connect
rien à dire juste parfait,5,0,0,0,1,fr,Garmin Connect
Superbe application,5,0,0,0,1,fr,Garmin Connect
L'application se déconnecte de temps en temps et du coup je suis obligé de redémarrer mon téléphone pour recevoir mes notifications sur la montre... Sinon rien à dire,3,0,1,0,0,fr,Garmin Connect
Utilisatrice depuis plus de 10 ans... ravie.,5,0,0,0,1,fr,Garmin Connect
"L'application est très complète. On peut faire énormément de suivis. Relever des défis. On peut faire de nombreux réglages : foulée, fréquence cardiaque, les suivis hebdomadaires, quotidiens, mensuels, annuels. On peut suivre les pas, la vitesse, calories, distances etc. Le seul regret : faut vraiment fouiller énormément pour maîtriser le sujet. L'application n'est pas intuitive. Mais si on se donne la peine ça veut le coup.",5,26,0,1,0,fr,Garmin Connect
Avec Galaxy note 3. Garmin connect ne reconnaît pas mon vivofit. Pas de synchro avec myfitnesspal. Très déçue.,2,0,1,0,0,fr,Garmin Connect
Super application.,5,0,0,0,1,fr,Garmin Connect
Appli clair et assez complète.,4,0,0,0,1,fr,Garmin Connect
"Depuis hier, impossible de connecter la montre à l'application. Plusieurs fois fait la procédure et même désinstallé la montre mais rien n'y fait. Et donc maintenant impossible d'installer ma montre. Je suppose que la dernière mise à jour a un sérieux bug. Déjà que depuis plus d'un mois je n'ai plus les notification d'application (mail, sms, Messenger, agenda) mais là c'est le pompon. J'espère que cela sera vite réglé sinon cette montre (ma 2èmeGarmin) ne sert à rien",3,46,1,0,0,fr,Garmin Connect
"Pas de soucis, star et graph sympas. Dommage de ne pas pouvoir comparer plusieurs sorties facilement",5,0,0,1,0,fr,Garmin Connect
"Après de long mois sans pouvoir synchroniser la montre (vivosmart 3) ,  Garmin à enfin résolu le problème de synchronisation pour la dernière  version d'android.",3,23,1,0,0,fr,Garmin Connect
"Utilisée depuis peu. Encore beaucoup à découvrir, mais très bien ❗",4,0,0,0,1,fr,Garmin Connect
"I hate the new update. I can't see my total for the current month or the totals for previous months anymore, so I have to add up week by week to see if I am meeting my goals for the month. Please bring that feature back!",3,0,0,1,0,fr,Garmin Connect
Je suis suis dans l'impossibilité de me connecter à mon compte via l'application sur mon Huawei P20 Pro. J'obtiens un message d'erreur java.lang.exception: 401. J'ai essayer avec un IPhone 7 même résultat connexion au serveur impossible. J'aurais besoin d'une solution car je viens de faire l'acquisition d'une fenix 6 et ne suis donc pas en mesure de l'associer à mon téléphone. Merci par avance.,1,14,1,0,0,fr,Garmin Connect
Bonne application tte les infos sur l'activité rapidement,5,0,0,0,1,fr,Garmin Connect
Application géniale jusqu'à il y a 10j. Impossible de synchroniser la montre (forerunner 235) avec le téléphone... Bug dans la mise à jour début décembre ?,2,2,1,0,0,fr,Garmin Connect
Bien au quotidien,4,0,0,0,1,fr,Garmin Connect
"Super satisfaite dans l'ensemble, même si je ne maîtrise pas encore toutes les fonctionnalités.",4,0,0,0,1,fr,Garmin Connect
Bug à l'occasion et je dois désinstaller et réinstaller. Heureusement il conserve mes anciennes données,3,0,1,0,0,fr,Garmin Connect
Application idéale pour suivre ses courses à pied.,5,0,0,0,1,fr,Garmin Connect
J'adore cette appli car elle me permet de voir toutes mes statistiques (cardiaques et performances),5,0,0,0,1,fr,Garmin Connect
"J'adore cette appli, précise, fiable et très intuitive. J'aimerai juste que les fonctions qui tournent autour des segments soient aussi développées que sur une appli concurrente sur laquelle j'associe toutes mes courses garmin.",4,0,0,1,0,fr,Garmin Connect
Depuis la dernière mise à jour je n'arrive plus à transférer mes parcours de l'application Garmin connect vers mon Edge 1000😤,3,0,1,0,0,fr,Garmin Connect
"Impossible depuis plusieurs semaines de synchroniser le téléphone avec l'app, malgré la réinstallation de l'app et le couplage du téléphone.",1,2,1,0,0,fr,Garmin Connect
"Je ne connaissais que le portail Garmin connect sur internet, l'appli est très sympa, les présentations plus fun et c'est très complet.",5,0,0,0,1,fr,Garmin Connect
Application ludique et interface bien pensée.,5,0,0,0,1,fr,Garmin Connect
"Ma montre se connecter at super bien  à l'application puis depuis 2/3 semaines, l'application n'arrive plus à se connecter à ma montre et le Bluetooth est bien enclenché. J'ai aussi le problème de changement  de Km en miles et les heures 24h en 12h. Help !! Sinon très contente de ma montre :-)",3,9,1,0,0,fr,Garmin Connect
"Quelques soucis avec la fréquence cardiaque, mais bien dans l ensemble",4,0,1,0,0,fr,Garmin Connect
Dommage on peux plus suivre les pas de ses contacts,5,0,0,1,0,fr,Garmin Connect
Super appli,5,0,0,0,1,fr,Garmin Connect
excellent 👍👍,5,0,0,0,1,fr,Garmin Connect
"Superbe tableau de bord de son activité. Clair et intuitif. Un petit coup d'œil quotidien, c'est motivant.",5,0,0,0,1,fr,Garmin Connect
"Énième màj qui ne résout pas les problème de connexion entre le bracelet  vivosmart 3 et mon Huawei-P8-Lite. Le bracelet ne reçoit aucune  notification et la synchronisation s'effectue aléatoirement. De plus sur  Connect il est indiqué que je dois faire une màj critique du logiciel du  bracelet et sur garmin express le logiciel est indiqué comme étant à jour  (ce qui est exact). Que de problèmes depuis le 4 novembre... 🙁 Edit du  01/06 :rien de neuf chez Garmin, ils encore et toujours une màj inutile. je  serais bien tenté de revendre ce bracelet mais il ne vaut plus rien ! Si  seulement je pouvais mettre aucune étoile à cet appli...",1,47,1,0,0,fr,Garmin Connect
Garmin 230 au top! Connexion ultra rapide parfaite pour moi,5,0,0,0,1,fr,Garmin Connect
top des top,5,0,0,0,1,fr,Garmin Connect
"Suite à la mise à jour du 17/11 et du18/11, la synchro ne se fait toujours pas... :-( testé avec l'honor 6x et Xperia. Avec la dernière mise à jour, le sony synchronise mais tjs pas le honor. C'est balo car c'est le honor mon téléphone dc je ne reçois plus de notification... cette montre «connectée» perd tout son intérêt! 29/11 : une n-ième mise à jour qui ne fonctionne tjs pas... et le 05/12 tjs pareil",1,17,1,0,0,fr,Garmin Connect
"Depuis la dernière maj, plus de synchronisation possible avec mon smartphone Samsung Galaxy A5... grrrr",3,0,1,0,0,fr,Garmin Connect
Bien simple a comprendre !,5,0,0,0,1,fr,Garmin Connect
"Super application, ma vie est changée depuis, c'est fou ! 😊😊😊",5,0,0,0,1,fr,Garmin Connect
"eh réveillez vous chez Garmin, une vraie cata depuis la MAJ. La sync avec strava et purement aléatoire oblige de dissocier pour associer de nouveau",1,1,1,0,0,fr,Garmin Connect
"Manque sur l'application, la distance et l'heure effectué de la journée en cours",3,0,0,1,0,fr,Garmin Connect
Super application,5,0,0,0,1,fr,Garmin Connect
Je n'arrive plus a connecter ma vivosmart 3 a mon p8 lite 2017 depuis 2 jours. Déçue.,2,3,1,0,0,fr,Garmin Connect
J'ai acheté cette montre depuis 1 mois. Le suivi est très bon. Pas de  problème de connexion. L'analyse du suivi d'activité est pas mal. Je  conseille ce produit.,4,0,0,0,1,fr,Garmin Connect
Bonne application,5,0,0,0,1,fr,Garmin Connect
Superbe,4,0,0,0,1,fr,Garmin Connect
"J'enlève 4 étoiles car depuis la dernière mise à jour de l'appli, la batterie de la montre fond comme neige au soleil. Si je ne mets pas mon téléphone en mode avion la nuit, je perds facilement 20% de batterie car la montre doit chercher le téléphone qui n'est pas à côté. Le suivi du sommeil était beaucoup plus fiable avant, maintenant, il ne sert à rien. A quand la correction ... 🤔",1,39,1,1,0,fr,Garmin Connect
Ne fonctionne plus avec mon téléphone depuis la mise à jour,1,0,1,0,0,fr,Garmin Connect
Parfait. Réponds aux exigences notamment sur les randonnées.,5,0,0,0,1,fr,Garmin Connect
bonne application,4,0,0,0,1,fr,Garmin Connect
Super,5,0,0,0,1,fr,Garmin Connect
Au top,5,0,0,0,1,fr,Garmin Connect
Ne fonctionne pas depuis plusieurs jours,1,1,1,0,0,fr,Garmin Connect
"j'ai pas trouvé le formulaire de contact pour suggérer deux trois fignolages sur l'appli, notamment pour avoir les données qui s'affichent sous le doigt avec un appui long sur certains graph, ça le fait mais pas sur d'autres (le déplacement du doigt déclenché un glissé du graph sur la période précédente",4,2,0,1,0,fr,Garmin Connect
"Excellent produit que je viens d'acquérir, intuitif, léger, je suis vraiment satisfait au quotidien, au repos comme à l'entraînement! Quelques défis à relever pour se motiver et/ou maintenir le cap!",5,0,0,0,1,fr,Garmin Connect
"Beug beug beug!!!Ma montre vibre tous les ¼ d'heure pour m'indiquer la connexion avec mon téléphone...je n'ai plus l'activité sommeil.... Je ne vois plus les défis qu'on me lance, je ne reçois plus les notifications de mon tél sur ma montre comme les sms.... Le problème vient de l'appli ? De ma montre ?? Des 2?? Une cata, alors que ya une dizaine de jours tout allait bien ....",2,9,1,0,0,fr,Garmin Connect
Zero issue with the Instinct.,5,2,0,0,1,fr,Garmin Connect
Fonctionne parfaitement avec Galaxy S5,5,0,0,0,1,fr,Garmin Connect
Connexion impossible... Au prix de la montre c'est inadmissible...,1,0,1,0,0,fr,Garmin Connect
Très bien  mais  cela serait bien d'avoir la vitesse en km/h dans le résumé,5,0,0,1,0,fr,Garmin Connect
Ma fenix 3 n'est pas reconnue !!,1,0,1,0,0,fr,Garmin Connect
Permet d'enregistrer ses parcours et toutes les données utiles pour progresser. Très simple d'utilisation. Le binôme parfait avec ma montre 735XT.,5,1,0,0,1,fr,Garmin Connect
"La mise a jour pour le retour des notifications a beaucoup tardé, mais maintenant tout fonctionne très bien, le nouvel ajout pour colorer le tracé en fonction de son allure, sa FC ou l'altitude est top !",4,80,0,0,1,fr,Garmin Connect
Super,5,0,0,0,1,fr,Garmin Connect
Top avec une Félix 3 HR,5,0,0,0,1,fr,Garmin Connect
Application parfaite accouplée à une montre parfaite (Fenix 5S). Les informations communiquées sur cette application sont excellentes et nous font vraiment progresser. Je suis conquis par Garmin !!,5,0,0,0,1,fr,Garmin Connect
application complete et facile 👍,5,0,0,0,1,fr,Garmin Connect
"Intuitive, pratique, un ""best'. Par contre, l'affichage d'une décimale supplémentaire sur la montre lors d'un running pour la vitesse moyenne serait la bienvenue.",4,0,0,1,0,fr,Garmin Connect
"Comme les autres, je n'arrive pas à synchroniser ma Fenix 3 avec mon galaxy s5. C'est comme même incroyable de nos jours!! Le couplage se fait mais pas la synchronisation",3,0,1,0,0,fr,Garmin Connect
Impossible de synchroniser la montre,2,0,1,0,0,fr,Garmin Connect
"Apparemment plusieurs problemes de couplage a garmin mobile depuis la dernière mise a jours, si quelqu'un des equipes Garmin peut nous eclairer !?",1,0,1,0,0,fr,Garmin Connect
"Je n'arrive pas à connecter ma vivofit2 avec mon Samsung galaxy s5. Quand je les connectes, l'application me demande si je vois le code s'afficher sur la montre mais rien de plus. Du coup je n'ai pas l'heure ni la date. Je peux juste voir mon podometre. Avez vous une solution ?",2,0,1,0,0,fr,Garmin Connect
Cool,4,0,0,0,1,fr,Garmin Connect
"bonne application fonctionnelle, facile à prendre en main.",5,0,0,0,1,fr,Garmin Connect
Presque satisfaite ... y a-t-il possibilité de faire apparaître la température extérieure lors des activités sportives svp ?,5,0,0,1,0,fr,Garmin Connect
Bonne application avec des super fonctionnalités,4,0,0,0,1,fr,Garmin Connect
A chaque mise à jour son lot de soucis...,2,2,1,0,0,fr,Garmin Connect
"Très complet, un suivi très détaillé",5,0,0,0,1,fr,Garmin Connect
Je cours toujours avec Garmin pour voir les progres,5,0,0,0,1,fr,Garmin Connect
"Depuis la dernière mise à jour, je suis obligé de réinstaller l'application. Mais dommage il y toujours un message d'erreur... impossible de synchroniser avec ma montre Tactix Charlie.",1,3,1,0,0,fr,Garmin Connect
Depuis quelques temps je ne peux plus transférer d'entraînement de type cardio sur ma Forerunner 920xt. Garmin Connect dit que la montre n'est pas compatible. Alors que j'ai déjà transféré des entraînements de ce type il y a quelques mois de ça. Et personne ne me répond sur ce problème,2,0,1,0,0,fr,Garmin Connect
"Impossible de partager sur Facebook comme avant et sans photo. Sinon les synchro se fond correctement. Au nombre de pas, d étages, je préfèrerai un rappel des entraînements, les validation de ceux ci, mettre la natation comme une activité physique à part entière et donc inclure les données, le total des activités semaines etc... Et il serait utile de pouvoir sauvegarder  les caractéristiques réglages montre, activités.. . Surtout quand celle ci est remplacée par le SAV. Cela évite de tout recommencer et pester",4,0,1,1,0,fr,Garmin Connect
Claire et complète,5,0,0,0,1,fr,Garmin Connect
top,4,0,0,0,1,fr,Garmin Connect
Téléchargement bloqué à 75% sur Samsung J5 2016,1,1,1,0,0,fr,Garmin Connect
complet comme apli,4,0,0,0,1,fr,Garmin Connect
Très bien,5,0,0,0,1,fr,Garmin Connect
Suivi des activités parfait. Réglage de la montre simplifié. Création de carto impeccable,5,0,0,0,1,fr,Garmin Connect
Bonjour l'équipe de Garmin. Mon téléchargement s'arrête à 69 pourcent. Que dois je faire ? S'il vous plaît.,1,0,1,0,0,fr,Garmin Connect
"Parfait pour suivre son évolution et se lancer des petits défis entre amis, se challenger soi-même et aller un peu plus loin qu'on aurait pensé",5,0,0,0,1,fr,Garmin Connect
"J'ai une Garmin fenix2, ça fait 3 retour en SAV en 1an et demi. Elle retournera à nouveau des samedi. 499€ cadeau offert à Noël 2014, elle bug, pas de GPS, pas de bluetooth, affichages fantaisistes des données courses,  et à chaque fois c'est 1 mois et demi de SAV. M. Garmin changer de programmeurs et d'ingénieurs, ou faites autres choses, je sais pas. Cette montre je vais la foutre à la poubelle.",5,0,1,0,0,fr,Garmin Connect
L'appli est très bien mais beaucoup de mal à reconnecter la montre quand j'ai eteind mon téléphone ou qu'il sort du mode avion,3,0,1,0,0,fr,Garmin Connect
Parfait pour se donner des motivations supplémentaires.,5,0,0,0,1,fr,Garmin Connect
Toujours en train de se déconnecter... Reconnexion peu conviviale.,2,0,1,0,0,fr,Garmin Connect
Bien bien,4,1,0,0,1,fr,Garmin Connect
Excellente,5,0,0,0,1,fr,Garmin Connect
Je n arrive pas a sauvegarder des entrainements avec repetitions. L appli  me demande d affecter des etapes aux repetitions alors que des etapes sont  deja affectees.....cette fonction est essentielle dans l appli et ca ne  fonctionne pas!,3,0,1,0,0,fr,Garmin Connect
Maj bof plus de visibilité sur les pas de nos amis dans le flux çela été motivant pour bouger,2,0,0,0,1,fr,Garmin Connect
"Plus d'historique pas ,FC ,etc depuis la mise a jour...",5,1,1,0,0,fr,Garmin Connect
Super... avant le gros bugg,2,0,1,0,0,fr,Garmin Connect
excellent 😎,5,0,0,0,1,fr,Garmin Connect
Des problèmes de connexion depuis la MAJ.,3,7,1,0,0,fr,Garmin Connect
"Problème partiellement corrigé avec la mise à jour de début janvier 2020 (4.26). Je reçois bien les notifications... pendant quelques jours. Je dois ensuite réinstaller l'application. ################# Les notifications ne s'affichent plus sur la Garmin 935 depuis la mise à jour de l'application de fin août 2019... Si je désinstalle et réinstalle l'application, j'ai des notifications pendant 1h et ensuite plus rien, alors qu'il n'y a pas de problème de synchronisation des activités. Les mises à jour se suivent mais j'ai toujours les mêmes problèmes d'affichage des notifications... Mises à jour : octobre (4.24.1),novembre (4.25), novembre (4.25.1) : toujours le même problème.",1,88,1,0,0,fr,Garmin Connect
Super,5,0,0,0,1,fr,Garmin Connect
Très satisfait,5,0,0,0,1,fr,Garmin Connect
Je viens de m'acheter une ceinture Garmin Bluetooth HRM-DUAL mais je n'arrive pas à me connecter à l'application car je ne voit pas mon modèle je ne voit que des montres ou GPS. Que faire svp?,2,0,1,0,0,fr,Garmin Connect
Très motivant,4,0,0,0,1,fr,Garmin Connect
Bien,4,0,0,0,1,fr,Garmin Connect
Parfait pour le suivi,5,0,0,0,1,fr,Garmin Connect
"Problème avec l'enregistrement du nombre de pas , et du suivi hebdomadaire et mensuel ... tjrs le même problème . Je dois brancher le cordon USB pour sauvegarder les pas. ... malgré le Bluetooth activé entre le Smartphone et la montre Vivoactiv HR... problème résolu merci 👍🏼",3,4,1,0,0,fr,Garmin Connect
Super,5,0,0,0,1,fr,Garmin Connect
Superbe application,5,0,0,0,1,fr,Garmin Connect
"Parfait, correspond à mon attente.😀",5,0,0,0,1,fr,Garmin Connect
Ma montre se déconnecte tout le temps de mon xiaomi mi 9 se et je ne reçois donc plus les notifications,2,0,1,0,0,fr,Garmin Connect
merci beaucoup,5,0,0,0,1,fr,Garmin Connect
Nickel- Sauf quelques soucis de synchro parfois,4,0,1,0,0,fr,Garmin Connect
"Facile à installer et à utiliser, cette application est relativement complète et claire . Je recommande.",5,0,0,0,1,fr,Garmin Connect
Plus possible de synchroniser ma montre depuis votre maj qui sois disant évite les bugs et compagnie. Ma note remontera quand ça remarchera.,1,0,1,0,0,fr,Garmin Connect
Superbe expérience facile à utiliser .,5,0,0,0,1,fr,Garmin Connect
"Depuis la dernière mise à jour, ma vivoactive ne vibre plus lors des notification. Les mises à jour ressemblent à du bricolage !! Dommage.",2,0,1,0,0,fr,Garmin Connect
Je n'ai pas beaucoup d'expérience mais pour l'instant je suis satisfait de l'application,5,0,0,0,1,fr,Garmin Connect
Je me sert de l application tous les jours top,5,0,0,0,1,fr,Garmin Connect
"tout refonctionne depuis la dernière mise à jour, parfait ! (honor 7x)",5,1,0,0,1,fr,Garmin Connect
"Super, Pas facile à prendre en main au départ mais une fois ce cap passé l'appli est top",4,0,0,0,1,fr,Garmin Connect
Facile d'utilisation et toujours adapté à ma vieille Garmin 😁,5,0,0,0,1,fr,Garmin Connect
