data,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
Application ne fonctionne plus et impossible de la réinstaller ! Donc plus possible de connecter mon huaweï band 4😕😖😖😖😖😖,1,0,1,0,0,fr,Huawei Health
Slt sa va l'applique bient mai s'en plus ?!!,4,0,0,0,1,fr,Huawei Health
Sympa,5,0,0,0,1,fr,Huawei Health
Inutile,1,0,0,0,1,fr,Huawei Health
Bug : impossible de mettre à jour la liste des montres dans le but de connecter ma Honor Magic watch. L'application m'indique un problème de connexion. Cette fonction fonctionne parfaitement sur l'appli iOS. (Test sur Asus ZenFone 5z). Fonctionne après maj via Appgalery. Dommage que cela ne soit pas plus intuitif.,2,4,1,0,0,fr,Huawei Health
Très bien,5,0,0,0,1,fr,Huawei Health
Pourquoi ne peut-on pas sélectionner qu une seule source pour les pas. la fusion des sources fausse les résultats car on porte généralement le bracelet et le smartphone en même temps. 5 étoiles si cela est fait,5,5,0,1,0,fr,Huawei Health
"Application qui s'ouvre pas et reste bloqué sur télécharger la dernière version 4.0.0 où ultérieure ! Du coup, impossible de faire fonctionner la montre HONOR Magic Watch 2 !!! Problème qui doit VITE être réglé.",1,1,1,0,0,fr,Huawei Health
"Depuis mise a jour impossible de le reconnecter sur l application , page introuvable",1,0,1,0,0,fr,Huawei Health
Super application connectée a une montre et un pèse personne Suivi très précis,5,0,0,0,1,fr,Huawei Health
"De nouveau problème pour reconnecter mon bracelet honor band 4-C06,depuis la dernière mise à jour de l'application plus moyen de me connecter ,faite quelques choses .j'en aie marre. Simplifiez pour la reconnecter sinon je change de marque et je vais vous faire de la publicité",1,2,1,0,0,fr,Huawei Health
"Fonctionne très bien, est beaucoup plus précis et donne bien plus d'info que les applications concurantes de mes proches. Je suis quelqu'un d'actif et je l'utilise presque chaque jours avec mon téléphone et ma montre Huawei!",5,0,0,0,1,fr,Huawei Health
C bien,5,0,0,0,1,fr,Huawei Health
"Comment justifier le poids de cette application (385 mo) alors que Huawei interdit l'installation des applications sur carte SD selon les téléphones ?! L'appli est bien, je m'en sers tous les jours comme podomètre, mais elle est beaucoup trop lourde par rapport aux autres applications du même genre.",2,3,0,1,0,fr,Huawei Health
Coole,5,0,0,0,1,fr,Huawei Health
"Je viens d'acheter la montre huawei watch fit et sur l'application santé je ne trouve pas les applications Facebook, Instagram et WhatsApp afin d'activer les notifications... Pas cool sachant que ce sont des applications que j'utilise régulièrement...",3,0,0,1,0,fr,Huawei Health
"Très mauvais calcul des distances (calculé 0,47Km au lieu de 1,2Km sur un trajet à pied). Pas très bon à compter les pas. Qu'est ce que ""autre"" que courrir, marcher ou élévation? Mais surtout, je ne trouve pas correct de devoir activer le GPS partout. Y compris pour du sport en salle!",1,2,1,1,0,fr,Huawei Health
Top,5,1,0,0,1,fr,Huawei Health
Bug ! Inutilisable !!,3,1,1,0,0,fr,Huawei Health
Très bonne application. Utilisée avec Huwaei watch fit c'est un compagnon idéal pour le sport !,4,4,0,0,1,fr,Huawei Health
Très explicite,5,0,0,0,1,fr,Huawei Health
"Moi aussi quand j'essaie de mettre à jour il s'affiche ""vérifiez votre connexion...."" . Donc je met ☆☆☆ car il y a un un gros Bugue sur l'application mais je suis sur que cette appli est génial Mais je pense qu'ils essaient de faire comme ils le peuvent. 😅😔👍🏻👎🏼🥳🥳🎅🎅",2,1,1,0,0,fr,Huawei Health
Belle application,5,0,0,0,1,fr,Huawei Health
Très bien,4,0,0,0,1,fr,Huawei Health
Félicitations pour la réactivité concernant le bug de l'an nouveau... Cette application répond à ce que l'on lui demande...,5,0,1,0,0,fr,Huawei Health
"L'application est plutôt fiable pour mesurer les performances en course à pied ou en randonnée. En revanche c'est très décevant pour la natation en intérieur. J'ai testé sur 2 entraînements : lors du 1er la montre a mesuré 1275m au lieu de 1700m, et lors du 2ème 1500m au lieu de 2000m. Ça fait un sacré écart ! A quoi cela est-il dû ? Par ailleurs sur 57mn d'effort je constate une pause de 17mn sur l'appli alors que j'étais en pleine série de 10x50m départ 1mn. Donc gros souci.",3,6,1,0,0,fr,Huawei Health
"Fiable, lisible et complete. Customisation possible. Manque juste le coach vocal en français....dommage !",4,0,0,1,0,fr,Huawei Health
Ne prends pas en charge la balance Huawei scale 3 !!!,1,0,0,0,1,fr,Huawei Health
A ceux dont qui n'arrive pas a connecter leur montre à l application vous devez télécharger sur chrome huawei gallery apk il s'agit du prope playstore de Huawei et recommencer toute la manipulation pour vous connecter ainsi que les mises à jour cela à marcher pour moi ✌🏽,5,2,0,0,1,fr,Huawei Health
Super application santé ! Très ludique avec des bonnes informations,5,0,0,0,1,fr,Huawei Health
"Quelques bug, suivi course à pied correct. Suivi du sommeil imprécis.",3,0,1,0,0,fr,Huawei Health
Est il possible de garder nos stats quand on change de téléphone ?,5,0,0,1,0,fr,Huawei Health
Cool,5,0,0,0,1,fr,Huawei Health
Très bien,5,0,0,0,1,fr,Huawei Health
Pas assez précis,3,0,0,0,1,fr,Huawei Health
nul,1,0,0,0,1,fr,Huawei Health
"Bonne application, données stat suffisantes pour se préparer.",4,0,0,0,1,fr,Huawei Health
"bonne application, je regrette cependant de ne pas recevoir mes SMS sur mon honor band 4 alors que je reçois bien les accusés de réception des SMS envoyés (pas de soucis avec whatsapp). intéressant pour suivre son évolution en natation",3,2,1,0,0,fr,Huawei Health
L'application fonctionnait très bien avec mon ancien téléphone Galaxy S3 mais impossible de la connecter à mon nouveau téléphone Xiaomi redmi 9C grrrrr,1,0,1,0,0,fr,Huawei Health
"Bonjour je possède une montre watch gt active , depuis que j'ai changé de téléphone il m'est impossible de la connecter car impossible de trouver ma montre quand j'arrive sur associer !!! Pouvez vous m'aider?",3,0,1,0,0,fr,Huawei Health
Très bonne application,5,0,0,0,1,fr,Huawei Health
"Suite à l'achat d'une GT2, la connection avec le téléphone à été compliqué. Mise à jour de l'application à faire avec des messages de sécurité et depuis des désynchronisation régulière ce font dans la journée, de la perte de temps de resynchroniser régulièrement alors que c'est censé être plus pratique.",2,13,1,0,0,fr,Huawei Health
"Rempli de bug : 1° ma montre et l'appli se déconnecte sans arrêt. 2° la synchronisation marche 1 fois sur 10. 3° L'appli crash très souvent. 4° Mon compte est souvent déconnecté. Je crache jamais sur une appli buggé mais là, c est de l'abus, avant d'ajouter des choses et des nouvelles fonctionnalité, corrigez les bugs, nan ?",1,27,1,0,0,fr,Huawei Health
"Depuis juin que j'ai cette montre et l'application, il n'y a toujours  aucune données d'enregistrement du dénivelé, et ca n'est pas faute d'avoir  été en rando en montagne... Il y a eu l'apparition avec la MAJ de  l'activité marche qui est un bon point puisque on ne fait pas que courir  (rando par ex). MAIS impossible de la lancer et gérer via la montre, il  faut à tout prix avoir son téléphone, où est l'utilité de la montre alors ?  L'interface de l'ancienne version était à mon goût bien meilleure, les  données de sommeil sont illisibles avec ces pointillés et retrouver les  données des activités de la journée n'est pas une mince affaire... Bref,  Trop de choses décevantes pour être ravis de cette application.",2,4,1,1,0,fr,Huawei Health
"Très bonne application, très complète, m'encourage à poursuivre mes activités physiques",4,0,0,0,1,fr,Huawei Health
A enregistré la moitié du parcours,1,0,1,0,0,fr,Huawei Health
"J avais cette appli sur mon huawei, et mnt sur mon samsung. Genial le comptage des pas s'est encourageant. Par contre voilà quelques jours que sa fonctionne plus on me marque "" vous n'avez pas encore enregistré de pas aujourdhui "" je pense a un beug savez vous corrige merci",4,2,1,0,0,fr,Huawei Health
Plus possible de changer les cadrans de mon bracelet connecté Honor band 5 😔,3,0,1,0,0,fr,Huawei Health
"Bonjour, Super application. Cdlt.",4,0,0,0,1,fr,Huawei Health
Toujours aussi nul au niveau du GPS,2,2,0,0,1,fr,Huawei Health
Super,4,0,0,0,1,fr,Huawei Health
Bien,4,0,0,0,1,fr,Huawei Health
Impossible de connecter ma montre huawei,1,0,1,0,0,fr,Huawei Health
"Très bonne application pour courir, même si elle peut être complété par quelques fonctionnalités",5,0,0,0,1,fr,Huawei Health
Work on it,5,0,0,0,1,fr,Huawei Health
Quel dommage de ne pas pouvoir renommer nos séances car il existe bien plus de sport que course nage et vélo !!!!!!,3,0,0,1,0,fr,Huawei Health
"Difficile d'ajouter certaines montres, un vraie galère :-(",1,1,0,1,0,fr,Huawei Health
Très bien,4,0,0,0,1,fr,Huawei Health
"Calcul de longueur de pas très approximative, 159cm et je ferais des pas de 90cm ? Du coup distance complètement fausse. On ne peux pas modifier la longueur de pas. 😕",3,0,1,1,0,fr,Huawei Health
Ok,5,0,0,0,1,fr,Huawei Health
"Ma montre Huawei GT 2e n'est pas reconnue par l'application (sur Android comme apple). Une montre connectée non connectable, je regrette l'achat de cette montre.",1,1,1,0,0,fr,Huawei Health
Bonne application de remise en forme,5,0,0,0,1,fr,Huawei Health
Dommage que la voix est en anglais,5,0,0,1,0,fr,Huawei Health
Génial dommage que la voix soit anglaise,4,1,0,1,0,fr,Huawei Health
"Frequently crash, even when not in use. On lineage os 17.1",3,0,1,0,0,fr,Huawei Health
"Fonctionne bien avec ma watch GT 2 pro, appli bien faite",4,0,0,0,1,fr,Huawei Health
Je comprends pas je peut plus télécharger des cadrans pour ma montre la page reste blanche quand je click dessus aider moi a avoir une réponse a ca merci,3,2,1,0,0,fr,Huawei Health
"Ne peux pas fonctionné car il demande la version 4.0.0 sauf que celle-ci n'existe pas enxore, moi qui avait acheter une montre pour ma mere je suis très déçu car elle ne poirra pas sens servir pour le moment... en espérant que les développeurs face quelque chose.",1,5,1,0,0,fr,Huawei Health
"Où est la version 11 ? J'achète la gt2 pro pour le spo2 continu, je mets à jours la montre, mais la fonction n'est pas disponible dans l'application car il faut la version 11 et il n'y a que la 10 sur le store ?",1,0,0,1,0,fr,Huawei Health
Impossible d'y connecter ma montre,1,0,1,0,0,fr,Huawei Health
Excellente apli,5,0,0,0,1,fr,Huawei Health
"L'application ne fonctionne plus car il faut une mise à jour,l'application beugue depuis la mise à jour de Samsung c est à dire depuis 15 jours Merci",1,0,1,0,0,fr,Huawei Health
Cet outil est magnifique,5,0,0,0,1,fr,Huawei Health
Magnifique,5,0,0,0,1,fr,Huawei Health
Very Good,4,0,0,0,1,fr,Huawei Health
"Bonne appli pour le sport et la santé bravo pour les nombreuses améliorations . les skin de cadrans supplémentaires il en faudrait plus et qu on puisse supprimer plus de préinstallés manque encore la possibilité de piloter les lecteurs médias du tel ( spotify lecteur audio,...) et plus de details meteo du jour sur la montre et ce serait parfait . et je n'ai jamais eu d'enregistrement du stress...",4,1,0,1,0,fr,Huawei Health
Fonctionne parfaitement enregistrements des parcours nickel,5,0,0,0,1,fr,Huawei Health
"Ne fonctionne plus, installer version 4.00",1,0,1,0,0,fr,Huawei Health
Excellent,5,0,0,0,1,fr,Huawei Health
Mercii,5,0,0,0,1,fr,Huawei Health
Depuis la mise a jour se deconnecte sans arret et ne se reconnecte qu apres de nombreuses tentatives pfffff quelle nullité cette appli,1,0,1,0,0,fr,Huawei Health
Impossible de connecter mon bracelet band 4 pro quand je veux pr l associer à mon tel sa beugue j'appuie 50fois sur associer mais rien y fait du coup le bracelet me sert pas,1,1,1,0,0,fr,Huawei Health
Marche pas avec Google fit 👎👎👎👎👎👎,1,0,1,0,0,fr,Huawei Health
Bonne expérience globale pour le sport. Infos dans l ensemble fiable. Peut être un peu moins pour la partie sommeil..? La watch gt est un bon outil avec cette appli,4,0,0,0,1,fr,Huawei Health
Ça fait 2 semaines que mes pas ne veulent plus se synchroniser avec l'application pfff Merci les nouvelles mise à jour. Avant tout fonctionner correctement 😩,2,0,1,0,0,fr,Huawei Health
"J'ai changé de téléphone je me suis acheté un oppo find X 3 pro, et bien sûr j'ai changé aussi de numéro de téléphone, plus mon adresse Hotmail qui est devenu une adresse Gmail. impossible de récupérer mon compte Huawei Health😩 je veux m'envoyer un code à chaque fois sur mon ancien numéro qui n'existe plus !!! Que puis-je faire ?",1,0,1,0,0,fr,Huawei Health
"Très bonne application, facile d'utilisation. Ergonomique, claire et multiples informations ℹ",5,0,0,0,1,fr,Huawei Health
"Bonne application mais aurait besoin d'un peu plus de détails, il y manque lien entre le rythme cardiaque et le parcours. Il y manque aussi un avertissement dès l'approche d'un rythme cardiaque trop élevé. Pour le reste je suis satisfait de l'achat de ma Huawei watch gt 2. S'il vous plaît faire les modifications sur l'application serait vraiment cool.",3,13,0,1,0,fr,Huawei Health
"Toutes les données perdues ! Et la ''nouvelle'' application de change quasiment rien, mis à part qu'on a tout perdu. Vraiment déçu d'avoir perdu quasiment un an de données !!",1,8,1,0,0,fr,Huawei Health
Impossible de lancer l'application. Band 3 pro inutilisable !,1,1,1,0,0,fr,Huawei Health
Parfait,5,0,0,0,1,fr,Huawei Health
Parfait fiable,5,0,0,0,1,fr,Huawei Health
L' ancienne version. En km était mieux les pas m'intéresse pas pourquoi faire simple quand on peut faire compliqué....,2,1,0,1,0,fr,Huawei Health
Rien à dire fonctionne très bien,5,0,0,0,1,fr,Huawei Health
"Toujours pas de synchronisation strava. Au vu du prix des montres, c'est quand même un gros point négatif d'être limité autant avec cette application très moyenne.",1,2,1,0,0,fr,Huawei Health
I cannot link my talk band B2,1,0,1,0,0,fr,Huawei Health
"Impecable, formidable et pratique.",4,1,0,0,1,fr,Huawei Health
Au top très complet simples d'usage,5,0,0,0,1,fr,Huawei Health
Nul,1,0,0,0,1,fr,Huawei Health
"Fonctionne bien avec la honor band 5. Il faut prendre la dernière version de l'application sur un autre market, celle là n'est pas à jour pour toutes les montres ou bracelet. J'ai pris sur aptoide.",5,2,0,0,1,fr,Huawei Health
Nice one,1,0,0,0,1,fr,Huawei Health
Très pratique,5,0,0,0,1,fr,Huawei Health
"sur un smartphone installé d'origine, il fonctionne de suite, en téléchargement, ol faut un compte Huawei ou donner toutes les données compte Google....",1,1,0,0,1,fr,Huawei Health
Cette application ne fonctionne pas . Il faut rentrer plusieurs de codes et sa ne sers à rien . Je déconseille cette application,1,0,1,0,0,fr,Huawei Health
"très bonne application, elle est tres utile pour mes long trajets en vélo, elle est compatible avec une montre pour suivre les rytmes cardiaque. je recommande.",5,0,0,0,1,fr,Huawei Health
"L'application ne fonctionne plus du tout depuis environ 3 semaines. Toutes mes données sont perdues. Message d'erreur à chaque démarrage. Finalement, réinstallation et ça refonctionne. Super",4,1,1,0,0,fr,Huawei Health
"Cle indique que le GPS ne fonctionne pas alors que sur les autres applications cela fonctionne nickel ! De plus l'application a besoin d'énormément d'autorisation pour accéder au microphone par exemple ou bien meme a l'appareil photo. Si l'on refuse ces autorisations on ne peut pas utiliser l'application. A éviter, c'est triste d'avoir aussi peu de qualite pour une grande marque comme celle ci",1,8,1,1,0,fr,Huawei Health
Cette application est pas mal mais je ne mets que 3 étoiles car je ne comprends rien d el' anglais !! En français aurait été plus simple et beaucoup mieux.,3,1,0,1,0,fr,Huawei Health
Complet mais manque de précision par moment,4,0,0,1,0,fr,Huawei Health
Très bien 😊,5,0,0,0,1,fr,Huawei Health
Y'a deux appareils qui calcule le nombre de pas donc du coup sur le tél j'en ai 45 000 et pour la montre j'en ai 1000,2,1,1,0,0,fr,Huawei Health
Bug d'affichage en mode nuit sur Samsung A8 2018. A corriger SVP Merci,3,0,1,0,0,fr,Huawei Health
Bien,5,0,0,0,1,fr,Huawei Health
Nettement moins bien que la version de appgalery de Huawei,2,0,0,0,1,fr,Huawei Health
Très bien. Aussi bien tenu sur mon Samsung que sur mon Huawei direct. Connexion avec montre honor watch gt2,4,0,0,0,1,fr,Huawei Health
Super application simple et efficace.👍👍👍,5,0,0,0,1,fr,Huawei Health
"Nombre de pas semble approximative,la vibration est trop faible",3,0,0,0,1,fr,Huawei Health
Suivis du sommeil nul. Impossible d'utiliser le niveau de stress...,4,0,1,0,0,fr,Huawei Health
Aimerai pouvoir connecte toute autre appareil qui na pas la marque,4,0,0,1,0,fr,Huawei Health
Très pratique,5,0,0,0,1,fr,Huawei Health
Même problème que les autres utilisateurs..,3,0,1,0,0,fr,Huawei Health
"sur band 4 écran bon mais très mauvais fonctionnement des notifications (des fois marche). si appel manqué pendant que le bracelet est hors de portée bluetooth, à la re connexion pas de notification !! Alors que cela marche très bien avec ma xiaomi mi band 3. Vite une mise à jour pour corriger ça SVP. Band 5 , comptage longueurs bassin natation trop optimiste.",3,7,1,0,0,fr,Huawei Health
Bon,5,0,0,0,1,fr,Huawei Health
Bon,5,0,0,0,1,fr,Huawei Health
Première expérience challenge réussi .Facile à utiliser,5,0,0,0,1,fr,Huawei Health
Pas écrit en français j ai du mal a me connecter,3,0,0,1,0,fr,Huawei Health
Super et précise,5,0,0,0,1,fr,Huawei Health
Gps ne fonctionne pas,2,0,1,0,0,fr,Huawei Health
Nice cool,5,0,0,0,1,fr,Huawei Health
Très bien,5,1,0,0,1,fr,Huawei Health
"J'utilise cette application avec ma huawei GT 2. J'en suis extrêmement content. Je ne mets que 4 étoiles car pour ma part, je trouve qu'il manque un compteur de vitesse. Je trouve cela indispensable et je pense qu'il serait facilement réalisable étant donné qu'il y a une connexion GPS. Au niveau du sport le ski serait super. Il y a déjà l'altitude, le baromètre il ne manque plus que la vitesse, la distance effectuée et le nombre de descente. N'hésitez pas je vous la conseil.",4,24,0,1,0,fr,Huawei Health
Super appli,5,0,0,0,1,fr,Huawei Health
Nice !!,5,0,0,0,1,fr,Huawei Health
Nickel au top du top,5,0,0,0,1,fr,Huawei Health
"Moyen, impossible d'ajouter des photos de la gallerie sur une Huawei watch GT...",2,0,0,1,0,fr,Huawei Health
Pas de compatibilité vers Google fit,1,0,1,0,0,fr,Huawei Health
Nul,5,0,0,0,1,fr,Huawei Health
Depuis la dernière mise à jour on lève le matin et le pédomètre est déjà à 32000 ou 50000,1,0,1,0,0,fr,Huawei Health
"L'application fait un bon suivi et rend les informations très lisibles. Il y a des bugs, des approximations. Cependant les équipes sont disponible pour écouter et résoudre ces problèmes. Je déplore cependant le manque de certaines infos comme la VMA ou le calcule claire du dénivelé cumulé. Gros bug sur la nouvelle fonctionnalité : corde à sauter, fait planter l'application au bout de 1000 sauts.",3,3,1,1,0,fr,Huawei Health
Complète mais dommage que l'application n'est pas ouverte aux autres marques de matériel comme xiaomi,4,1,0,1,0,fr,Huawei Health
Fonctionnait bien mais depuis quelques jours je n'arrive plus à me connecter à mon bracelet honor 5 obligé de réinitialiser le bracelet pour y arriver je perds les informations,3,0,1,0,0,fr,Huawei Health
Impossible de mettre a jour l application et donc de connecter la montre !!,1,0,1,0,0,fr,Huawei Health
Des semaines d'enregistrement de perdues parce qu'elles ne sont pas synchronisées... L'appareil se déconnecte tout seul et fréquemment de mon Xperia ! Payé pour une montre qui ne fonctionne qu'à moitié et qu'en plus son appli bug... Franchement je suis déçue. La synchro avec google fit ne marche pas toujours et personnellement je ne vois pas l'intérêt de la porter si elle ne conserve rien ?,1,28,1,0,0,fr,Huawei Health
Manque d'activités sportives. Et ne se connecte pas avec garmin😢,3,0,0,1,0,fr,Huawei Health
Très pratique et assez complet,5,0,0,0,1,fr,Huawei Health
"Depuis début du mois de MAI 2018 plus aucune localisation GPS. impossible  de suivre son trajet il n'y a que l'écran noir !! J'ai rebooté mon  téléphone, mis à jour l'application et rien n'y fait !! Pourtant la  captation GPS est verte ! C'est frustrant !!",2,18,1,0,0,fr,Huawei Health
"Comme beaucoup d'utilisateurs, je n'ai plus le suivi du sommeil depuis le 01/01/2020... J'ai acheté la montre il y a 1 semaine donc j'espère qu'il y aura rapidement un correctif de ce bug. Très déçue car marchait très bien jusque là",1,1,1,0,0,fr,Huawei Health
"Bonjour, depuis la MAJ de la montre band 6 d'hier, elle se déconnecte du téléphone si l'application n'est pas en arrière plan ! Ce qui épuise la batterie du téléphone 😕et n'est pas très pratique Ce problème n'existait pas avant cette MAJ... Merci de régler ce problème Cordialement",2,1,1,0,0,fr,Huawei Health
Good application,4,0,0,0,1,fr,Huawei Health
Bonne application,3,0,0,0,1,fr,Huawei Health
Excellente application merci,5,0,0,0,1,fr,Huawei Health
"Je trouve que cette appli est plutôt bien faite mais il y a un problème dans le calcul de temps d'efforts d'intensité modérée à élevée. En fait, il y a de nombreuses minutes qui ne sont pas comptées. Et depuis la dernière mise à jour c'est bien pire",1,92,1,0,0,fr,Huawei Health
C honteux d'acheter une montre qu'on ne peux pas relier sur l'application qui fait que de beuger (impossible de mettre à jour la liste des appareils) c vraiment n'importe quoi !,1,0,1,0,0,fr,Huawei Health
