data,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
love Garmin!,5,0,0,0,1,en,Garmin Connect
It won't work after the last up date. What should I do?,3,1,1,0,0,en,Garmin Connect
love it!,5,0,0,0,1,en,Garmin Connect
Need more app integration!!!!! Google Fit etc...,4,0,0,1,0,en,Garmin Connect
I love my Garmin and Garmin Connect App. Never leave home without it. The LiveTrack gives my spouse a sense of security when I run alone.,5,0,0,0,1,en,Garmin Connect
Well done app. Thus far it has done just about everything I need it to do. Lots of information and challenges that are great even for us that are new to a more consistent exercise program. Some cross compatibility with other apps would be nice but certainly not a deal breaker.,5,0,0,1,0,en,Garmin Connect
Fantastic app!,5,0,0,0,1,en,Garmin Connect
"really good app, well layed out and easy to use... what more do you want",5,0,0,0,1,en,Garmin Connect
Cannot connect since latest update,1,1,1,0,0,en,Garmin Connect
Great way to keep track of your daily activities.,5,0,0,0,1,en,Garmin Connect
"I have a Garmin Edge, a Forerunner, and my Vivosport. This is my favorite device.",5,0,0,0,1,en,Garmin Connect
Phone keeps disconnecting from watch (Fenix 6),2,0,1,0,0,en,Garmin Connect
Easy to set up and connect with Garmin Instinct. Very easy upload and fairly intuitive UI. Having a great experience with this so far 👍,5,0,0,0,1,en,Garmin Connect
"Hi, my app was working grate until I upgraded my cell phone now I can't get the app to sync, I tried uninstalling and adding it again but that didn't work.  It's showing on my phone as a connected device but it's not syncing.",4,0,1,0,0,en,Garmin Connect
Error code for days,1,1,1,0,0,en,Garmin Connect
This app shouldn't have a persistent notification. It is annoying and takes up space on my lock screen and notification bar.,1,1,0,1,0,en,Garmin Connect
There's a lot of information to look at after exercise to motivate me to do better and keep me on track.,5,0,0,0,1,en,Garmin Connect
Great app!,5,0,0,0,1,en,Garmin Connect
"Really great app with lots of data available for those of us who love to overanalyze. Insights are a great touch, as is the heart rate overlay function for running. Only drawbacks are some issues with syncing and it doesn't track speed very well while rowing.",5,0,1,0,0,en,Garmin Connect
Great app! Good UI. Very good coaching plans! Good sync with watch. Sometimes crushes but no bigy..,5,0,0,0,1,en,Garmin Connect
Garmin forerunner 945 and garmin connect mobile is the best solution today for sporty people.,5,0,0,0,1,en,Garmin Connect
Worked perfectly with an x40 before the latest update. After the update it just doesn't sync golf scorecards which end up getting lost. Happened twice now. Just went back to the previous version and worked perfectly. Needs another update.,2,0,1,0,0,en,Garmin Connect
"Loved it before the recent update. Previously very easy to use. Now doesn't sync properly, all day HR function lost on my 235, step counter off. Tried all manner to get working again. Disappointed. Please fix this.",4,3,1,0,0,en,Garmin Connect
Great apps,4,0,0,0,1,en,Garmin Connect
Amazing guys.. How so we sync data now with this new update? Both my phone and device were working perfectly up to this point. Kill the bugs before you advise us to check compatibility,1,1,1,0,0,en,Garmin Connect
"It says it's paired, my Bluetooth is turned on on both! WHAT IS GOING ON",1,0,1,0,0,en,Garmin Connect
"Excellent app, does what it says on the tin. My only gripe is that I can be sat still and all of a sudden I'm told I've reached a goal on climbing steps lol. Steps are accurate and I can use it in water when swimming.",5,0,1,0,0,en,Garmin Connect
Great app,5,0,0,0,1,en,Garmin Connect
Excellent app. Does exactly what I want it too,5,0,0,0,1,en,Garmin Connect
My watch,5,0,0,0,1,en,Garmin Connect
"I upgraded to an Samsung S6. Now my Garmin won't Sync at all. I uninstalled the app and installed it back, still won't sync. It's been 3 weeks. What else can I do? It is very frustrating!",1,0,1,0,0,en,Garmin Connect
"What's happened to Garmin since they restarted? Fenix 6 resetting after swims losing data, Edge 1030 losing connection to Garmin Connect, Garmin Connect not connecting to phone, Deleting Garmin Connect and reloading and it gets stuck on 59% loaded and won't get past however many times you try to reload. Seriously considering selling the lot and moving to Wahoo.",1,2,1,0,0,en,Garmin Connect
Easy to use and displays a lot more then other fitness apps,5,0,0,0,1,en,Garmin Connect
comprehensive app... perfect compliment to the Vivo active,5,0,0,0,1,en,Garmin Connect
Great multi sports app. Easy to use.,5,0,0,0,1,en,Garmin Connect
"Love tracking all my activity ... could be a little more user friendly, but great app :)",4,0,0,1,0,en,Garmin Connect
"Sleep infos not good, naps are not registered. The rest is good.",4,0,1,0,0,en,Garmin Connect
Works well for the vivo3,5,0,0,0,1,en,Garmin Connect
"It's great now. Love. Just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?",5,23,0,1,0,en,Garmin Connect
"Have a vivosmart band that was working well for about a week. Then I tried to go into the Connect software and only got a black screen. Had to reinstall the app to get it working again, and it hasn't been able to connect to my vivosmart ever since.  It's going back and I'll be looking for a non Garmin product.",1,2,1,0,0,en,Garmin Connect
Very good ☺️,5,0,0,0,1,en,Garmin Connect
Still trying to figure it out.,3,0,0,0,1,en,Garmin Connect
Works for me,4,0,0,0,1,en,Garmin Connect
Works very well.,5,0,0,0,1,en,Garmin Connect
First fitness watch and so far really pleased. It does what it says it will and GPS seems accurate. I love it,4,0,0,0,1,en,Garmin Connect
"Why does this want so many permissions just to sync my Vivofit? This has no legitimate reason for wanting access to calendar, contacts, camera, location, SMS or networking. This is spyware/malware.  Uninstalling and throwing Vivofit in the bin. I'll just go back to my trusty and trustworthy pedometer which doesn't spy on me and works completely locally.",1,0,0,1,0,en,Garmin Connect
I really like using the information generated by Garmin Connect.,5,0,0,0,1,en,Garmin Connect
"I love my Garmin Vivoactive 3 but I am slightly annoyed with the apps calculation for fastest runs. I signed up to a training section on it for 10km. I did my fastest long run but it doesn't register as my personal best. When looking into this, the app calculates warm up and cool down time as part of the 10km. I walk or lightly jog during these periods. This is not factored into the app. Thus allowing for misleading results or your average being negative. This should be easily fixed.",1,6,1,0,0,en,Garmin Connect
"Great app, still missing some features (it's missing garmin cadence sensor connectivity), but over all, it's quite good.",4,0,0,1,0,en,Garmin Connect
Horrible. Unable to synch with phone after update,1,0,1,0,0,en,Garmin Connect
Reading the reviews I'm starting to consider returning my Garmin product,1,0,0,0,1,en,Garmin Connect
Enjoying the App,5,0,0,0,1,en,Garmin Connect
"After upgrading to a new phone with Oreo I am no longer able to connect, it never asks me for the pairing key. Also, they are very untransparant and inflexible about the permissions they require. I just want to sync my data and view the results, nothing more. I don't want smart notifications, awards or leaderboards, but the user experience is unbearable if you do not accept everything. Not to mention the huge battery drain. Uninstall, I will not buy another Garmin device again.",1,0,1,1,0,en,Garmin Connect
"Sleep stats are way to conservative since some time (nearly always they require an edit to add sleep time). Also, the app does not want to sync watch data without internet connection - why? What about trying to sync in a remote location out of range?",3,0,1,1,0,en,Garmin Connect
Having trouble connecting to my forerunner 45s,3,0,1,0,0,en,Garmin Connect
Excellent experience,4,0,0,0,1,en,Garmin Connect
recent issue using Connect with Galaxy J7 phone. Connect and a few other apps started crashing. Removing Connect and reinstalling fixed the crashing issues (even other apps). But then Vivofit device was not syncing with Connect. Had to remove Vivofit device from Connect app and re-Add Vivofit device to Connect. Now Vivofit is syncing with Garmon Connect again.,4,0,1,0,0,en,Garmin Connect
Very nice,5,0,0,0,1,en,Garmin Connect
"Love it, easy to use & a great motivational tool.",5,0,0,0,1,en,Garmin Connect
"It does a pretty good job displaying data in a concise format. Easy to use - when it works. Latest update broke Bluetooth connectivity. Support doesn't seem to know what's going on. Will give another star if they fix this.    UPDATE: Another update enabled connection via Bluetooth, but only when I power down the Forerunner completely and power back up. That's something, I guess. Getting better. UPDATE  16 March 2018: Connect will no longer display my weight in My Day. Not a big deal, but it's kind of annoying. You can still see your weight by digging through the health stats menus. UPDATE 22MAR2018: The weight issue has been fixed. Weight now displays properly.",4,3,1,0,0,en,Garmin Connect
"Generally good but Body Battery and Stress tabs don't work during some activities, for example Hiking, which renders the features practically useless for anyone who does it often :/",4,0,1,0,0,en,Garmin Connect
Lovin the VO2 Max Tracker,5,0,0,0,1,en,Garmin Connect
I have been very conscious of my steps I'm taking now and push myself a little harder everyday. Easier to count calories and also know how many I'm burning.,5,0,0,0,1,en,Garmin Connect
"I have enjoyed my watch and the app for a year, until the recent app update. The latest version doesn't connect my watch (Forerunner 35) to my phone (Nokia 5.1). I have tried all troubleshooting suggestions and nothing helps.",2,0,1,0,0,en,Garmin Connect
I like the vivosmart much better than the charge hr but this app isn't better than fitbit,3,0,0,0,1,en,Garmin Connect
Really good in depth results. Syncs well. I'd recommend Garmin products forever. Had many other brands nothing even a patch on it,5,0,0,0,1,en,Garmin Connect
doesn't keep track of my activities. can't set activities. can't believe how much calories I'm burning. when using other app it tells me that I burn much less calories.  returning it .....returned it. Now I can erase useless app.,1,0,1,0,0,en,Garmin Connect
Loved it ❤️,5,0,0,0,1,en,Garmin Connect
"I tried the app a couple of years ago and it wouldn't work for me at all so I always synced using my laptop.  I decided to try it again and it works great!!  It has completely changed and I love it, especially the colors used to show your steps.  I love the incentive to stay in the orange!",5,0,1,0,0,en,Garmin Connect
I love this app,5,0,0,0,1,en,Garmin Connect
It tells you what you need to know. And it's fun and easy,5,0,0,0,1,en,Garmin Connect
it crashes too much since it last update.,3,0,1,0,0,en,Garmin Connect
Can you fix the unit settings: Statute UK shows elevation in feet rather than meters. Garmin website and device display correctly (in meters).,3,0,1,0,0,en,Garmin Connect
"Really disappointed with the watch, can't even connect to the android phone with this apps. I should have bought polar rather then buying such expensive watch. Can't sync to my phone at all.",1,0,1,0,0,en,Garmin Connect
I have a Vivofit2 and I'm extremely satisfied with it. The app is great to keep track of my progress on the go.,5,0,0,0,1,en,Garmin Connect
Amazing app! Don't know how I got along without it before.,5,0,0,0,1,en,Garmin Connect
Good app,5,0,0,0,1,en,Garmin Connect
all the data you need and more,5,0,0,0,1,en,Garmin Connect
"Great app, but awfully translated to Polish. Pity there is no way to change app language back to English. Sometimes I have no idea what was the original meaning, because translated version makes no sense.",4,0,1,0,0,en,Garmin Connect
"Initally I left a negative comment regarding compatibility with Android 6 and how the app will not sync with the watch without internet and GPS. The compatibility issue was solved by the latest update and it turns out the GPS part is Google's fault... ""thank you"" Google for forcing us to keep an extra antena active because one day of battery life was too much. I would like to THANK the developers who were kind enough to read my review and e-mail me an explanation. Thanks a lot, much appreciated!",4,0,1,0,0,en,Garmin Connect
Very happy with all the stats and info,5,0,0,0,1,en,Garmin Connect
"Was liking till update now all my info won't sync, and sync with the calorie counter had never worked hoping uninstall reinstall helps if not may be returning",2,0,1,0,0,en,Garmin Connect
Since last update it stop displaying any heart rate or sleep data (just steps and calorie). It disconnect/connect very often without any reason. Insight doesn't work properly (comparison to your demographic doesn't work at all). You have to force a refresh a few times to get data showing up properly.,1,0,1,0,0,en,Garmin Connect
"Had to return 1st vivofit watch and get a new one. Between that and some updates, sync seems to be working great. Was excited for the connection with My Fitness Pal with this last update but can't seem to get that to work. I've got the MFP app and I'm logged and but when it tries to connect from garmin, it sits there and does nothing.",4,3,1,0,0,en,Garmin Connect
"Well designed, easy to use and quite accurate.",5,0,0,0,1,en,Garmin Connect
great app.,4,0,0,0,1,en,Garmin Connect
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",5,0,1,0,0,en,Garmin Connect
Great,5,0,0,0,1,en,Garmin Connect
I can't link my edge 530 to my Huawei mobile phone.. What is happening here???,2,0,1,0,0,en,Garmin Connect
Satisfied with my app 👌,5,0,0,0,1,en,Garmin Connect
Does what it says it will do everytime,4,0,0,0,1,en,Garmin Connect
excellent,5,0,0,0,1,en,Garmin Connect
"Love it. Data galore. Who knows *exactly* how accurate it is, but it's definitely keeping me motivated, in shape, and happy :-)",5,0,0,0,1,en,Garmin Connect
Very good experience,5,0,0,0,1,en,Garmin Connect
Very useful app,5,0,0,0,1,en,Garmin Connect
"Garmin is one of the leading makers of GPS run/cycle/swim apps. The device works great. However this 4.12.3 version of Android app is buggy. Has issues displaying activities in profile page, issues with swimming distance units... Looking for the app update with fix....",2,1,1,0,0,en,Garmin Connect
best watch for the working man,5,0,0,0,1,en,Garmin Connect
It keep track of my activities and sleep. I'm more aware of my health.,5,0,0,0,1,en,Garmin Connect
Very detail infornation provided,5,0,0,0,1,en,Garmin Connect
This app is easy to use for what I need.  I love how you can overlay different parts. I would like for it to calculate total number of running miles for the year or for your own set amount of time though.,4,0,0,0,1,en,Garmin Connect
app keeps crashing! i have a Samsung Galaxy S10 with the latest SW update (G973U1UEU1ASD8) please fix this and I'll edit this review to 5 stars,1,3,1,0,0,en,Garmin Connect
I really like the app.i use it with several different Garmin devices. Saving an activity if easy.,4,0,0,0,1,en,Garmin Connect
Love it,5,0,0,0,1,en,Garmin Connect
Works on blackberry z10 all but email notifications. Calls work fine.,5,0,1,0,0,en,Garmin Connect
"Does what it needs to do... And more. Seems very accurate, fantastic for running. Excited to try it paddle boarding!!",5,0,0,0,1,en,Garmin Connect
It continues to load and does not allow me to put in my email address.  It doesn't even let me click on the blank bar so my keyboard will pop up. What is going on???!!,1,0,1,0,0,en,Garmin Connect
Accurate and informative. I've been using the app since september 2018 with zero issues.,5,0,0,0,1,en,Garmin Connect
It works good for the garmin viofit,5,0,0,0,1,en,Garmin Connect
"All in all, a good and useful app for users with Garmin gear.",4,0,0,0,1,en,Garmin Connect
My Garmin hasn't been able to connect to my phone for a week!,1,0,1,0,0,en,Garmin Connect
"Decent, wish it gave more insights on sleep, though, like whether or not your sleep pattern itself was good or if something is off. It would be a lot easier to digest that information. Otherwise it's fine!",4,1,0,1,0,en,Garmin Connect
Quite user friendly,5,0,0,0,1,en,Garmin Connect
Okay,5,0,0,0,1,en,Garmin Connect
Trying to login or create account just brings me to black screen. Samsung Galaxy S6. Please fix.,1,1,1,0,0,en,Garmin Connect
Love H/R n O2 readings. Steps n sleep patterns,5,0,0,0,1,en,Garmin Connect
great,5,0,0,0,1,en,Garmin Connect
"Paired with Garmin Fenix 3 HR, but notifications doesn't work on my Samsung Galaxy S7 Edge",1,0,1,0,0,en,Garmin Connect
Vivosmart HR. Samsung S7. This app is extremely useless! The watch is of no use if you  cannot sync! Very disappointed because Garmin has always had good products in my experience. Obviously Garmin do not read these reviews. Otherwise they would try to fix their app! Wish I had bought another brand. Will not recommend this product.,1,7,1,0,0,en,Garmin Connect
The Bluetooth connection keeps connecting and disconnecting all the time even when I have my phone close to me.,2,0,1,0,0,en,Garmin Connect
"I like the application it works very well with my Vivoactive, thank you very much :)",5,0,0,0,1,en,Garmin Connect
"Very easy to use. Even if you have an issue, their customer service is very responsive and always fixes the issue. I highly recommend this app and Garmin!",5,0,0,0,1,en,Garmin Connect
won't connect with go365 anymore. please fix this,2,0,1,0,0,en,Garmin Connect
Improved a lot over the years!,5,0,0,0,1,en,Garmin Connect
Great device,5,0,0,0,1,en,Garmin Connect
"Edit: ....and can't believe this. After two days success notifications just stopped to come through.. I don't know should I laugh or cry. You're ruining great watch with this crappy app. Edit: Update 4.4.2 seems to finally fix notifications. All good now - thanks !  Notifications are still broken on 4.4.1 Watch itself is one the bests out there, but I don't understand why this app can't fixed. It is unacceptable smart notifications have been broken for weeks now. Bluetooth has to be turned off and back on daily to receive  notifications. Please fix the issue asap.  Edit: Update 4.4.1 does not solve the notification issue. Notifications work one day and then the watch (Fenix 5x) has to be paired again to receive any notifications. Old version 4.1.11 is the last one that works. Please take care of your customers and fix that.",1,12,1,0,0,en,Garmin Connect
Love the info I get from the app,5,0,0,0,1,en,Garmin Connect
The app is quick and connects to the watch well. The running coach looks great so far. I will see whether it can help me improve my running time.,4,0,0,0,1,en,Garmin Connect
Great App,4,0,0,0,1,en,Garmin Connect
The app din't sync data between GPSMAP 64s and Nexus 5.,2,0,1,0,0,en,Garmin Connect
no problems so far,4,0,0,0,1,en,Garmin Connect
"Since update, Garmin watch doesn't like to connect without location enabled. It's a 600 dollar fenix 3, my Samsung s2 had no issues connecting without location. Garmin is terrible at programming. Update: customer service is terrible. I seriously don't recommend a Garmin watch. There's better options out there that don't sell your personal information, and are half the price of a fenix 3.",1,21,1,0,0,en,Garmin Connect
The May 6th update has removed my Fenix 5x Plus' ability to connect to my Samsung A71 and drains the watches battery in 3 days. Tech support walked me through everything to fix. Last thing they had me try was factory reset my watch. Factory reset did not fix the issue and now im stuck with a watch that i cant upload custom apps/watch faces to until they fix it. Do not reset your watch if tech support tells you to. Leave a review and allow their app developement team to see what is happening.,1,1,1,1,0,en,Garmin Connect
I like it but there's a bug when editing sleep times. It doesn't save.,5,0,1,0,0,en,Garmin Connect
Awesome tracker,5,0,0,0,1,en,Garmin Connect
"Loses connection and even though Bluetooth is on, it will not reconnect. Very frustrating. Have tried many times to turn off and back on the Bluetooth as well as resetting the watch. Still does not work. The only way I have been able to get it to reconnect is to delete the app and to reset the watch back to default and start all over, but then I loose all my information :/ rather disappointed",2,0,1,0,0,en,Garmin Connect
"love love love this app, with my Garmin Forerunner 235 it is great. I am constantly running as I do Cross Country and it is a great app to track my runs.",5,0,0,0,1,en,Garmin Connect
Since last update Connect stopped syncing my  vivoactive HR with the S4! fix it!!!!,1,0,1,0,0,en,Garmin Connect
Easy to use and understand connects to vitality easily,4,0,0,0,1,en,Garmin Connect
super app's,5,0,0,0,1,en,Garmin Connect
Crashes every time I attempt to allow Smart Notifications to my Garmin Fenix meaning my smart watch is just a watch.,1,0,1,0,0,en,Garmin Connect
"Really good app, easy to use and reliable too. No complaints here",5,0,0,0,1,en,Garmin Connect
"i love using this app along with my watch. its interesting to see my activities and sleep patterns, now I can work on improving my health",5,0,0,0,1,en,Garmin Connect
last update makes the watch keep disconnecting and reconnecting every 30 seconds.,1,2,1,0,0,en,Garmin Connect
Great app but could do with a widget,5,0,0,1,0,en,Garmin Connect
"Easy to use, loads of information, set up challenges with other Garmin users",5,0,0,0,1,en,Garmin Connect
I'm pretty sure this is the worst app ever created. I flip a coin after every workout to see if it work and synch with my watch. And every update it gets worse. Thx Garmin for wasting my day everyday!,1,0,1,0,0,en,Garmin Connect
"Love it. Clear, insightful and easy to follow.",5,0,0,0,1,en,Garmin Connect
The Garmin Connect App is easy to use and helps keep track of your everyday life.,5,0,0,0,1,en,Garmin Connect
Its excellent.,5,0,0,0,1,en,Garmin Connect
Very understanding service. Got my issue resolved quickly,5,0,0,0,1,en,Garmin Connect
its great.,5,0,0,0,1,en,Garmin Connect
Good app lots of info and features,5,0,0,0,1,en,Garmin Connect
Great to have all my devices on one app. But recently it has my sleep messed up. It says Im still asleep when it is tracking my ride with my edge. Correct when I wake up. Then I upload my ride and increases my sleep time please fix,3,0,1,0,0,en,Garmin Connect
"Smart notifications don't function unless the App is running. I.e. Garmin insist on having their spying, battery draining App open on your personal phone ALL THE TIME. Don't buy a Garmin watch unless you want them to record everything about you, not just the exercise you do.",1,0,1,0,0,en,Garmin Connect
"Just bought the fenix 3 sapphire. Unable to sync the app with my Sony Xperia XA1 device. My phone can see the fenix, but keeps kicking me out saying ""unable to pair"".",2,1,1,0,0,en,Garmin Connect
Just bought Sony XA1 but doesn't connect with my vívoactive HR.,2,0,1,0,0,en,Garmin Connect
I used to be a fitbit user and the only thing I'm missing with Garmin (that my fitbit app had) is a grade for your sleep. It doesn't mean because you slept longer that you slept better and the fitbit app showed this with a grade. I loved that because it would explain why I felt better rested certain days. Maybe you could add this to your app too?,4,0,0,1,0,en,Garmin Connect
Works fine for me,5,0,0,0,1,en,Garmin Connect
well impressed!,5,0,0,0,1,en,Garmin Connect
Every time I try to sign in it says a problem occurred - unable to sign in. Very poor.,1,0,1,0,0,en,Garmin Connect
"Garmin seems to have the activity tracking i need. I used to use Timex, but they were extremely limited and unreliable. This is far and away the best app/device combo in my experience.",5,0,0,0,1,en,Garmin Connect
Once logged in all I can see is a white screen. Using Samsung Galaxy S6 Edge. Default browser is Chrome if that helps.,1,0,1,0,0,en,Garmin Connect
cool device to get me up and moving,5,0,0,0,1,en,Garmin Connect
"I was so excited to use my new 510 and phone, but the first time I tried to send a course to the 510, the upload continued failing. Very disappointed at this point.  *** Updated*** It worked great for downloading my ride today into Garmin Connect, so I am changing my rating from 1 to 2. But, they still have a long way to go to make this a ""great"" app.",2,0,1,0,0,en,Garmin Connect
Great!!,4,0,0,0,1,en,Garmin Connect
"I made several attempts to pair my Vivio 1 device with this App, without success. This App does not appear to deliver on its promises - very disappointed indeed",1,0,1,0,0,en,Garmin Connect
"1. The earlier version was about to alert me on Carousell. Now it cannot. 2. I m from Singapore. Yet, the details show I m in Malaysia. These are completely two different countries.",2,0,1,1,0,en,Garmin Connect
Great interface. Easily to use,5,0,0,0,1,en,Garmin Connect
Terrible app... was able to successfully sync for 3 days... now nothing... have tried a dozen times... reinstalled app... rebooted phone.... logged off and on.... nothing,1,0,1,0,0,en,Garmin Connect
Stop asking for notfication access every single time I sync the tracker with my phone. I don't want to give the app notification access and you guys should respect that...,2,1,0,1,0,en,Garmin Connect
Nice layout. Can view lots of data easily in different ways. Bluetooth data upload from watch to web to app is great.,4,0,0,0,1,en,Garmin Connect
A great and easy to use app.,5,0,0,0,1,en,Garmin Connect
Like the title says,5,0,0,0,1,en,Garmin Connect
"Excellent app and setup from Garmin. I have just moved over from having a Firing, I was worried about changing at the start but I love it. Definitely a better job.",5,0,0,0,1,en,Garmin Connect
Sleep and sleep score don't recalculate properly when I update the actual sleep hours. Makes sleep and the body battery functions useless. Debating going back to fitbit ecosystem.,3,0,1,0,0,en,Garmin Connect
It is great except I have one concern. How do you change the time on your watch. It says the correct time on my phone.,4,0,0,1,0,en,Garmin Connect
"Works well, no issues and plenty of data. Using with garmin fenix 6 pro",5,0,0,0,1,en,Garmin Connect
Great app for keeping me moving and competing with friends,4,0,0,0,1,en,Garmin Connect
So far so good for amateur athletes.,5,0,0,0,1,en,Garmin Connect
Was good but now it won't save the date correctly or sync the activity to Strava (forerunner 235). Been abt a month of this (Galaxy s9) with no fix & app keeps crashing. Now the watch is acting up mid-runs when my phone is with me (but so far not without).,2,0,1,0,0,en,Garmin Connect
Really enjoying it :) So pleased with HR being read from top of wrist. Love how simple it is to use.,5,0,0,0,1,en,Garmin Connect
"What a frustrating experience Garmin Pay is. No way to change the activation code, you have to delete the card and add it again. It appears as pending activation even though I went through the activation process. Card does not appear on watch even though it appears in app. When you try to add the card again ""There was an error on your device. Please try again"". Frustrating, incredibly bad, does anyone test these features before you release them or you just put them there so you can say you have?",1,0,1,0,0,en,Garmin Connect
"Great to use and combines well with the garmin fenix 6x pro that I recently purchased, seemless when used in conjunction with my fitness pal.",5,0,0,0,1,en,Garmin Connect
Great for walking,5,0,0,0,1,en,Garmin Connect
good,5,0,0,0,1,en,Garmin Connect
it is really very nice app,5,0,0,0,1,en,Garmin Connect
"La mejor, sin dudas! 🤙🤙🤙✌️✌️🤗🤩",5,0,0,0,1,en,Garmin Connect
It's my first smart watch and I am loving it app working wonderfull,5,0,0,0,1,en,Garmin Connect
"What happened? I used this app the beginning of the year for 2 months when I first got the watch. Well life got to me and I just started using it again 4 months later Nd it refuses to connect to the app. I've tried reinstalling the app, restarting my phone, and even waiting a few days just incase it was a bug. Now I can't even reinstall the app on my phone. Weird! I hope this gets fixed soon!",3,0,1,0,0,en,Garmin Connect
Good garmin,5,0,0,0,1,en,Garmin Connect
Fantastic... does what it says on the tin!,5,0,0,0,1,en,Garmin Connect
Great stuff,5,0,0,0,1,en,Garmin Connect
App combined with the watch has made for great tracking of fitness activities.,5,0,0,0,1,en,Garmin Connect
"Good app, but it has been down for at least three days.",4,0,1,0,0,en,Garmin Connect
"Love this App, o.k., gotta go time to Crush Goals!!!!!",5,0,0,0,1,en,Garmin Connect
I'd like to see steps added to my workout -----and show step total for Elliptical workout (though they do get added to the daily total.),4,0,0,1,0,en,Garmin Connect
Great app.,4,0,0,0,1,en,Garmin Connect
unfortunately does not support ant+ sync with forerunner 610,1,0,1,0,0,en,Garmin Connect
love it and specially the new design. more organised. does what it should do.,5,0,0,0,1,en,Garmin Connect
