data,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
"""samsung health a besoin de l'autorisation pour passer et recevoir des appels téléphoniques"" Mon numéro de carte bleue et le cryptogramme aussi? Tiens et j'ajouterai ""allez vous faire foutre"", c'est gratis",1,0,0,1,0,fr,Samsung Health
Excellente application J'ai adoré les chalenges ils sont très motivants,5,0,0,0,1,fr,Samsung Health
"Très déçu par la mise a jour. La mesure du rythme cardiaque, le taux de stress, taux de glucose etc... a été annihiler et ce n'est pas du tout bien pensée a y remedier",2,0,0,1,0,fr,Samsung Health
L'application ne s'ouvre même pas ! Quand je me connecte il y a un chargement qui tourne à l'infini et ne s'ouvre pas c'est un scandale,1,1,1,0,0,fr,Samsung Health
"Application qui inclut beaucoup d'informations et de suivi mais... les valeurs sont fausses. Lors d'une sortie de footing, ma vitesse est totalement excessive (je l'ai comparé avec deux autres applications) ainsi que la distance courut. Donc pour le nombre de pas, je vous conseille de vérifier. Je trouve qu'il manque à cette application un fond foncé (ou alors je ne l'ai pas trouvé) afin d'économiser la batterie.",3,7,1,1,0,fr,Samsung Health
Merci Samsung,5,0,0,0,1,fr,Samsung Health
pourquoi je peut pas mesuré mon pouls et oci la mesure de stress ???,2,0,1,0,0,fr,Samsung Health
Très utile,5,0,0,0,1,fr,Samsung Health
Très bonne application,5,0,0,0,1,fr,Samsung Health
Inaccessible depuis dernière version. Je désinstalle.,1,0,1,0,0,fr,Samsung Health
Très intéressant pour la vie,5,0,0,0,1,fr,Samsung Health
"Les dernières mises à jour ne fonctionnent pas bien, j'ai perdu tous mes derniers entraînements, la géo-localisation marche mal. Dommage ça fonctionnait mieux avant.",2,0,1,0,0,fr,Samsung Health
Simple convivial indispensable,4,0,0,0,1,fr,Samsung Health
cool,5,0,0,0,1,fr,Samsung Health
"Super !!C'est parfois complexe d'enregistrer ses repas car elle beugue sinon elle est top!! Elle nous donne envie de nous dépasser!! De nous dépenser tout en vérifiant notre alimentation ! Elle nous permet aussi de rencontrer d'autres membres,d'autres pays! Sympa !!",5,0,0,0,1,fr,Samsung Health
Bien vu part tous,5,0,0,0,1,fr,Samsung Health
The best,5,0,0,0,1,fr,Samsung Health
Super appli,5,0,0,0,1,fr,Samsung Health
J'adore le défi avec les autres,5,0,0,0,1,fr,Samsung Health
Je n'ai aucun besoin de cette application imposée que je ne peux pas retirer,1,0,0,1,0,fr,Samsung Health
parfait,5,0,0,0,1,fr,Samsung Health
Très bien,4,0,0,0,1,fr,Samsung Health
Ne fonctionne plus depuis la maj qui demande l'accès à nos données La double authentification ne fonctionne pas je ne peux plus utiliser l'application,1,2,1,0,0,fr,Samsung Health
Super pour connaître le nombre de pas journalier,5,0,0,0,1,fr,Samsung Health
L'application a un problème d'ouverture depuis la mise à jour. Quand est-ce que ce problème sera résolu ?,1,0,1,0,0,fr,Samsung Health
Bien,4,0,0,0,1,fr,Samsung Health
Très bonne appli et intuitive.,5,0,0,0,1,fr,Samsung Health
Bonne,5,0,0,0,1,fr,Samsung Health
"Gérer les appels téléphoniques, sérieusement ??? Aurevoir Samsung",1,1,0,1,0,fr,Samsung Health
bon graphismes,4,0,0,0,1,fr,Samsung Health
Fantastique,5,0,0,0,1,fr,Samsung Health
super,5,0,0,0,1,fr,Samsung Health
excellent,5,0,0,0,1,fr,Samsung Health
"Depuis la dernière mise a jour rien ne vas plus, les kilomètre deconne et je ne vois meme plus le trajet que je fais deplus il ont enlever la vitesse sur le graphique final pour le femplaver avec le rytme, decevant",2,0,1,0,0,fr,Samsung Health
"application qui bug, compte une fois sur deux le nombre de pas effectuer dans la journée, il manque plein de ""sorte"" de nourriture et de boissons pour le calcul des calories et niveau sport il y à trop peut de variétés donc sa ne prend pas en compte tout les exercices fait à la salle ou chez soit ce qui est dommage 😒",3,2,1,1,0,fr,Samsung Health
Très bien,5,0,0,0,1,fr,Samsung Health
"Depuis la dernière mise à jour, cette Aps a perdu beaucoup de précision... Le podomètre ne calcule plus les pas correctement... Sur 300 pas, l'application en comptera que 200 ou 250... Je regarde pour changer d'application pour avoir quelque chose de plus précis quitte à retourner vers mon ancien podomètre. Vraiment déçu 😞",2,33,1,0,0,fr,Samsung Health
J'aime pas du tout la derniere maj Je ne retrouve plus 'la gestion du poids' ou je savais si j'etais ou non au dessus ou en dessous de mon apport calorique. D'ou mon vote a 1 etoile. Si vpus pouviez remettre cet onglet ce serais top,1,1,0,1,0,fr,Samsung Health
J'apprécie l'application mais le constat que je fais et que seules la course et la marche sont prises en compte dans les defis. Je souhaite que les autres équipements soient pris en compte.,4,0,0,1,0,fr,Samsung Health
J'aime,5,0,0,0,1,fr,Samsung Health
Très cool,5,0,0,0,1,fr,Samsung Health
Mise à jour qui oblige d'accéder aux contacts... On retrouve enfin le suivi du poids... mais je préfère l'ancienne version... la on a les points mais impossible de sélectionner ce qu'on veut réellement voir... c'est l'appli qui décide... nul.,3,0,0,1,0,fr,Samsung Health
"J'adore cette application je utilise tout les jours, j'aime les défis proposé par l'application.",5,1,0,0,1,fr,Samsung Health
Au top avant la mise a jour avec beaucoup de paramètres et d information maintenant ça devient un podometre avec quelques informations supplémentaires très déçu 😞,1,0,0,1,0,fr,Samsung Health
Conviviale ludique défis intéressants.,4,0,0,0,1,fr,Samsung Health
"Ne fonctionne pas comme pour de nombreux utilisateurs Samsung ! Du coup, passage à Google Fit :-p",1,0,1,0,0,fr,Samsung Health
Afin dalerter le concepteur je baisse la note. La dernière version est buguée. Impossible de chercher des aliments de corriger des erreurs de saisie. Retours constants au début. Graphiques comportant des erreurs. Etc...,2,0,1,0,0,fr,Samsung Health
"Depuis la mise a jour , beaucoup trop d'aliments sont a 0kcal, c'est du coup impossible de suivre son régime alimentaire correctement. Quelle régression ... ! Obligé d'aller sur une autre app ! Vite une mise a jour corrective !",2,2,1,0,0,fr,Samsung Health
"Cette application me sert surtout pour mes rando vtt. C'est très fidèle sur le parcours et très intéressant sur pleins d'autres informations. Avant le dénivelé effectué était calculé, apparemment cette fonction n'y est plus... @+++",5,0,0,1,0,fr,Samsung Health
Une belle application,5,0,0,0,1,fr,Samsung Health
"Je suis très satisfaite de cette application, Je voudrais connecter un pèse  personne avec cette application. Est-ce possible ? Avec quelle balance ?",5,0,0,1,0,fr,Samsung Health
Très pratique et facile dutilisatipn,4,0,0,0,1,fr,Samsung Health
Abusé de ne pas pouvoir connecter mon compte sur mon nouveau téléphone Xiaomi !,1,0,0,1,0,fr,Samsung Health
"L'application ne s'ouvre plus sur Samsung Galaxy S6 Edge depuis la mise à jour, ça m'embête beaucoup et je ne veux pas perdre mes données en réinstallant l'application",2,1,1,0,0,fr,Samsung Health
Impossible d ouvrir l appli sur mon Huawei mate 20 pro,1,0,1,0,0,fr,Samsung Health
appli bien,4,0,0,0,1,fr,Samsung Health
application qui permet de suivre son activité quotidienne. facile d'utilisation. je suggère deux améliorations qui permettraient un 5 étoiles : - possibilité d'ajouter une activité manuellement - trouver dans les vidéos et applications proposées des étirements après exercices pour que l'application soit complète.,4,54,0,1,0,fr,Samsung Health
Tres bien,4,0,0,0,1,fr,Samsung Health
"Avec la mise à jour perte des données d'entraînement au delà de 30 jours. Tous les entraînements, traces GPS, performances sont perdus.",1,2,1,0,0,fr,Samsung Health
Trop d'informations personnelles sans rapport avec la santé sont quand-même partagées.,1,0,0,1,0,fr,Samsung Health
gros bug synchro entre ma gear s3 frontier à mon galaxie s8+ ! Mes pas ne sont pas synchroniser !!!!!!! merci Samsung,1,0,1,0,0,fr,Samsung Health
Il faut proposer des défis sur les courses aussi !!,4,0,0,1,0,fr,Samsung Health
👌👌👌👌👌👌,5,0,0,0,1,fr,Samsung Health
J'ai perdu 7 kg en 4 mois grâce à l'application,5,1,0,0,1,fr,Samsung Health
Application au top et motivante,5,0,0,0,1,fr,Samsung Health
très efficace cette application,5,0,0,0,1,fr,Samsung Health
Depuis la Maj je ne peux plus me connecter à mon compte Samsung,1,0,1,0,0,fr,Samsung Health
Mise à jour détestable,1,0,0,0,1,fr,Samsung Health
C'est dernier temps difficile de se fier à cette application pour faire mon sport. Mon coach cesse de fonctionner pendant l'entraînement. De même avec le portable il bug aussi depuis quelques temps les applis ont du mal à s'ouvrir ou se ferment toutes seules. Que se passe-t-il chez Samsung? Vous souhaitez perdre vos clients?,2,0,1,0,0,fr,Samsung Health
"De pire en pire ! Maintenant, n'affiche Plus le dénivelé total lors d'une randonnée !",1,1,1,0,0,fr,Samsung Health
Très très bien👍💕💕💕,5,0,0,0,1,fr,Samsung Health
Super,5,0,0,0,1,fr,Samsung Health
Cette application était vraiment intéressante grâce aux activités et A LA GESTION DU POIDS mais malheureusement cette dernière option a été retirée. Alors qu'elle était la raison principale a l'utilisation de cette application. Je songe maintenant à désinstaller. Bien dommage...,1,18,0,1,0,fr,Samsung Health
Très bien mais des fois il a du mal à compter les nombres de pas,4,0,1,0,0,fr,Samsung Health
Très bonne application,4,2,0,0,1,fr,Samsung Health
Top application. Je marche deux fois plus grâce aux défis.,5,1,0,0,1,fr,Samsung Health
Nul,2,0,0,0,1,fr,Samsung Health
Très belle application,4,0,0,0,1,fr,Samsung Health
Super quand tu fais du Sport,5,0,0,0,1,fr,Samsung Health
"Bonjour la nouvelle mise à jour à complètement beugué toute les fonctionnalités de mon Samsung Note .J'avais cru que mon téléphone étais HS. Il s'allument plus .et quant il se allumait il coupait de un seul coup.mon écran indiquait Android indisponible. Dès que je ai désactivé cette application,mon téléphone fonctionne normal pour le instant.",1,0,1,0,0,fr,Samsung Health
Appli complète,5,0,0,0,1,fr,Samsung Health
Depuis la mise à jour demande accès aux appels téléphoniques. Hors de question. Aux prochain changement de montre plus de Samsung,1,4,0,1,0,fr,Samsung Health
Je ne suis plus capable d'ouvrir l'application Samsung elle me dit que je ne suis plus connecté je me suis reconnecter sur le compte Samsung et ça ne fonctionne pas plus,2,0,1,0,0,fr,Samsung Health
Super 👌,5,0,0,0,1,fr,Samsung Health
"Superbe application, très complète et utile au quotidien tout comme pour les sportifs, je ne m'en passe plus",5,0,0,0,1,fr,Samsung Health
Good app,4,0,0,0,1,fr,Samsung Health
j aime beaucoup ça donne un challenge perso,5,0,0,0,1,fr,Samsung Health
Comme d'habitude c'était mieux avant ! Je désinstalle.,1,1,0,1,0,fr,Samsung Health
Super beau,5,0,0,0,1,fr,Samsung Health
"Bonjour J'ai un Samsung S9 et j'ai un soucis avec Samsung Health il se mets en pause tres souvent, ce qui fausse les données Je le mets dans la poche de mon pantalon quand je marche et c'est pareil Quand je Prends ( reprendre ) il y a un ligne droite par rapport au Point GPS (dirais-je) Ma version est 6.8.5.009 La sensibilité au mouvement semble très faible Avez vous une solution ? Merci Patrick",2,5,1,0,0,fr,Samsung Health
Super pratique pour faire de l'activité physique,5,0,0,0,1,fr,Samsung Health
tres bien,5,0,0,0,1,fr,Samsung Health
Impossible de se connecter 😕,1,0,1,0,0,fr,Samsung Health
Bonjour... je réitère... pas contente du tout de la nouvelle mise à jour... du coup j'ai désinstallé... Merci à Samsung de bien vouloir répondre à ses clients mécontents... ce serait la moindre des choses ! et merci de remettre cette application comme avant 🙂,1,1,0,1,0,fr,Samsung Health
"bonne appli même si le nombre de pas n'est pas toujours juste. pour le calcul des calories, il n'y a pas que les marques qui comptent, le fait maison aussi...",3,0,1,1,0,fr,Samsung Health
motivation simplicité,5,0,0,0,1,fr,Samsung Health
Cette application nous aide à faire beaucoup plus d'efforts,4,0,0,0,1,fr,Samsung Health
Toit est indiqué parfait,5,0,0,0,1,fr,Samsung Health
La synchronisation avec strava ne fonctionne plus !!!,1,0,1,0,0,fr,Samsung Health
"C est une totale régression! Rythme cardiaque en continu, disparu...sans compter les bugs...très déçu.. si j avais su, je n aurais pas fait cette mise à jour... Je pense que c est le dernier produit Samsung que j achèterais, déjà qu on a laissé tomber le galaxy note... Je vais basculer sur Apple, car Samsung ne nous écoute pas, et n en a rien à faire une fois le produit acheté !!!😡😡",1,87,1,0,0,fr,Samsung Health
Plus possible d y accéder maintenant qu il y un double accès,2,0,1,0,0,fr,Samsung Health
C'est depuis septembre 2017 que j'utilise cette application mais je ne souhaite pas l'abandonner tellement elle est intéressante.,5,0,0,0,1,fr,Samsung Health
Appli de décompte des pas assez médiocre : 2 téléphones dans la même poche  avec l'application donnent des résultats différents. Ne sait même pas faire  une règle de trois : les moyennes sont fausses ! Je ne l'utilise que parce  que les autres applications ne sont pas meilleures..,2,0,1,0,0,fr,Samsung Health
Bonne application mais trop de demande de mises à jour !,4,0,0,1,0,fr,Samsung Health
des choses à améliorer mais très bien,4,0,0,0,1,fr,Samsung Health
Tred utile et pratique,5,0,0,0,1,fr,Samsung Health
Sympa,4,0,0,0,1,fr,Samsung Health
Bien très bien,5,0,0,0,1,fr,Samsung Health
Cette application est très efficace surtout quand l'on sait combien de pas nous avons fait c'est pour cela que je vous donne 5 étoiles:),5,0,0,0,1,fr,Samsung Health
Trop top,5,0,0,0,1,fr,Samsung Health
"C'est quoi le problème ?? J'avais cette appli avant et tout fonctionnait bien, maintenant plus moyen de se connecter. Obligé de mettre 1 étoile pour pouvoir laisser un avis",1,1,1,0,0,fr,Samsung Health
Super,5,0,0,0,1,fr,Samsung Health
cette application est très bien mais je ne sais pas comment partager uniquement avec mon marie,5,0,0,1,0,fr,Samsung Health
Sa sert strictement à rien cette application 👎,1,5,0,0,1,fr,Samsung Health
Super appli. on en devient addict et cela nous incite à nous dépasser. Je recommande+++++ 😊,5,0,0,0,1,fr,Samsung Health
Bien,4,0,0,0,1,fr,Samsung Health
"En deux mots, j'adore !",5,0,0,0,1,fr,Samsung Health
super appli,5,0,0,0,1,fr,Samsung Health
nul,5,0,0,0,1,fr,Samsung Health
je met quatre car dans les activités vous devrez mettre trampoline,4,0,0,1,0,fr,Samsung Health
"Bien, manque l historique détaillé",4,0,0,1,0,fr,Samsung Health
J'adore les challenges c'est super entrenent et motivent merci beaucoup,5,0,0,0,1,fr,Samsung Health
👍👍👍,5,0,0,0,1,fr,Samsung Health
L'application évolue mais il reste tout de même des fonctionnalités à ajouter ainsi que la compatibilité avec d'autres objets connectés comme les balances Withings.,3,4,0,1,0,fr,Samsung Health
cool !!,5,0,0,0,1,fr,Samsung Health
Bien,5,0,0,0,1,fr,Samsung Health
Correct,3,0,0,0,1,fr,Samsung Health
"Plutôt bien pour ce que j'en fait. Mais depuis 1 mois, elle me parle en anglais avec accent russe, alors que tout est écrit en francais. Je ne peux pas ou ne sait pas remettre la voix française . Merci de m'expliquer comment faire",4,0,1,1,0,fr,Samsung Health
Super !,4,0,0,0,1,fr,Samsung Health
"Deçu, pas de voix française Le nombre d'escaliers montés ne fonctionne pas",2,0,1,1,0,fr,Samsung Health
merveilleux,5,0,0,0,1,fr,Samsung Health
besoin de rien...,1,0,0,0,1,fr,Samsung Health
"Superbe application et gratuite. Une application complète de suivi de santé. Cela va du comptage des pas au suivi de sommeil, surveillance du poids de l'eau consommée, de la caféine etc... L'application est assez ergonomique et le seul petit bémol serais qu'il serais sympa d'ajouter un thème sombre. Les défis 1 contre 1 sont très sympa et j'adore les défis mensuel ainsi que le défi global. Une très bonne application qui pourrait encore être améliorée.",5,14,0,1,0,fr,Samsung Health
Motivante,4,0,0,0,1,fr,Samsung Health
Pouvez vous remettre la fonctionnalité de gestion du poids svp?,1,0,0,1,0,fr,Samsung Health
moi moi l,5,0,0,0,1,fr,Samsung Health
bonne application,5,0,0,0,1,fr,Samsung Health
J aime cette application pour vérifier le nombre de pas contrôler le temps de sommeil et aussi les calories,5,0,0,0,1,fr,Samsung Health
on ne vois plus les codes couleur des phase de sommeil ????? galaxy s8,4,0,1,0,0,fr,Samsung Health
j'aime bien mais j'aurais aimé utiliser aussi pour vibroshaper.,4,0,0,1,0,fr,Samsung Health
Un Bravo Pour Les Créateurs!,5,0,0,0,1,fr,Samsung Health
Il manque fonction vélo automatique !?,4,0,0,1,0,fr,Samsung Health
"Un bouton pour désactiver les capteurs seraient une bonne idée. Ce permettrait que les trajets en scooter ou autre ne sois pas comptabiliser comme ""pas"" ......A défaut je préfère Google fit ou un simple podometre désactivant.",3,1,0,1,0,fr,Samsung Health
Bonne appli,5,0,0,0,1,fr,Samsung Health
Déçue Depuis la dernière mise à jour l application ne fonctionne plus malgré que je l ai desinstallé et réinstallée,2,0,1,0,0,fr,Samsung Health
Magnifique application je m'éclate,5,0,0,0,1,fr,Samsung Health
Excellent,5,0,0,0,1,fr,Samsung Health
Impossible d'ouvrir l'application,2,0,1,0,0,fr,Samsung Health
"Depuis que j'ai réinitialisé mon téléphone, j'ai perdu toutes les données, normal mais surtout impossible d'ouvrir l'application qui me me renvoi sur les paramètres où j'ai tout accordé et qui ne s'ouvre toujours pas. Pourquoi toujours vouloir changer quelque chose qui marche très bien,en quelque chose d'impossible à utiliser et nous pousser à télécharger au final une application bien plus simple ????",1,70,1,0,0,fr,Samsung Health
Très bonne travail merci beaucoup pour votre soutien,5,0,0,0,1,fr,Samsung Health
Parfait pour faire du sport,4,0,0,0,1,fr,Samsung Health
Bien,4,0,0,0,1,fr,Samsung Health
Je suis contente d'avoir cette application qui m'aide à prendre soin de moi.Cest 100 fois mieux qu'un coach personnalisé. Depuis que je l'utilise chaque mon bien être gagne en étoiles 😍😎🤩,5,0,0,0,1,fr,Samsung Health
"Depuis la dernière mise à jour on ne peut plus compter les pas juste avec le téléphone, l'appli ne prend en compte que ceux de la montre connectée même en sélectionnant '' tous les pas'', très déçue !",2,3,1,0,0,fr,Samsung Health
"La mise à jour ne fonctionne pas,",1,0,1,0,0,fr,Samsung Health
"Pas mal, mais il serait intéressant de pouvoir introduire le suivi de la température également. Par contre, avec mon Samsung S20FE, je ne peux plus mesurer mon stress ni ma SpO2.",3,0,1,1,0,fr,Samsung Health
excellent,5,0,0,0,1,fr,Samsung Health
Le système de guidage est maintenant en anglais et impossible a changer en Français il n'y a pas de solution proposé.pff dommage j'aimais bien cette appli,1,0,1,1,0,fr,Samsung Health
"Bonjour ! J'aime beaucoup l'application. Par contre, j'ai un problème sur la gestion du poids. J'ai connecté cette application avec une autre application de poids. Quand je rentre les données sur la seconde, Samsung Health le prend bien en compte sur le compteur. Par contre, la gestion du poids prend en compte les deux données, celle de Samsung et la seconde. Y a-t-il une manière de modifier ?",4,0,0,1,0,fr,Samsung Health
dommage que après mise à jour l'indice UV et la mesure de la saturation ont disparus,3,0,0,1,0,fr,Samsung Health
La seule chose qui manque c'est d'avoir un résumé de l'activité sur 1 mois ou une année... Pour savoir comment on progresse et quand il faut changer ses chaussures pour les coureurs comme moi... J'utilise déjà depuis 4 ans et cette information me paraît essentielle 😌,4,0,0,1,0,fr,Samsung Health
"Pas parfait, l analyse du sommeil est bien moins bonne que sur la fitbit. Couple a une galaxy watch.",3,0,0,1,0,fr,Samsung Health
Très utile,5,0,0,0,1,fr,Samsung Health
Je n arrive pas a voir combien de temps j'ai marché . Je vois juste les  calories et les pas et rien d autre,3,0,1,0,0,fr,Samsung Health
Super appli,5,0,0,0,1,fr,Samsung Health
superb,5,0,0,0,1,fr,Samsung Health
Magnifique application,5,0,0,0,1,fr,Samsung Health
"Le gros bémol pour moi dans l'application lors de la synchronisation de ma montre est qu'il n'y a pas de traçage ECG , juste une courbe avec des point,un pour la moyenne plus basse et un autre pour la moyenne plus haute..j'ai une prise de pulsation toutes les 10 min et quant je fait mon sport je le laisse en continuité justement pour avoir un suivie mais cela ne ressort en rien mon traçet fréquence coeur...domage car c'est à la base le but du connecté..avoir son tracet cardio!!",2,0,0,1,0,fr,Samsung Health
"Super amusant surtout avec une montre en plus dommage que quand on se mais dans les défis il y à des gens qui font 1.000.000 de pat sur un moi,c'est dure d y croire",5,0,1,0,0,fr,Samsung Health
Bonne appli,3,0,0,0,1,fr,Samsung Health
Très bon mais j aimais mieux l ancienne version,5,2,0,1,0,fr,Samsung Health
"Depuis la mise à jour du 1er avril 2020, l'application se plante dès que je la mets en route",2,0,1,0,0,fr,Samsung Health
Attention ⚠️ il faut avoir une montre Samsung pour utiliser toutes les fonctionnalités. Pourquoi ne pas accepter d'autres marques de montres connectées ?,3,0,0,1,0,fr,Samsung Health
"bonne application calcule de calories en recherchant le nom du produit ,ce qui simplifie le calcul (faut juste le grammage : ex : 58 gr plaque de chocolat (marque))et on peu rajouté nos produit si inexistant dans la liste de recherche (quand sa bug pas pour faire une recherche )",3,3,0,0,1,fr,Samsung Health
"Sur mon nouveau téléphone note 20, je ne trouve plus le bouton ""mesurer"". Comment régler ce problème? Merci",4,0,0,1,0,fr,Samsung Health
well,4,0,0,0,1,fr,Samsung Health
a cette appli il manque plusieurs choses pour etre complete 1) liaison ordinateur  2) mettre manuellement le rythme cardiaque comme la tension et le poids AUTREMENT LES APPLI MARCHE RANDONNEES ETC;;;;; AVEC TRAC2 DU PARCOURS MONT PERMIS DE DETECTER certaines anomalies liees à des randonnees des offices de tourisme,4,0,0,1,0,fr,Samsung Health
Pas fiable,1,0,1,0,0,fr,Samsung Health
Excellent,5,0,0,0,1,fr,Samsung Health
Tres bonne application pour savoir le nombre de pas fait dans la journée sans chercher à faire un score.,5,2,0,0,1,fr,Samsung Health
Bonjour j'aime cette application mm si la communauté a disparu par contre je voudrais savoir pourquoi mon nom et mon prénom apparaissent sur les listes d'amis j'aimerais savoir comment remédier à cela je veux la confidentialité MERCI de me répondre et me dire comment je dois faire,4,0,0,1,0,fr,Samsung Health
Une super application pour l'activité quotidienne. Je met 5 étoiles mais  j'aurai aimé un relevé cardiaque avec la Gear sur routes les activités  sportives. Pour ka Gear manque des choix d'activité. Sinon on s'occupe se  rien la meilleure application sur Android.,5,0,0,1,0,fr,Samsung Health
Dans mon profil j'ai essayé de rentrer ma date de naissance qui est en mars  2000 mais l'application me dit qu'il est impossible de rentrer en âge  inférieur pour 18 ans sauf que j'ai 18 ans passé,2,2,0,1,0,fr,Samsung Health
Application qui ne compte plus les pas au bout d'une semaine d'utilisation,1,0,1,0,0,fr,Samsung Health
pourqoi je peux pas faire sur un telephone rooté,1,1,0,1,0,fr,Samsung Health
"J'utilise cette application et la trouve super efficace. Repris la course à pied avec un des programmes proposés et c'était top. Par contre on ne peut pas enregistrer ses paires de chaussures pour comptabiliser les km et il est impossible de créer son propre programme d'entrainement. Sinon, c'est parfait.",4,0,0,1,0,fr,Samsung Health
Très belle application,5,0,0,0,1,fr,Samsung Health
Franchement j'adore cet application!!,5,0,0,0,1,fr,Samsung Health
Ne fonctionne plus depuis la mise à jour. Les pas ne sont plus comptabilisés intégralement. Je pense qu'Il il manque 50 à 60 % du réel par rapport à avant la mise à jour sur le même trajet.,1,3,1,0,0,fr,Samsung Health
Bien pour moi,3,0,0,0,1,fr,Samsung Health
C'est super,4,0,0,0,1,fr,Samsung Health
Bon,3,0,0,0,1,fr,Samsung Health
Depuis la dernière mise a jour impossible de synchroniser ma montre avec l'application,3,0,1,0,0,fr,Samsung Health
Bien,3,0,0,0,1,fr,Samsung Health
Superbe application qui motive beaucoup bravo,5,0,0,0,1,fr,Samsung Health
Ça compte plus les pas 😕Pourquoi sumsung healt ne se synchronise plus avec hydro coach😢,5,0,1,0,0,fr,Samsung Health
Peu utile. !,1,0,0,0,1,fr,Samsung Health
La mise à jour a mis l'assistant vocal en anglais et impossible de modifier la langue alors que mon appareil est en français... quelle catastrophe !!,1,0,1,1,0,fr,Samsung Health
Ne marche pas depuis longtemps malgré j'ai la dernière mise a jour si possible une solution,1,2,1,0,0,fr,Samsung Health
j'aimais bien cette appli mais elle ne fonctionne plus: message d'erreur téléphone rooté !! faux et j'ai vérifié.,1,7,1,0,0,fr,Samsung Health
👍,5,0,0,0,1,fr,Samsung Health
Très bon application,5,0,0,0,1,fr,Samsung Health
QUI a remplacé la voix féminine avec cette voix masculine non agréable ? Remettez moi ma voix féminine...,4,0,0,1,0,fr,Samsung Health
Non non et non C'était mieux avant la mise à jour,1,2,0,0,1,fr,Samsung Health
Dommage que le podomètre ne fonctionne pas.,2,0,1,0,0,fr,Samsung Health
TRE COLL.. MAIS DANS MON SAMSUNG M10 S IL MANQUE L OPTIONS DE FRÉQUENCES CARDIAQUES ET LE STRESE,5,0,0,1,0,fr,Samsung Health
Pas mal du tout !,5,0,0,0,1,fr,Samsung Health
top appli,5,0,0,0,1,fr,Samsung Health
Compteur étage ne fonctionne pas,3,1,1,0,0,fr,Samsung Health
En accord complet avec les autres avis inadmissible. Je désinstalle l'appli mais malgré tout celle-ci fonctionne toujours et sans contraintes sur ma montre Samsung Gear S 3 classic,1,2,0,0,1,fr,Samsung Health
Top,5,0,0,0,1,fr,Samsung Health
il Faudrai qu'on puisse rajouté nous même des aliments avec les infos nutritionnelles pour enrichir la base de donnée,4,0,0,1,0,fr,Samsung Health
Bonne application dans l'ensemble seul point négatif c'est le NFC qui fait beuguer librelink une appli pour le diabète ce serait sympa de régler ce problème !,2,0,1,0,0,fr,Samsung Health
"Il n'y a que l'aérobic pour faire du cardio donc il faudrait compléter un peu plus par cardio, cardioboxe, circuit training, etc... Sinon excellente application",5,0,0,1,0,fr,Samsung Health
Bien,5,0,0,0,1,fr,Samsung Health
Impossible de programmer une course en fractionné... dommage,2,0,0,1,0,fr,Samsung Health
