data,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
Awesome ❤️,5,0,0,0,1,en,Huawei Health
"Not able to update device list. Purchased honor band 4, to get it paired it is required to update the list of devices but always getting message of no internet connection, but internet connection is working.",1,4,1,0,0,en,Huawei Health
Best,4,0,0,0,1,en,Huawei Health
I cannot play pubg with my phone,2,0,0,0,1,en,Huawei Health
"Don't have any less rating option than this to give, are you guys out of your mind?how can we have Huawei health services 4.0 when the latest version provided by YOU guys itself is 3.0.3 in playstore. Congratulations you've successfully blocked all of your users to open the app, now the band is also of no use except for Knowing time, what do you want us to do? Write down the daily total steps in our dairies?? Seriously guys this is PATHETIC.... i just want to say HATSOFF to the DEVELOPER",1,1,1,0,0,en,Huawei Health
It is a nice app with honor band 5 but it should contain outdoor cycle workout mode and more watch faces. But honor band 5 is really smart & worth buying.,3,0,0,1,0,en,Huawei Health
Awesome,5,0,0,0,1,en,Huawei Health
"I am using the app with my huawei band 4 pro. I wish it was possible to set a daily goal for burned calories, not just for steps. The band is capable of counting calories so why not? Would be also nice to have more options of training under the Train tab - there are only trainings for running. Otherwise the app has some standard functionalities the one would expect from fitness app.",3,6,0,1,0,en,Huawei Health
Ok,5,0,0,0,1,en,Huawei Health
"Does not work with the Band 3, please advise if upgrade is happening and when otherwise I've made a mistake by buying the band 3!",2,1,1,0,0,en,Huawei Health
Terrible app with too many bugs to count!!!!,1,0,1,0,0,en,Huawei Health
"Forcefully it is asking me to create cloud account to share all the details including phone number & email. Users should have the freedom not to share the information they do not want. Please revert back to earlier settings when connecting the band with bluetooth keeping GPS on was sufficient. Otherwise, users will shift to use fitness bands of other companies.",1,51,0,1,0,en,Huawei Health
Exceptional,5,0,0,0,1,en,Huawei Health
Brilliant app pulls all my data off my watch. So all you need to do is compare on app.,5,0,0,0,1,en,Huawei Health
Just bought the Huawei scale 3 and I can't find it on the devices list... So i can't pair it and can't use it,1,0,1,0,0,en,Huawei Health
good,5,0,0,0,1,en,Huawei Health
"Was working mostly well before the app started asking to install a new version of Huawei mobile services. Why do I need to install another app to run Huawei health when it was working fine before. Additionally, Huawei health needs proper integration with my fitness pal and Google fit",1,3,0,1,0,en,Huawei Health
Honor band 5 is not showing in App despite several attempts to Add device in Smart Band. Only honor 3 is shown and on selecting same when trying to pair with Honor Band 5 it does not.,1,0,1,0,0,en,Huawei Health
"Terrible. On Honor Magicwatch 2 dont have Weather, keep saying check Internet connection even Internet is turned on",2,0,1,0,0,en,Huawei Health
Great app,5,0,0,0,1,en,Huawei Health
Very good and very useful but need a bit of upgrades,5,1,0,0,1,en,Huawei Health
Nice fitnes brand,5,0,0,0,1,en,Huawei Health
It's ok,1,0,0,0,1,en,Huawei Health
"TruSleep data now available again thanks to bug fix so increased stars. A great feature for me is I no longer miss my phone calls, as my band alerts me to incoming calls.",4,1,1,0,0,en,Huawei Health
Works great! The app won't let you graph all the different exercises the watch offers. But over all it's a great app and I like the way you can download each exercise.,4,1,0,1,0,en,Huawei Health
Add some new faces in upcoming update.,3,0,0,1,0,en,Huawei Health
I really like this app...as it helps me to be fit and fine... Thank u so much for creating such a helpful app..🤗🏃‍♂️🏃‍♀️,5,0,0,0,1,en,Huawei Health
Because can work for smat better.,5,0,0,0,1,en,Huawei Health
Works very slow. And sometimes it doesnt work,1,0,1,0,0,en,Huawei Health
good for me,5,0,0,0,1,en,Huawei Health
Superb,5,0,0,0,1,en,Huawei Health
"Works perfectly Wish I had bought a Huawei Band 4 for the independent GPS so I could leave my phone at home while workouts, but works amazing with my Honor Band 5.",5,0,0,0,1,en,Huawei Health
everything is awesome but i can not download or update watch faces ... fix it,5,0,1,0,0,en,Huawei Health
So far so good,3,0,0,0,1,en,Huawei Health
Garbage. Won't even let my watch connect without app,1,1,1,0,0,en,Huawei Health
I still waiting for the update 😑😫,1,0,0,0,1,en,Huawei Health
App not working . Not able to connect with my Huawei band 4 . Please fix it,1,0,1,0,0,en,Huawei Health
This new update made it look like it is one of those ultra battery saving modes you set for your grandparents' phone so they don't get overwhelmed,2,0,0,0,1,en,Huawei Health
Excellent app well done Huawei,5,0,0,0,1,en,Huawei Health
Boleh lA,5,0,0,0,1,en,Huawei Health
Very good 😊,5,0,0,0,1,en,Huawei Health
Hard to reconnect my device to this apps.,2,0,1,0,0,en,Huawei Health
Thanks a lot,5,0,0,0,1,en,Huawei Health
Best health App,4,0,0,0,1,en,Huawei Health
"I was happy for the whole year with this app until the latest update which made me lose all my data that I've been recording for more than a year. I've been also trying to open it and it doesn't work, my devices have disconnected",1,1,1,0,0,en,Huawei Health
You guys screwed the app... Not able to open after recent update... Asking to update from Huawei app store so funny...,1,0,1,0,0,en,Huawei Health
Very like it,5,0,0,0,1,en,Huawei Health
Oeter,5,0,0,0,1,en,Huawei Health
عالی,5,0,0,0,1,en,Huawei Health
This app in wonderfull and i like this app so much,5,0,0,0,1,en,Huawei Health
bbv,5,0,0,0,1,en,Huawei Health
"You guys should add more exercise category to track other than running, cycling and walking.",5,0,0,1,0,en,Huawei Health
Sucks,1,0,0,0,1,en,Huawei Health
"Unusable. Open the app it just says ""Huawei Health requires a more recent version of Huawei Mobile Services"". Just wasted time and money buying a Huawei Honor Band 5 which was advertised as working with Android phones - but only with the Huawei app. So now I can't use the Honor Band. Obviously this is something to do with Trump's stupid trade war. If Huawei apps don't work with Google phones then take them off the app store!!!",1,106,1,0,0,en,Huawei Health
"After updating app, it's not connecting, even it's not showing device, then i thought i have to reset it (Honor band5), then also not connecting, worst experience, worst app. Now this band became useless. You Busted why you people taking money from us.",1,1,1,0,0,en,Huawei Health
"It's a great app, not perfect but it does what it's supposed to.",5,0,0,0,1,en,Huawei Health
"The general performance works great except the music app, when you take control of the music from the band it does not work some times, the band shows a message, please start the music app on your phone.😒",4,0,1,0,0,en,Huawei Health
When i open app they said download huawai app gallery then i download that app but it doesn't work please solve this problem i have to use my honor band 4.,1,0,1,0,0,en,Huawei Health
"Entirely offline? Can't connect to Google Fit, can't store data online ...",2,2,1,1,0,en,Huawei Health
Smart band not available,1,0,1,0,0,en,Huawei Health
must have a 24 hours format in band 4,2,0,0,1,0,en,Huawei Health
Why it's not connected in my phone..useless app,1,0,1,0,0,en,Huawei Health
Exceptional app.,5,0,0,0,1,en,Huawei Health
Excellent app,5,0,0,0,1,en,Huawei Health
Fails to sync sleep data since yesterday.,2,0,1,0,0,en,Huawei Health
Takes a bit of time to understand but overall its a great devise alot better than FITBIT and a lot more features that you would have to pay extra with any other personal fitness devise,4,0,0,0,1,en,Huawei Health
"In order to reset my password Why the hell i need to give IMEI number , all other personal details Though i gave verification code from mail it isnt sufficient we need to provide all essential crenditals Shame to loot our details (IMEI) Sue this company!",1,0,0,1,0,en,Huawei Health
So far so good. I'm still on the process of doing my activities with this app so I still have to evaluate my experience.,4,0,0,0,1,en,Huawei Health
Great apps,5,0,0,0,1,en,Huawei Health
Continually crashing since Android 10 update! Even the update with the bug fix hasn't fixed the issue!,1,1,1,0,0,en,Huawei Health
"Wanted to report on particular issues: - Creating a manual weight record and selecting the time gives the header title in non-English - There is no support for weight training exercises at all. - Should have been good to have tracking for water, caffeine, foor and calories etc like Samsung Health",3,4,0,1,0,en,Huawei Health
I can install the app but I can't log in,1,1,1,0,0,en,Huawei Health
Just got a watch gt and it doesn't show on the list. Means I can't even use the device as it won't let me set it up.,1,1,1,0,0,en,Huawei Health
Cycling skipping and climbing is not monitored by the honor band e..disappointed,3,0,0,1,0,en,Huawei Health
"Looks like the app is nolonger working on Samsung phones...S10, or is it me? It tells me to update from Huawei appGallery to a newer version.4.0.0. Google playstore must just remove this app here, it is nolonger working on Android phones.",1,3,1,0,0,en,Huawei Health
Op,5,0,0,0,1,en,Huawei Health
"Easy to use app, but has numerous bugs. The biggest of which being that it refuses to accept that you have an Internet connection, and when you try to press the button that lets you change the watch face, you are presented with the white screen of death.",3,0,1,0,0,en,Huawei Health
Reminded me that Iam actually very active persons.,3,0,0,0,1,en,Huawei Health
Used every day and been absolutely fantastic. Great,5,0,0,0,1,en,Huawei Health
I have just updated the app but it is not opening.,1,0,1,0,0,en,Huawei Health
Forcing huawei id on users.,1,2,0,1,0,en,Huawei Health
Nice apps,5,0,0,0,1,en,Huawei Health
The app is tracking the activities very well and we can use it for our self analysis with respect to our heath.,5,0,0,0,1,en,Huawei Health
I am happy with the app but Don't buy huawei band 4 because it is not beetter then mi band 4 huawei band should get more improve in updated not even amoled or not our own wallpaper,5,0,1,0,0,en,Huawei Health
"Disappointing, waste of time energy and data do not download this fake app not responding to network at all",1,2,1,0,0,en,Huawei Health
The Colorband A1 app was 1000 times better. The sleep tracking doesn't make sense and my band doesn't count steps when I push my baby in a pram. The A1 did. Sometimes newer technology isn't necessarily better.,1,0,1,0,0,en,Huawei Health
This is a great,5,0,0,0,1,en,Huawei Health
Super application,5,0,0,0,1,en,Huawei Health
Since daylight saving finished. It doesn't record an accurate sleep time.,4,0,1,0,0,en,Huawei Health
Wont even accept my device anymore,1,0,1,0,0,en,Huawei Health
Great,5,0,0,0,1,en,Huawei Health
what is the use of qr code scanner in new update?,3,0,0,1,0,en,Huawei Health
After thr latest update I can't access the app. It doesn't sync with Google fit app either.. I have bought an expensive huawei smart watch which is just a digital watch for me.. Dear huawei please fix the bug. Disappointing for a big company like huawei to do such things.,1,2,1,1,0,en,Huawei Health
Perfect. Love it.,5,0,0,0,1,en,Huawei Health
Perfect,5,0,0,0,1,en,Huawei Health
"Good app, use it daily for my exercise recordings. One little niggle, when I start an exercise recording the app automatically lowers the volume of my music. Please stop doing that. I have voice prefs in the app turned off. Also found a bug. Steps counted after 11pm aren't added to the total for the day in the weekly and monthly stats. I've had plenty of times I went past my daily goal, but it doesn't show in the stats, totals and averages.",5,10,1,1,0,en,Huawei Health
UI not as impressive as MI FIT app. cant sync with MI Composition Scale. Major disadvantage.,3,0,0,1,0,en,Huawei Health
Nice app because it is a best 😀😀😀😀😃😄😄😄😄😁😆,5,0,0,0,1,en,Huawei Health
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",2,0,1,0,0,en,Huawei Health
Would be great if you could add different devices that aren't Huawei,2,0,0,1,0,en,Huawei Health
Cannot install Apps in my gt2 pro using my samsung phone,3,0,1,0,0,en,Huawei Health
"Does not worki properly, doesn't find my device, can't Connect with it.",1,0,1,0,0,en,Huawei Health
"I have the body fat scale but I only get the weigth and body fat, where are the other 9 measures",1,0,0,1,0,en,Huawei Health
"Can't use my Fitbit. Any time I'm typing using the keyboard, phone defaults to home screen. Have to push everything 3 times to get a reaction. Not impressed. This is my 3rd Huawei, it will be the last.",3,0,1,0,0,en,Huawei Health
After update to version 9 it drains battery from time to time. Also smart alarm doesn't work at all wit huawei bands.,1,1,1,0,0,en,Huawei Health
"This app is being failing from a while ago, it was great since a year ago, now, when I use it, it crashes or stops during use. Already uninstall and reinstall it, keeps doing the same thing. Using on a Samsung Note 20 Ultra 2020. Please, check this issue, also using with the Huawei GT2. Regards",2,10,1,0,0,en,Huawei Health
This app can't judge or count stairs climbing. Can any one help with that.?,3,0,0,1,0,en,Huawei Health
Excellent,5,0,0,0,1,en,Huawei Health
This is the best fitness app I've ever seen. No recent bugs and running tracking system works very well.,5,0,0,0,1,en,Huawei Health
Good....,5,0,0,0,1,en,Huawei Health
Kashmir,1,1,0,0,1,en,Huawei Health
Very helpful in making us health concious,5,0,0,0,1,en,Huawei Health
App synchronization is very poor.,1,0,1,0,0,en,Huawei Health
Please fix the connectivity issue as it gets disconnect after some time and i need to reconnect it manually previously it was working fine but with new update i need to struggle with this issue which is annoying kindly fix it!,2,4,1,0,0,en,Huawei Health
"My data is not syncing with MyFitnessPal app, it is there is a setting other than linking to the app?",2,0,0,1,0,en,Huawei Health
Very phenomenal,5,0,0,0,1,en,Huawei Health
Useless complex and unnecessary data request ed,1,0,0,1,0,en,Huawei Health
Very frustrating app.,1,0,0,0,1,en,Huawei Health
Good application worth to download,5,0,0,0,1,en,Huawei Health
i thought it was a great app which can track your walking/running activities. but once i compared distance I've walked in another app and found out the km tracking in this app is wrong - it gives ~1.5km inaccuracy. now unfortunately i have to switch to another app that counts my step,2,0,0,1,0,en,Huawei Health
Data is not getting synchronize with the app.,1,0,1,0,0,en,Huawei Health
This app not properly work and don't cpunt step time taken long plz download Samsung Health.,1,0,1,0,0,en,Huawei Health
GPS connectivity with this health app is not proper while other apps are getting proper connectivity. You should improve this else it is no of use.,2,0,0,1,0,en,Huawei Health
Rubbish,1,0,0,0,1,en,Huawei Health
"Dont work well with samsung galaxy s8!cant change watch face in app,cant uppdate watch!why?",1,0,1,0,0,en,Huawei Health
I am using huawei gt 2 This app has sooo disappointing watch faces.without any custom for faces.And it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei,1,1,0,1,0,en,Huawei Health
Magnificent things 🤩,5,0,0,0,1,en,Huawei Health
Good analyser,5,0,0,0,1,en,Huawei Health
I ddr4,4,0,0,0,1,en,Huawei Health
App is decent but asks for too many permissions which shouldn't be asked for. Shady app,2,0,0,1,0,en,Huawei Health
Nice,5,0,0,0,1,en,Huawei Health
great,5,0,0,0,1,en,Huawei Health
It's good,5,0,0,0,1,en,Huawei Health
I'm having issues with the accuracy of my outdoor activities,1,0,0,1,0,en,Huawei Health
"My Huawei Band stopped working in less than 3 months, it won't pair with Huawei Health despite doing all the troubleshooting steps provided online by the said app. I'm beyond disappointed. Warranty will take 2-3 weeks to pick up my Huawei Band. And they still asked me to send a proof of purchase even though they can clearly see on their computer/records that I purchased the said device through Lazada, such a poor customer service and horrible experience on the customer's end.",1,0,1,0,0,en,Huawei Health
"Easy to connect, easy to used. Keep up the good work guys 👍🏼",5,0,0,0,1,en,Huawei Health
Great to track your fitness,5,0,0,0,1,en,Huawei Health
Disappointed with this app. No way to install additional watch faces unless you download the moded chinese version. Why is this app not regularly updated?,1,1,0,1,0,en,Huawei Health
Excellent and Useful.,4,0,0,0,1,en,Huawei Health
"i am having trouble pairing with Honor bt scale(AH100), is there anyway to pair without going thru update checking all the time?",3,0,1,0,0,en,Huawei Health
Easy to use and lots of functions,4,0,0,0,1,en,Huawei Health
Would like more faces and custom colours on fonts,4,0,0,1,0,en,Huawei Health
Good job,5,0,0,0,1,en,Huawei Health
Continuous heart rate is now working. The UK representation of it leaves to be desired however.,4,0,0,1,0,en,Huawei Health
I just updated health App yesterday and your app mention that we need new version of mobile 4.0 which is not available in Android phone . My all previous data is of no use . What I gonna do with your watch without app ? Please fix it,1,1,1,0,0,en,Huawei Health
I am not able to open this app on one plus7 .pls help,3,0,1,0,0,en,Huawei Health
Watch faces is not opening in app after update..,1,0,1,0,0,en,Huawei Health
More good alam settings,5,0,0,1,0,en,Huawei Health
"Amazing app, I love the spO2 update, shame they never integrated NFC in to the software but it's still an amazing device hopefully they can work that out, I love that they integrated cloud in to the app as well I was hoping that would happen now I won't have to worry about losing any of my statistics. Thank you Huawei for the amazing device, software and updates",5,0,0,1,0,en,Huawei Health
Have bug and problem on notification panel...please check for solve this.thanks,2,0,1,0,0,en,Huawei Health
App for sleep is not very readable. Change to bar chart.,3,0,0,1,0,en,Huawei Health
Amazing,5,0,0,0,1,en,Huawei Health
Stopped connecting with my one plus after recent update. Cannot find when pairing,1,0,1,0,0,en,Huawei Health
goood,5,0,0,0,1,en,Huawei Health
Excellent workout record monitor... my best health partner...,5,0,0,0,1,en,Huawei Health
I cant pair my honor band 5... Its says update to 4.0.0.sth .... I hate this app... Got a mew product and it doesnot work ...,1,0,1,0,0,en,Huawei Health
Can't pair GT2e!,1,0,1,0,0,en,Huawei Health
Doesn't even load or open on Galaxy S20. I have a GT Pro 2 watch that i can't even setup. Appalling!!!!!,1,0,1,0,0,en,Huawei Health
Continue update but no from update,3,0,1,0,0,en,Huawei Health
Can not enable continuous heart rate monitoring. Connected with honor band 4-906,3,0,1,0,0,en,Huawei Health
this app keeps stopping when I connect to huawai gt3 on my samsung galaxy flip 3 and it says this app has got bug .. Contacted aspigen whish is developer still didn't hear nothing . Also I tried to download the app from Huawai web site both has got bug . with out this app we can't use the Huawai watch gt on any android phone !!!,1,0,1,0,0,en,Huawei Health
Very bad,1,0,0,0,1,en,Huawei Health
Watch faces for my honor band 5 aren't showing.... It says server error....,1,0,1,0,0,en,Huawei Health
Fantastic Let's go,3,0,0,0,1,en,Huawei Health
Best running app I've used,5,0,0,0,1,en,Huawei Health
Useful for us,5,0,0,0,1,en,Huawei Health
Bery gud,5,0,0,0,1,en,Huawei Health
It is really useful app good invention,5,0,0,0,1,en,Huawei Health
Very good,5,0,0,0,1,en,Huawei Health
"There should be an another feature of workout where it can be start any time without gps because it consume more battery, And it should have counts steps and distance",4,0,0,1,0,en,Huawei Health
Nice app,5,0,0,0,1,en,Huawei Health
"Great app, sync's easily with my watch 5star",5,0,0,0,1,en,Huawei Health
Love this app but the sleep sync from my Gt2 watch hasn't worked since going into 2020!,5,0,1,0,0,en,Huawei Health
Brought the same Brand scale . But it can not connect.,1,0,1,0,0,en,Huawei Health
After update shows my watch is connected in notification very annoying,2,0,0,1,0,en,Huawei Health
Patta,5,0,0,0,1,en,Huawei Health
Please add more faces for honor band 5 in india version and incoming calls silent feature and make app more useful & easy .,3,0,0,1,0,en,Huawei Health
usefully useful as used during usage... 🧐⭐⭐⭐⭐⭐👽,5,0,0,0,1,en,Huawei Health
Stopped Working. After the latest update it has stopped Working on my Oppo Reno 10x Zoom with Android 10. Please do something so that it starts working again. Before it was working perfectly fine.,1,2,1,0,0,en,Huawei Health
App was perfect up until the last update.. Now it will not even open with out giving a era message. I'm going to delete if its not corrected by Monday.. 4/27/2020..,2,0,1,0,0,en,Huawei Health
First time used but so far so good!,5,0,0,0,1,en,Huawei Health
"Great so far, doing everything i need it to do and the watch has great battery life.",4,0,0,0,1,en,Huawei Health
It's very helpful,5,0,0,0,1,en,Huawei Health
Why is the app requiring us to download another app that's not even on the play store!!!! Its was working fine!!! Please fix this I'm not downloading something else from somewhere else!!,1,0,0,1,0,en,Huawei Health
After the update watches face option is not showing. Worst application ever i have used MI band but never face such type of service.,1,0,1,0,0,en,Huawei Health
Good 👍,4,0,0,0,1,en,Huawei Health
Unable to start,1,0,1,0,0,en,Huawei Health
Very very worst app,1,0,0,0,1,en,Huawei Health
Crashes on P20 Pro when you click to see the details of the individual exercise records.,1,0,1,0,0,en,Huawei Health
It says update Your App but i installed the recent app from playstore,2,0,1,0,0,en,Huawei Health
Loses connectivity from smart band far too often and is very difficult to reconnect.,2,0,1,0,0,en,Huawei Health
Faces options / add new face etc have disappeared for my Huawei GT2. I cleared the cache etc with no luck. Please fix it asap,1,0,1,0,0,en,Huawei Health
Not good at all. My monthly report for April shows the same stats which were there for March month. Recommended courses also does not work properly.,1,0,1,0,0,en,Huawei Health
The app constantly unpairs with my band 6 and whenever you play you music on your phone it doesn't reflect on the smart watch.,2,0,1,0,0,en,Huawei Health
Can't log in to the account to open app.,1,0,1,0,0,en,Huawei Health
its not showing bmi index. the one have mi fit . app. fulse sleep monitor . other things work nice.,3,0,0,1,0,en,Huawei Health
The update is unable to store any data it does not show any thing just the step count for the day destroyed the app,1,0,1,0,0,en,Huawei Health
Automatic spo2 Measurement does not shows on tha app for huwaei band 6,1,0,0,1,0,en,Huawei Health
Love it.,5,0,0,0,1,en,Huawei Health
I have a blackberry dtek 60 and honor band 5 . But i cant change my watch face in this app. Plz help me to fix this problem . Tbx,1,0,1,0,0,en,Huawei Health
Automatic log out now I can't login or do anything if I uninstalled all data will be lost wrost app,1,0,1,0,0,en,Huawei Health
"Accurate, good graphs, links well with my Huawei watch.",5,0,0,0,1,en,Huawei Health
Why it's not available on Y6 Pro ?????,5,0,1,0,0,en,Huawei Health
Lightly good,3,0,0,0,1,en,Huawei Health
"1.Good,But in this app there is no option to put custom faces as our like.There is no proper tracker for cycling.why there is no automatic cycling tracker. _ 2.To use Cycle Calender ""Install the latest version of HMS Core (version 4.0.0 or later) to use this feature. After it's installed, log out of your HUAWEI ID, then log back in and try again. Get the latest version in AppGallery."" _ 3.How much apps we want to download to use this watch.Is not easy. _ 4.Why you are not solving these issues...",2,18,0,1,0,en,Huawei Health
"What sound logic promoted the developers to make the functioning of this app reliant on that of Huawei mobile services which is still running version 3.0.3 or something and not 4.0!? This is ridiculous. Are you saying I cannot use my Honor Band 5 until that app updates? I've already had one bad experience with my Nexus 6p and Huawei, let this not be the last straw!",1,3,1,0,0,en,Huawei Health
I use this app with Honor band 5 and after my band to lasted version my band 5 turn to brick mode how can i fix this,1,0,1,0,0,en,Huawei Health
"Still 1star, sleep app is/I'm understanding it now, but my Honor band 5, is miss reading the step count, out by 133steps, I found out yesterday. Can you fix it PLEASE???",1,1,1,0,0,en,Huawei Health
"Good for a lower end fitness tracker app, but sync to Google fit and myfitnesspal is broken beyond being useful.",3,0,1,0,0,en,Huawei Health
Not able to access the huawei health... it asks for installing Huawei app gallery but could not find it in playstore. Please help me for the next steps.. I am not able to access health app at all..,1,0,1,0,0,en,Huawei Health
Removing another feature in every update.,1,0,0,0,1,en,Huawei Health
Can't purchase watch faces and download it 👎,1,0,1,0,0,en,Huawei Health
Hoooo,5,0,0,0,1,en,Huawei Health
The sleep or steps data is not in sync properly with in the app.,1,1,1,0,0,en,Huawei Health
App and honor band 4 is good. Update the honor band 4 atleast once a month.Add new faces to honor band 4.Coustamizable watch faces has to be there.Please add it .,3,0,0,1,0,en,Huawei Health
"Can't find WhatsApp, Facebook or Instagram on the app for notifications. Everything is enabled and still not showing, its useless when it comes to notifications and I keep having to reach to my phone to check if got any... Not good when working out.",5,0,1,0,0,en,Huawei Health
This is spy app. Request to access too much thing Disconnect many time and do not auto reconnect.,1,0,1,1,0,en,Huawei Health
No more updates? I guess I have to throw this watch. 🙄🙄🙄,1,1,1,0,0,en,Huawei Health
Does not see Huawei band 4 or list in the band section,1,0,1,0,0,en,Huawei Health
"I have a Honor band 5 , not able to see it in the app to connect my band nor able to update the device list",1,0,1,0,0,en,Huawei Health
Easy to use.,4,0,0,0,1,en,Huawei Health
Okay for track activity And minitoring,5,0,0,0,1,en,Huawei Health
Happy,5,0,0,0,1,en,Huawei Health
I love it soooooooooooo much😍💜💜✨🎈🍫🍬🦋,5,0,0,0,1,en,Huawei Health
Having lots of problem in operation for heart rate monitor. Sometimes work and breaks in between. Not consistently monitoring while wearing the watch.,3,0,1,0,0,en,Huawei Health
Although the app is good but new watch faces are released after alot of time,1,0,0,1,0,en,Huawei Health
"Excellent app,keep me moving and moving.Wonderful",5,0,0,0,1,en,Huawei Health
very good apps,5,0,0,0,1,en,Huawei Health
I heared customers out of China could use new watch faces but I couldnt find shuch ability. Also weather notification dont work. I am disappointed really.,2,0,1,1,0,en,Huawei Health
good app,5,0,0,0,1,en,Huawei Health
Aa,5,0,0,0,1,en,Huawei Health
"Bought the multisports gt3db only to find that it does not sync with Strava. Dont buy huawei sports watches, if you use Strava. Very dissappointing ! The app updates, but new features installed do not work. I contacted the developer on the given email address two months ago and sent a second email, no response !",1,18,1,0,0,en,Huawei Health
So far all the features have been working 98% of the time properly. And it has almost everything I want but for example the interval training should be properly voice guided as the voice guide just says the kilometers and not the intervals so you need to check the change of intervals from your phone which makes interval training nearly impossible with the app. Also i would really appreciate an optional voice as the only voice you have is robotic and unpleasant. Also the app looks really dated.,3,0,0,1,0,en,Huawei Health
This is not work,1,0,1,0,0,en,Huawei Health
