data,ground_truth,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
Synchronisation impossible entre vivoactive hr et p8 lite 2017...,35,1,0,1,0,0,fr,Garmin Connect
"Application qui ne fonctionne plus... Désolé, mais il va falloir donner plus d'info à l'avenir !",20,2,1,1,0,0,fr,Garmin Connect
"j utilise l application conjointement à strava , très facile d utilisation, juste petit bémol , qques pb de connexion et une petite différence entre les données",8,4,0,1,0,0,fr,Garmin Connect
"Pathetic app, i am not able to setup, as always page stuck on Press to sync, and even after sync nothing happens.   Device is not able to connect to app.   Really disgusting  waste of money. You guys are really cheat.",8,1,0,1,0,0,en,Garmin Connect
"Très bonne appli, dommage qu'il y ait un bug en ce moment. Appli inutilisable...",20,3,0,1,0,0,fr,Garmin Connect
Can't upload maps through the app. Fails to maintain connectivity to my vivo active on Marshmallow if you reboot or cycle Bluetooth on either the phone or the watch.,19,3,1,1,0,0,en,Garmin Connect
This was a good app at one point now i can't sync to the my watch.,35,1,0,1,0,0,en,Garmin Connect
Since the update it keeps forcing me to restart my phone because notifications have stopped,27,2,0,1,0,0,en,Garmin Connect
Stops reporting often,25,1,0,1,0,0,en,Garmin Connect
"Super application, complète. Cela dit pour le suivi grossesse petit bug, elle ne calcule pas bien les semaines d'aménorrhées, bien que le compte à rebours en jours soit juste (elle calcule 1 semaine de moins)",43,5,0,1,0,0,fr,Garmin Connect
Très instable. L'apps ne fonctionne pas et s'éteint fréquemment.,20,2,0,1,0,0,fr,Garmin Connect
Not able to connect Fenix 5 through bluetooth since latest release of Garmin Connect (29th March). Pissed off...,2,1,0,1,0,0,en,Garmin Connect
"I don't know what you guys did with this new update, but I know longer get sms text or email notifications. FIX IT NOW, please. I have always loved this product and app. I have tried all of the troubleshooting tips and it still doesn't work right.",21,1,2,1,0,0,en,Garmin Connect
It disconnects. I had to reinstall.,8,3,0,1,0,0,en,Garmin Connect
"Que vous soyez victime d'une attaque informatique, c'est malheureusement courant actuellement. Qu'on ne puisse plus synchroniser le téléphone avec votre site, c'est logique dans cette situation. Mais comment justifiez vous qu'on ne puisse plus du tout synchroniser la montre avec le téléphone ?! Au point de transformer nos montres en Casio des années 80!!! Et arrêtez de nous harceler avec des notifications pour des autorisations qu'on ne veut pas donner...",35,1,29,1,1,0,fr,Garmin Connect
Il y a régulièrement des problèmes de synchronisations entre la montre et l'application et il est fréquent que la montre ne soit plus reconnue. C'est pénible de faire le processus de désinstallstion et déconnexion Bluetooth jusqu'à se que l'application veuille bien reconnaître la montre.,35,3,5,1,0,0,fr,Garmin Connect
So far managed to synch via Bluetooth once. It crashes every time and the logs are useless.,9,1,2,1,0,0,en,Garmin Connect
Great to have all my devices on one app. But recently it has my sleep messed up. It says Im still asleep when it is tracking my ride with my edge. Correct when I wake up. Then I upload my ride and increases my sleep time please fix,29,3,0,1,0,0,en,Garmin Connect
Stopped connecting to my mobile 2 years ago,8,1,0,1,0,0,en,Garmin Connect
Couplage impossible avec la forunner 235 !!!,22,1,0,1,0,0,fr,Garmin Connect
Since my last update it is no longer tracking my sleep data. Very disappointed.,29,3,1,1,0,0,en,Garmin Connect
Depuis derniere maj. Le Phone détecte et se connecte à la montre...mais pas l'appli...c'est dommage que l'appli soit le BOULET d'une montre avec plein de possibilités...,8,1,0,1,0,0,fr,Garmin Connect
Impossible de synchroniser les activités depuis la dernière mise à jour garmin faites vîte qq chose ou je change de marque,36,1,3,1,0,0,fr,Garmin Connect
Have to manually reconnect every day,8,2,1,1,0,0,en,Garmin Connect
Je viens d'acheter une vivoactive hr impossible de la coupler avec mon téléphone !!,22,1,0,1,0,0,fr,Garmin Connect
"Heureux possesseur d'une vivosmart 3,j'ai à mon poignet un bête podometre depuis quelques temps. En effet, impossible de la synchroniser avec mon smartphone, donc plus de suivie du sommeil, de notification et de tout ce qui m'avait fait acheter cette montre... A quand un correctif de cette mise à jour foireuse ? Edit du 8/12, plein de maj mais aucune amélioration. Que fait garmin ? Et aucune communication sur le souci...",35,1,11,1,0,0,fr,Garmin Connect
Ne fonctionne toujours pas et ne fonctionnera probablement jamais avec un mobile Huawei.,7,1,1,1,0,0,fr,Garmin Connect
"Depuis maj, plus possible d'activer les notifications intelligentes!!",21,2,0,1,0,0,fr,Garmin Connect
Not compatible with MI4. smart notifications and auto sync won't work :(,7,1,0,1,0,0,en,Garmin Connect
"Slow, takes ages to connect to Garmin 225",8,1,0,1,0,0,en,Garmin Connect
"Gros problème depuis la mise à jour sous Android 6.0 ma montre garmin vivoactive n'arrive plus à recevoir les notifications SMS,appel, messenger etc..  Comment puis-je faire pour que cela reviennent ? Est ce que quelqu'un aurait le même problème ? Je vous remercie de m'aider car je n'arrive pas à trouver de solution.",21,1,4,1,0,0,fr,Garmin Connect
Des problèmes de connexion depuis la MAJ.,8,3,7,1,0,0,fr,Garmin Connect
Toujours obligé de réinstaller la montre à chaque perte de connexion. Et encore même quand j'essaye ça ne marche pas toujours. De gros problème de connexion bluetooth. Je préfère la.brancher directement au PC,2,1,12,1,0,0,fr,Garmin Connect
Ma forerunner 35 ne se connecte plus ni à ma tablette Asus ni à mon Huawei p7. Faites quelque chose urgemment.,8,1,1,1,0,0,fr,Garmin Connect
Can't sign in or create account.  Just takes me to a black screen. So far totally useless.,17,1,0,1,0,0,en,Garmin Connect
"App keeps crashing on Samsung galaxy s9+ tried uninstalling, restarting pho e and re installing, now app only downloaded about 48%",9,3,0,1,0,0,en,Garmin Connect
L'appli est très bien mais beaucoup de mal à reconnecter la montre quand j'ai eteind mon téléphone ou qu'il sort du mode avion,8,3,0,1,0,0,fr,Garmin Connect
Terrible app... was able to successfully sync for 3 days... now nothing... have tried a dozen times... reinstalled app... rebooted phone.... logged off and on.... nothing,35,1,0,1,0,0,en,Garmin Connect
I cant connect my vivosmart 3 with this apps. nothing wrong with my device because when i tried to connect with garmin app with my iphone the process is super smooth. ive tried uninstalling and install the app at my android phone and the same problem still persist. do give me a way out of this.,8,1,0,1,0,0,en,Garmin Connect
There is an issue with the maps since the latest update. Please fix and I am happily giving 5 stars again,19,3,0,1,0,0,en,Garmin Connect
"Since the latest update, when I turn alarms off on the app, syncing​ doesn't remove the alarm on the device anymore. I can change and sync the alarm time but never just turn it off.",21,3,0,1,0,0,en,Garmin Connect
"j ai acheter la vivofit ,puis elle ne s acouple pas ,j ai changer pour la vivosmart et elle non plus , le probleme ces l;application garmin connect",22,1,0,1,0,0,fr,Garmin Connect
"sympa comme appli, mais je ne sais pas voir les appels et SMS de mes contacts, une fois que j'active les notifications intelligentes tout se bloque.",21,2,2,1,0,0,fr,Garmin Connect
Couplage impossible entre forerunner 230 et Huawei p9lite,22,1,3,1,0,0,fr,Garmin Connect
Asks me everytime i turn my bluetooth on if im having trouble connecting. Needs to be fixed i use many other bluetooth device's,2,3,0,1,0,0,en,Garmin Connect
"The app doesn't allow for  Bluetooth connection between my FR 235 and Huawei P10, no amount of resetting and restarting of devices help.",2,1,0,1,0,0,en,Garmin Connect
"Depuis la dernière mise à jour les notifications intelligentes ont décidé de s'activer sur toutes les applications, et quand j'ai voulu régler surprise le téléphone n'est pas dans la liste. Donc plus de notification sur le bracelet en cas d'appel ... une des fonctionnalités que j'utilisais le plus. Pratique une mise à jour qui diminue les possibilités !!!",21,1,8,1,0,0,fr,Garmin Connect
"Tip top. De temps en temps lent. Pas compatible avec tacx bushido, mais on peut vivre avec...",7,4,6,1,0,0,fr,Garmin Connect
can't login strava with Facebook please fix it,34,1,0,1,0,0,en,Garmin Connect
"Good apps! Had no issue with bluetooth connectivity on my FR220 and Note 3, until recently. Please fix it, i'll give the rest of the star. :)",2,5,0,1,0,0,en,Garmin Connect
"Useless app, won't sync all",36,1,0,1,0,0,en,Garmin Connect
"Impossible de créer un compte, je ne peux pas rentrer mes données",17,1,0,1,0,0,fr,Garmin Connect
"Since the new version, every time I open the app I have to reset up - and find device - very very annoying.  I have cleared cache - uninstalled and reinstalled the app. No change. This is extremely unfriendly to use now",26,2,0,1,0,0,en,Garmin Connect
I have installed and uninstalled this app 12 times and it still doesnt work. When I click on 'Sign in' it just goes blank. I have watched the Youtube trouble shooting tutorials also. Does not work.,17,1,0,1,0,0,en,Garmin Connect
La notification téléphone ne donne plus le nom du contact sur mon bracelet  vivosport,21,4,0,1,0,0,fr,Garmin Connect
Appli nulle nulle nulle nulle!!! Et sur le pc c'est aussi nul. Impossible de récupérer les données pour faire des statistiques.  Synchronisation pose des problèmes entre différent devices et impossible quand on est dans la jungle pour plusieurs jours. Bilan données perdues.,25,1,1,1,0,0,fr,Garmin Connect
L'application marchait très bien avec ma Garmin Vivoactive 3. Malheureusement je ne peux plus me connecter à mon compte et synchroniser mes activités depuis aujourd'hui. Mon téléphone est un pixel 4a.,17,1,3,1,0,0,fr,Garmin Connect
Impossible de créer un compte avec un s6 edge et une montre vivosmarth,17,1,0,1,0,0,fr,Garmin Connect
Its says sync but my data doesnt capture in my smartphone,36,1,0,1,0,0,en,Garmin Connect
Je n'arrive plus a connecter ma vivosmart 3 a mon p8 lite 2017 depuis 2 jours. Déçue.,8,2,3,1,0,0,fr,Garmin Connect
Impossible de mettre un nouvel écran de montre sur une Fenix 6x pro... Peut être qu'un jour Garmin réagira et corrigera les différents pb......,41,1,7,1,0,0,fr,Garmin Connect
"c'est de pire en pire Garmin , vos appareils sont intuitifs mais vos serveurs et applis ne le sont pas du tout. ca devient tres difficile de mettre a jour les compteurs et les montres , ca se deconnecte sans que l'on demande quoi que ce soit ca devient penible , faite preuve de bon sens sinon la concurrence va s'en charger.",12,1,22,1,0,0,fr,Garmin Connect
last update makes the watch keep disconnecting and reconnecting every 30 seconds.,8,1,2,1,0,0,en,Garmin Connect
"Not connecting Vivoactive 3! Looks to be the same problem others are having. Nothing fixes the issue, so frustrating!!!",8,1,2,1,0,0,en,Garmin Connect
Just always says waiting for data?  Was working.  Can't find a solution.,36,4,0,1,0,0,en,Garmin Connect
Plus de connexion possible en bluetooth sur la Venu depuis la mise à jour !!,2,2,3,1,0,0,fr,Garmin Connect
"When it works great, but I've had to many blue tooth connection issues with multiple devices",2,2,0,1,0,0,en,Garmin Connect
"I just want it to connect to my Samsung S22 Ultra!!! F7X solar connects fine to my iPhone, but it won't connect to my Ultra. It's not the Ultra since I can pair just about anything to it. Fix this now Garmin!!!",8,1,2,1,0,0,en,Garmin Connect
doesn't keep track of my activities. can't set activities. can't believe how much calories I'm burning. when using other app it tells me that I burn much less calories.  returning it .....returned it. Now I can erase useless app.,24,1,0,1,0,0,en,Garmin Connect
Good. Sometimes have download issues.,11,4,0,1,0,0,en,Garmin Connect
"User friendly.. however after updated yesterday (9/2/2019), i cannot open the app.",5,5,0,1,0,0,en,Garmin Connect
"New update just causes the app to crash, it won't even open now.",5,1,4,1,0,0,en,Garmin Connect
"bonjour, le calendrier ne se synchronise plus... en pleine préparation semi marathon avec une montre à 200 euro ça l a fout mal :/ le calendrier va jusqu en juin et pas plus loin.. j ai essayé bcp de manipulation en vain..",3,2,0,1,0,0,fr,Garmin Connect
Je mettrai une évaluation correcte lorsque Garmin fera fonctionner son application avec un Huawei p20 pro. J'ai beau eu faire les réglages spécifiques figurant sur le site mais il arrive fréquemment qu'il ne soit plus possible de reconnecter la montre fenix 5s. Une honte pour le prix !!!,8,1,25,1,0,0,fr,Garmin Connect
Having trouble connecting to my forerunner 45s,8,3,0,1,0,0,en,Garmin Connect
Depuis la dernière mise à jour l'appli ne veut plus se synchroniser avec ma fenix 3. Veuillez corriger ce bug car l'appli n'a plus aucune utilité et c'est quand même bien pratique !!!,35,1,6,1,0,0,fr,Garmin Connect
Impossible de connecter la montre depuis l dernière mise à jour. ...,8,2,4,1,0,0,fr,Garmin Connect
Depuis le 22juillet l appli ne fonctionne plus on a accès à aucune information de suivi. Un message depuis ce matin erreur est survenue ou l application est en maintenance revenez ultérieurement. Nous sommes le 25 et toujours pas de résolution du problème par garmin ça devient pénible on peut consulter aucune information. C est long,18,1,7,1,0,0,fr,Garmin Connect
Just synced my Vivofit and it killed my display on it.  Doesn't respond at all now. Was working perfectly until then.,36,1,0,1,0,0,en,Garmin Connect
"The app updated and now it won't sync. Every time I try I get and error message, both on Connect and on my Edge 810 that inform me that the upload failed. This is particularly frustrating as I just completed a 115 mile ride and cannot see the metrics, let alone the map.  My phone is a Samsung S5.",35,2,1,1,0,0,en,Garmin Connect
"After the latest update, the app no longer captures sleep data, and it loses historical steps data. Please repair.",29,2,0,1,0,0,en,Garmin Connect
Problème de Bluetooth avec Huawei. Se déconnecte si appli fermée...,2,3,0,1,0,0,fr,Garmin Connect
Bug à l'occasion et je dois désinstaller et réinstaller. Heureusement il conserve mes anciennes données,20,3,0,1,0,0,fr,Garmin Connect
I like it but there's a bug when editing sleep times. It doesn't save.,29,5,0,1,0,0,en,Garmin Connect
"Garmin needs a better QA and UX design team. The ""Add Contacts for Incident Response"" buttons doesn''t work. Adding a card for Garmin Pay doesn't work. And when the sleep graphs changed to stacked bar graphs instead of showing data chronologically, that took away valuable data about my bed time consistency, which is an important part of sleep hygiene.",12,2,3,1,1,0,en,Garmin Connect
"Don't update, app now doesn't connect to strava at all.",34,1,2,1,0,0,en,Garmin Connect
Not able to Live Track feature to operate on a consistent basis with Bluetooth.,2,3,0,1,0,0,en,Garmin Connect
"App now crashes upon startup. Worked great for a couple years, but now it won't even open. Support won't help with the issue.",9,1,0,1,0,0,en,Garmin Connect
The app is NOT syncing,36,1,0,1,0,0,en,Garmin Connect
"App was working fine, until new update. The app is now not recognizing the device. Coming up with error when trying to sync it.",35,2,0,1,0,0,en,Garmin Connect
App will not open. Love the device but not the app,5,1,0,1,0,0,en,Garmin Connect
"Bit of advice for everyone. :). I had issues trying to get the app to pair and then sync with my HTC phone. I have found that if you go to your Bluetooth setting on your phone and pair the vivofit there it seems to be fine. Turn the Bluetooth off then back on, and it pairs and syncs fine. Minor glitch really. :)",22,4,2,1,0,0,en,Garmin Connect
I am unable to sync this with my galaxy 3,35,2,0,1,0,0,en,Garmin Connect
Pb de connexion depuis la mise a jour sur ma 935 il a fallut passer par une reconnexion comme nouvel app,8,4,0,1,0,0,fr,Garmin Connect
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,42,4,0,1,1,0,en,Garmin Connect
Constant connect/disconnect cycle with Fenix 3.,8,4,0,1,0,0,en,Garmin Connect
"Depuis la nouvelle version, impossible d'afficher la carte dans l'application Locus Map !",19,1,0,1,0,0,fr,Garmin Connect
"Application marché très bien, depuis l avant dernière mise à jour, déconnexion sans arrêt voir impossible de se connecter, avec ma montre Garmin Fenix 5plus 😡😡😡😡",8,1,5,1,0,0,fr,Garmin Connect
"Updated app, lost my previous activities and can't find them. HR not monitoring properly. Can't manually enter activities. Harder to operate. Not happy.",10,1,0,1,0,0,en,Garmin Connect
Great way to track your activities ....shame it registers steps when your driving,33,4,0,1,0,0,en,Garmin Connect
"Problème partiellement corrigé avec la mise à jour de début janvier 2020 (4.26). Je reçois bien les notifications... pendant quelques jours. Je dois ensuite réinstaller l'application. ################# Les notifications ne s'affichent plus sur la Garmin 935 depuis la mise à jour de l'application de fin août 2019... Si je désinstalle et réinstalle l'application, j'ai des notifications pendant 1h et ensuite plus rien, alors qu'il n'y a pas de problème de synchronisation des activités. Les mises à jour se suivent mais j'ai toujours les mêmes problèmes d'affichage des notifications... Mises à jour : octobre (4.24.1),novembre (4.25), novembre (4.25.1) : toujours le même problème.",21,1,88,1,0,0,fr,Garmin Connect
Started having connection issues today and now the clock is wrong.  I guess if it continues I will send back.   Very disappointing,6,3,0,1,0,0,en,Garmin Connect
"The app itself is great, however after the latest update my exercises stopped syncing with MFP as well.  Not impressed.  Please fix.",36,3,0,1,0,0,en,Garmin Connect
"Since the last update, I haven't had the app work at all. I can't even open it.",5,1,0,1,0,0,en,Garmin Connect
"Super appli. J'ai cependant un soucis. Sur ma vivosport je peux désactiver  l'alerte ""bouger"". Mais dès que je synchronise cela revient. Et sur  l'appli, impossible de le désactiver",21,4,0,1,0,0,fr,Garmin Connect
"I am not able to connect my band on this app on moto x play mobile, running Android 6. I am able to pair it on my iPad, but it doesn't give me complete benefits of this band.",8,1,0,1,0,0,en,Garmin Connect
"Comme les autres, je n'arrive pas à synchroniser ma Fenix 3 avec mon galaxy s5. C'est comme même incroyable de nos jours!! Le couplage se fait mais pas la synchronisation",35,3,0,1,0,0,fr,Garmin Connect
Erreur serveur suite dernière maj.,28,1,20,1,0,0,fr,Garmin Connect
Appli top mais connexion Bluetooth avec edge 820 pourrie... Depuis 1 ans je galère avec la connection Bluetooth. Il faut à chaque fois appairer le téléphone. J'ai changé de téléphone et c'est pareil. C'est bête car avec une bonne connexion elle serait top mais ça gâche tout.,2,1,1,1,0,0,fr,Garmin Connect
"The application is awesome! However just one bug. After getting update, the Fragments that display the sleep for example after you select it on the main view, will display a big circle for sleep and the lower ""movement"" and ""Levels"" tabs have their data hidden off the screen. I'm on Marshmallow 6.0 on Nexus 6. Once I uninstall & reinstall it works perfect!  Overall great work!!!",30,4,1,1,0,0,en,Garmin Connect
"Pour ceux qui ont l'appli qui fonctionne plus depuis la MAJ, réinstallez l'appli, moi depuis ça marche",20,5,1,1,0,0,fr,Garmin Connect
Both my sister and I have no sleep sync for last 2 days either -  what's going on? Very frustrating.,29,3,1,1,0,0,en,Garmin Connect
Vivo Active HR active/intensity minutes have stopped working again? I have emailed support twice and no response,0,2,5,1,0,0,en,Garmin Connect
"Appairage impossible depuis 2 mois. Vivosmart hrplus et Huawei P9lite. MAJ inutiles, SAV méprisant, aucune communication. Je vais demander un remboursement",22,1,20,1,0,0,fr,Garmin Connect
Updates just stop any syncs and just means reset after reset after uninstall to get it working again. Seriously looking at other suppliers.,35,2,0,1,0,0,en,Garmin Connect
"Works well. One problem is when linked in with myfitnesspal and you have done more then one exercise, it keeps adding the last exercise over and over again",10,5,0,1,0,0,en,Garmin Connect
My Garmin hasn't been able to connect to my phone for a week!,8,1,0,1,0,0,en,Garmin Connect
"Garmin,faites une mise à jour compatible avec p8 lite 2017 huawei pour récupérer vos 5 étoiles. Le téléphone détecte la montre, mais garmin connect ne fait pas le boulot. Que des problèmes depuis novembre avec nos 2 montres non connectées. ABUSÉ ! Enfiiiiiinnn... Merci !!! C'est réparé !... 👯",8,3,7,1,0,0,fr,Garmin Connect
Ce jour Garmin ne veut rien transmettre à STRAVA ? Une idée ?,34,3,1,1,0,0,fr,Garmin Connect
"Fine for me as of latest update, 02.04.20. Ive came back few months ago with Fenix 6x Pro and my only complaint was bt connection (might have needed to restart the app several times to establish connection). I have one big wish for developers though: guys would you please consider expanding a liitlle sleep data? For example add timeline analisys, adding like weeks of sleep data trend line would be great and might help me to switch from odder sleep app. Thumbs up for your work Garmin.",8,4,0,1,1,0,en,Garmin Connect
I can't find any helpful advice anywhere and this seems to have occurred after the update. This is very disappointing. I just logged a workout and can't get my stats!! Get this fixed!!,32,1,0,1,0,0,en,Garmin Connect
Application parfaitement adaptée au suivi sportif y compris au sommeil récupérateur. Une difficulté à conserver les données (fréquence cardiaque et sommeil) sur la synthèse quotidienne. Éric,25,5,0,1,1,0,fr,Garmin Connect
I would like to give a full 5 stars bc I really enjoy the app and my device but I work night shift and often get broken sleep at random times during the day and if it isn't a time listed in 'normal sleep time' then it doesn't record my sleep. So bc of that it looks like I get 3 or 4 hrs of sleep and the body battery is always saying I'm running on fumes.,29,4,0,1,0,0,en,Garmin Connect
"Every morning, my location access indicator is on. Lo and behold, Garmin Connect keeps it active all the time. If I kill the app it goes away, but that also kills smart unlock. I can't comprehend how this app can be referred to with a straight face.",16,1,1,1,0,0,en,Garmin Connect
Depuis la mise à jour impossible de jumeler ma montre avec  mon Samsung S8,22,1,0,1,0,0,fr,Garmin Connect
"Avant j'adorais cette application, mais depuis la dernière mise à jour, la seule façon de synchroniser avec ma montre est de redémarrer mon téléphone avant de relancer l'application. Plusieurs de mes amis ont le même problème, ça tue l'expérience!",35,2,3,1,0,0,fr,Garmin Connect
What's the point of having Bluetooth connectivity then?,2,1,1,1,0,0,en,Garmin Connect
Impossible de se connecter s6 edge plus,8,1,0,1,0,0,fr,Garmin Connect
Les métriques en natation ne sont plus pertinents : distances en km au lieu de m et la vitesse en km/h a remplacé l'allure par 100m.,38,3,25,1,0,0,fr,Garmin Connect
Problème de couplage avec un Huawei p20. L'application demande de faire une  mise à jour critique de la montre avec Garmin express sur Pc. Mais pour  Garmin express la montre est à jour.... Problème présent depuis quelques  mois et aucun correctif. Vue le prix de l'équipement on pouvait espérer  mieux.,22,1,0,1,0,0,fr,Garmin Connect
"Sleep infos not good, naps are not registered. The rest is good.",29,4,0,1,0,0,en,Garmin Connect
Je n'arrive pas à mémoriser mon poids sinon tout est bon,44,3,1,1,0,0,fr,Garmin Connect
Livetrack HS depuis plusieurs semaines.,15,1,0,1,0,0,fr,Garmin Connect
"Plus possible de lancer Spotify depuis ma Vivoactive. De même, plus possible de mettre Spotify en tant qu'application Musique par défaut. Une solution ?",31,4,0,1,1,0,fr,Garmin Connect
"Impossible de se connecter. J'ai dû tout réinstaller (soft et montre) afin de pouvoir réinitialiser la connexion. Une semaine plus tard, ça ne fonctionne à nouveau plus. Marre de chez marre !!!!!!!!!! Et dire que je n'ai pas acheté la Samsung car les commentaires sur le soft étaient mauvais... Que dire de celui de Garmin??????? Une honte.",8,1,0,1,0,0,fr,Garmin Connect
"Impossible depuis plusieurs semaines de synchroniser le téléphone avec l'app, malgré la réinstallation de l'app et le couplage du téléphone.",35,1,2,1,0,0,fr,Garmin Connect
App has been awesome until the update within the last hour or so. Since then the app is completely not usable and continually has a box pop up on Android that connect keeps stopping. Please fix asap!,8,3,0,1,0,0,en,Garmin Connect
Can you fix the unit settings: Statute UK shows elevation in feet rather than meters. Garmin website and device display correctly (in meters).,38,3,0,1,0,0,en,Garmin Connect
"Elle marchait bien,et depuis 3 jours p'us rien je n'arrive meme plus a connecter",8,3,0,1,0,0,fr,Garmin Connect
"Impossible de coupler un Vivo smart 3 avec un téléphone (essayer avec Huawei, iPhone, Sony)!!!",22,1,0,1,0,0,fr,Garmin Connect
Application excellente...si ce n'est des pbs de bug lors de la synchronisation des données avec le WI-FI....IMPOSSIBLE....idem avec la connexion BLUETOOTH....Obligations de transférer les données en connectant ma 920XT au PC  par USB.... 😕,8,4,0,1,0,0,fr,Garmin Connect
Problème de synchronisation avec Samsung note3 . Espère avoir une mise à jour pour se probleme,35,3,0,1,0,0,fr,Garmin Connect
