data,ground_truth,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
Comment changé la voix en français,30,4,0,0,1,0,fr,Huawei Health
Huawei should allow download of watch faces in India.,69,4,1,0,1,0,en,Huawei Health
"Pas content, il ne permet pas de changer le cadran du bracelet connecté",69,1,1,0,1,0,fr,Huawei Health
Manque de précision dans les exercices.,48,3,0,0,1,0,fr,Huawei Health
Please unlock costum watch face features and fix the stability of this apps,70,1,0,0,1,0,en,Huawei Health
This app is made up of only to consume user data because when you use this app it compulsory to install huawei mobile service really it use my 500mb space and I am not understand why to install huawei mobile service to just waste our data and this app have lots of bugs .,62,1,0,0,1,0,en,Huawei Health
"Ne fonctionne pas correctement avec mon Oppo Reno 4 pro 5G lors de cessions de course, impossible d'accorder l'autorisation GPS et stockage... Il m'indique qu'il n'y a plus d'autorisation à accorder... Donc impossible de lancer la cession... J'ajouterais que l'ergonomie de l'interface de l'application n'est pas optimale. Dommage car Huawei ne m'avait pas déçu jusque là... J'espère que cela va s'arranger.",47,1,15,1,1,0,fr,Huawei Health
Très belle montre présentant des caractéristiques intéressantes. Achat en France pourtant le coach vocal ne s'exprime qu'en anglais (il ne semble pas possible de télécharger un coach s'exprimant en langue française) ce qui est intolérable et va me conduire à me debarasser de cette montre qui s'avère être un mauvais achat honereux,30,2,15,0,1,0,fr,Huawei Health
"Bien mais peux mieux faire ! Il me manque une option ""sports divers"" qui permettrait de faire n'importe quelle activité sportive tout en ayant un suivi cardiaque précis durant tout l'exercice. Et pas uniquement pour de la course a pied ! Sinon, ajouter le cyclisme en intérieur pour les vélos d'appartement ! 💪🏻",10,3,9,0,1,0,fr,Huawei Health
Why impose login requiments! Was working fine as it was. Guess it's time to sell Huawei watch,31,1,0,0,1,0,en,Huawei Health
The app remains active in the notification bar. No option to exit.,39,1,0,0,1,0,en,Huawei Health
Getting error on start . Hauwai health services 4.0.0 required which is not available on play store.. I am using Samsung galaxy s10,28,1,0,0,1,0,en,Huawei Health
Application intuitive et épurée. Dommage pour la limitation des cadrans. Tres bonne réaction face au bug de changement d'année sur l'analyse du sommeil.,69,5,1,0,1,0,fr,Huawei Health
Keep on asking for new version which is not available in Google apps store.,28,1,0,0,1,0,en,Huawei Health
L application n'a calculer que mon sommeil le premier jour. Puis ne le calcule pas. Le reste fonctionne dommage on peut pas voir les graphique en détail,21,3,2,1,1,0,fr,Huawei Health
"Hate the new update, whilst i use this app daily, hiding the device functions, particularly the alarm behind 3 menus has made it pointlessly inconvenient, considering using a different app an together, the layout as it was, was perfect, now it's clunky and needlessly laborious. Feels iterated on to the point of counter intuitive",18,2,2,0,1,0,en,Huawei Health
Good health app. But can I reques some function? I need some function to add my photo to background when i sharing the stats of exercise. Thankyou,55,5,0,0,1,0,en,Huawei Health
I am using huawei gt 2 This app has sooo disappointing watch faces.without any custom for faces.And it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei,69,1,1,0,1,0,en,Huawei Health
Ne sert à rien on ne peut pas avoir accès à l'historique,26,2,1,0,1,0,fr,Huawei Health
we need more functions in the app as reminding to move to make sport,52,5,0,0,1,0,en,Huawei Health
"Très bonne application si on utilise les accessoires Huawei. Dommage, il n'est pas facile d'exporter des traces gps réalisées au format standard .gpx",13,3,0,0,1,0,fr,Huawei Health
Pas d'interfaces avec des sites de suivi sport comme Strava. Impossible d'importer ou exporter des gpx,13,1,0,0,1,0,fr,Huawei Health
"Nécessiterait de pouvoir se connecter à beaucoup plus d'applications tierces afin de pouvoir synthétiser les différentes informations (poids, entraînements,...)",46,3,0,0,1,0,fr,Huawei Health
It used to work offline. Now I have to log in just to see my old data.,44,2,0,0,1,0,en,Huawei Health
le rythme cardiaque via lempreinte serai pas mal,22,3,1,0,1,0,fr,Huawei Health
Works fine. Only thing is it records my time WORKING at my desk as a nap!!!!!! I am not napping.... You should be able to edit/delete these if wanted.,58,3,1,1,1,0,en,Huawei Health
Pas d'information sur les dénivelés qui serait bien utile Pas de possibilité de préparer un itinéraire Il serait intéressant de pouvoir exporter les parcours au format GPX,11,4,1,0,1,0,fr,Huawei Health
"Bonne application pour le nombre de pas, calories. Très bonne pour voir nos progrès en courses. Mais on ne peut pas synchroniser l'appli avec d'autre appli de sport. Ajouter nos apports caloriques, repas seraient vraiment top !",46,3,0,0,1,0,fr,Huawei Health
Je n'ai plus le dénivelé de marqué,11,2,0,0,1,0,fr,Huawei Health
"Très bien sur la fiabilité GPS et toutes les indications nécessaires à un sportif amateur. Néanmoins, à quand la compatibilité avec Strava ?",63,4,0,0,1,0,fr,Huawei Health
"Bien. Manque beaucoup de fonctions. J'arrive pas à paramètrer en français quant il me donne le nombre de km, la vitesse que je fait en exercice il me les donne en anglais dommage !",30,3,1,0,1,0,fr,Huawei Health
Less number of watch face is there...,69,3,0,0,1,0,en,Huawei Health
Nul il me manque exercice vélo en extérieur je ne comprends pas peut la version de l'application,32,2,1,0,1,0,fr,Huawei Health
Bien mais impossible d'exporter ses traces en format gpx,13,4,0,0,1,0,fr,Huawei Health
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",69,1,0,0,1,0,en,Huawei Health
Pas adaptée pour tapis de course. Cette application ne fonctionne pas du tout avec la montre Huawei utilisée sur un tapis de course intérieur. On court 20 minutes à 8 km et la montre propose une distance maxi de 1.5km........ distance qui n'est pas modifiable dans l application. Donc totalement inutile pour le suivi d'activité de ceux qui courent sur tapis.,32,3,9,1,1,0,fr,Huawei Health
"App is great overall, but I would like a way to see the evelation of the route I made. Also, there's no way to add faces to the Band 4 Pro.",12,3,0,1,1,0,en,Huawei Health
Difference between global features and special honor phone features.why I can't able to measure vo2 max in my device?? Slow connect with band. Not collaboration with strava one of the best app for sports person's. Add camera shutter feature.. also sleep data is not syncing automatically????? No updates since July.. I'll never buy from this company ever.. 0 star if play store give a option..,67,1,1,1,1,0,en,Huawei Health
what is the use of qr code scanner in new update?,50,3,0,0,1,0,en,Huawei Health
"I am using the app with my huawei band 4 pro. I wish it was possible to set a daily goal for burned calories, not just for steps. The band is capable of counting calories so why not? Would be also nice to have more options of training under the Train tab - there are only trainings for running. Otherwise the app has some standard functionalities the one would expect from fitness app.",20,3,6,0,1,0,en,Huawei Health
You must be add the feature for find the band in the Huawei health app to find the band via application ... And theam in the band's back ground... Thanks I hope you will consider my things in the next updates...,14,3,0,0,1,0,en,Huawei Health
Pas de synchronisation avec Strava. Bof...,63,2,0,0,1,0,fr,Huawei Health
Complet mais manque de précision par moment,48,4,0,0,1,0,fr,Huawei Health
"Application devenu inutile depuis la suppression des dénivelés... Les informations deviennent inutiles (calcul de l'énergie dépensé sans le dénivelé c'est juste faux...) Dommage elle était super... Grosse déception, et surtout grosse incompréhension : pourquoi enlever l'information essentielle ????",11,1,1,0,1,0,fr,Huawei Health
Not Bad. 5 stars when we can create our own faces.,70,4,0,0,1,0,fr,Huawei Health
UI not as impressive as MI FIT app. cant sync with MI Composition Scale. Major disadvantage.,18,3,0,0,1,0,en,Huawei Health
I cannot change the distance into kilometers as well as weight into kg,66,3,0,0,1,0,en,Huawei Health
"the app could be so much better, wont let me download the language pack what ever that is, doesnt record rem, thd heart monitors not working, design is very basic and wont link to my fitness pal,",30,2,0,1,1,0,en,Huawei Health
"Depuis mon avis du 28.09 j'ai eu confirmation de l'obligation de s'inscrire sur id huawei avec synchronisation de nos données sur le cloud. Donc contrairement à ce qu'indique le CGU a l'installation de l'application, nos données ne restent pas en Europe mais sont désormais en Chine. Après 9 mois d'utilisation sans cette obligation, me voilà contraint d'abandonner cette montre qui ne donne même plus l'heure sans cette inscription. Vraiment une grosse arnaque. J'imagine la 5G....",62,1,6,0,1,0,fr,Huawei Health
Déçue qu'il n'y ait pas un module sur alimentation comme sur Samsung health... Faites cela et je la télécharge de suite,16,2,2,0,1,0,fr,Huawei Health
"Manque de cadrans, ou plus de personalisables. Je ne reçois plus les SMS sur la montre alors que ça fonctionnait avant et que je n'ai pas changé les paramètres de notification",69,3,0,1,1,0,fr,Huawei Health
Je suis toujours déçu que en 2020 cette appli n enregistre toujours pas l altitude et le dénivelé à partir des points GPS comme le propose les applis concurrentes. C est tout ce qui manque et m oblige à passer par une autre app avec les mêmes résultats mais l altitude et le dénivelé en plus...,11,1,11,0,1,0,fr,Huawei Health
Les cadrans sont devenus payant avant c'était gratuit......,71,1,1,0,1,0,fr,Huawei Health
Dommage que l'on peut pas ajouter d'autre montre connecter autre que les huawei... Tout le monde n'a pas les moyen d'acheter une montre huawei...,8,3,0,0,1,0,fr,Huawei Health
Offers interaction with MyFitnessPal app yet will not sync with it. Nor is it listed by MyFitnessPal as a pairing option which is very confusing and frustrating as it means I have to manually enter exercise stats into MFP in order for it to include the info.,35,2,1,0,1,0,en,Huawei Health
"I wearing mgic watch, it would be better if you updte more features.. Kindly like event/note remindee.. Thanks",52,5,0,0,1,0,en,Huawei Health
L'application ne parle pas français comment faire pour résoudre ce problème merci !,30,3,0,0,1,0,fr,Huawei Health
I am using huawei p10 lite. Is there any way to measure heart rate on this mobile phone via huawei health? Please let me know. Thanks,23,5,2,0,1,0,en,Huawei Health
5 étoiles quand les applications de sport seront en français,30,4,0,0,1,0,fr,Huawei Health
"Why is this app no longer updating via Google Play? It seems shady to be honest. After the last update which was not via the play store, my honor 5 keeps disconnecting and doesn't automatically reconnect unless I open the app; this is ridiculous and not acceptable! Please fix it and bring back the updates to Google Play!",28,1,6,1,1,0,en,Huawei Health
Génial dommage que la voix soit anglaise,30,4,1,0,1,0,fr,Huawei Health
Can you add like a schedule manager please,53,3,1,0,1,0,en,Huawei Health
ma montre huawei gt ne supporte pas la langue française,30,1,0,0,1,0,fr,Huawei Health
"1ere expérience, pour une mise en route. Dans les exercices en extérieur il n'y a que vélo ou course. Pourquoi ne pas ajouter la MARCHE NORDIQUE. J'ai une application en français, alors pourquoi ai-je un entraîneur anglais, s'il avait l'obligeance de parler la 👅 du sportif cela serait positif.",30,5,0,0,1,0,fr,Huawei Health
I don't know why the my band gets disconnects automatically. And kindly try to enable the reply option to the notifications on honor band ES that will be much appreciated 🙂,42,3,0,1,1,0,en,Huawei Health
Malheuresement les cadran de montre ne sont pas tres stylee jai pas trouver mon bohneur je les ai tous fait,69,3,0,0,1,0,fr,Huawei Health
I am unable to install other faces for my Honor Magic Watch 2 using the app. I couldn't find any option to do so. Not sure why my watch isn't supporting different dials or why I couldn't find that option in the application. Any help?,69,4,0,0,1,0,en,Huawei Health
"I can't even full control my honor band 5, shame on honor and huawei, I loved this brand before but after this experience I will not recommend it to my friends, at least make your app open source so we can tweak our needs!",45,1,0,0,1,0,en,Huawei Health
Pourquoi aucune mise à jour depuis le Store Google ???,28,1,0,0,1,0,fr,Huawei Health
Developer need to look for team calls to be notified in GT2E watch.. I can't see any one calling through teams.,37,2,0,0,1,0,en,Huawei Health
"Je viens d'acheter la montre huawei watch fit et sur l'application santé je ne trouve pas les applications Facebook, Instagram et WhatsApp afin d'activer les notifications... Pas cool sachant que ce sont des applications que j'utilise régulièrement...",41,3,0,0,1,0,fr,Huawei Health
How do i convert units as mi to km Help,29,3,0,0,1,0,en,Huawei Health
"""-"" The app doesn't start or pause workout automatically. Doesn't allow u to use any other watch apps if the workout is in progress. No notification coming to the watch during workout. ""+"" GPS track is accurate. I like the option "" Rest required"".",1,3,0,0,1,0,en,Huawei Health
Exelante pour la course en extérieur mais la voix est en anglais sur Android et en français sur iphone... Impossible de metre en français,30,4,0,0,1,0,fr,Huawei Health
Please Include Persian Language For This Lovely App. TNX,30,5,0,0,1,0,en,Huawei Health
Cette application est pas mal mais je ne mets que 3 étoiles car je ne comprends rien d el' anglais !! En français aurait été plus simple et beaucoup mieux.,30,3,1,0,1,0,fr,Huawei Health
"Bonne appli. Il manque quand même quelques activités. Rajouter une activité de musculation serait pas mal, ou la possibilité de créer soit même une activité. Le fait de modifié les détails après une activité serait bien aussi, je suis utilisateur de la huawei band 3 pro et je ne peux pas rajouté la distance ou la vitesse moyenne lors d'une séance de vélo d'intérieur par exemple. Avec certaines modifications cette appli pourrait avoir 5 étoiles 😉",32,3,55,0,1,0,fr,Huawei Health
"La mise a jour corrige le bug du passage en 2020, cependant je ne met pas 5 étoiles car j'attend que comme la version chinoise, nous puissions bénéficier de plus de cadrans ainsi que la possiblité de creer nos propres cadrans (dispo depuis la version beta chinoise)",69,4,2,1,1,0,fr,Huawei Health
Be nice if it stored data online somewhere or had an option to export data or transfer it from one phone to another. Otherwise this app does exactly what it is supposed to do with my watch. The watch's sleep-tracking has always been super impressive to me.,13,5,59,0,1,0,en,Huawei Health
"This app is awesome.....it helped me connect to my smart watch. But there is an issue. The notification, the gmail one. In my phone my Papa also signed in the gmail. So it also shows the hundred different messages that appear for him....so I would like it if we were able to choose which account we want the notification to come from......but otherwise is ok.....",43,4,30,0,1,0,en,Huawei Health
"Super appli, mais je ne trouve que course intérieur extérieure, marche et cyclisme dans les activités...Ou se trouve les autres ? MEeci",32,3,0,0,1,0,fr,Huawei Health
Asking to install app which is not present in play store. Which made my watch useless not now.,28,1,0,0,1,0,en,Huawei Health
Why half of the watch faces have been removed. Yet they are available via search. Could you bring them back?,69,4,0,0,1,0,en,Huawei Health
Very good application. But please give an option to delete pre installed watch faces or provide more space for watch faces because there are some which I dont want and I have to delete the ones which I like to install new ones . please fix this,69,4,1,0,1,0,en,Huawei Health
"Difficile d'ajouter certaines montres, un vraie galère :-(",8,1,1,0,1,0,fr,Huawei Health
"Amazing app, I love the spO2 update, shame they never integrated NFC in to the software but it's still an amazing device hopefully they can work that out, I love that they integrated cloud in to the app as well I was hoping that would happen now I won't have to worry about losing any of my statistics. Thank you Huawei for the amazing device, software and updates",36,5,0,0,1,0,en,Huawei Health
"Good app, use it daily for my exercise recordings. One little niggle, when I start an exercise recording the app automatically lowers the volume of my music. Please stop doing that. I have voice prefs in the app turned off. Also found a bug. Steps counted after 11pm aren't added to the total for the day in the weekly and monthly stats. I've had plenty of times I went past my daily goal, but it doesn't show in the stats, totals and averages.",59,5,10,1,1,0,en,Huawei Health
Applications stable. Il manque dans les exercices la marche rapide en intérieur sur tapis. Il manque des installations d'applications tierces.,32,3,2,0,1,0,fr,Huawei Health
Location and access to calls required to pair change the time on my band?! No chance.,47,1,0,0,1,0,en,Huawei Health
Est il possible de garder nos stats quand on change de téléphone ?,62,5,0,0,1,0,fr,Huawei Health
We want call silent function upgrade and more analog watch faces......on honor band 6....,59,4,0,0,1,0,en,Huawei Health
"Super application.,par contre il serait possible d.'avoir une voix en français ?",30,5,0,0,1,0,fr,Huawei Health
After update shows my watch is connected in notification very annoying,43,2,0,0,1,0,en,Huawei Health
Très bonne appli dommage qu'il n'y a pas plus de rubrique tel que le taux de glycémie en enregistrement manuel car cela nous permettra de tout suivre sur la même interface.,19,3,4,0,1,0,fr,Huawei Health
Pour que l'application soit parfaite et mérite les 5 étoiles mettre l'option d'exportation des tracés en . Gpx,13,3,0,0,1,0,fr,Huawei Health
Ravie de cette application connectée à la montre seul bémol le fait que l'on puisse pas appairer avec n'importe quelle balance connectée,2,4,0,0,1,0,fr,Huawei Health
"Comptabilisé les pas correctement mais cela ne s'affiche pas sur les courbes d'évolution, les médailles ne se débloquent pas, l'elevation n'est jamais comptabilisé, impossible d'ajouter une activité manuellement",6,2,3,1,1,0,fr,Huawei Health
"Worst, simply bulk app and power consuming",3,1,0,0,1,0,en,Huawei Health
"So many watch faces to choose, but none of them are digital WITH seconds counter. Even the simplest design would be sufficient. Otherwise works well, not intrusive and overall nice app.",69,3,0,0,1,0,en,Huawei Health
"Overall it works very well, I liked more when the heart line were in colors intervals. Also I would like to have a function in the app and in the watch to find the phone or the watch, it wold be very useful.",6,4,0,0,1,0,en,Huawei Health
Top j'adore. Il ne manque que l'évaluation de nutrition calories,16,5,0,0,1,0,fr,Huawei Health
Peu mieux faire au niveau de l interface que des types d excercices qui sont très limitéd,18,1,0,0,1,0,fr,Huawei Health
"Dommage que l'on ne puisse pas transférer vers strava, etc :/, ou alors je n'ai pas trouvé....Il faut absolument que cela soit connectable avec les autres applications de sport pour que votre produit soit encore plus compétitif.... Toujours pas d'exportations de données.....il n'est pourtant pas compliqué de créer une option pour faire des fichier tcx ou GPx..même un stagiaire peut le faire alors faites le..merci d'avance. Finalement je renvoie le matériel vous venez de perdre un client",63,1,13,0,1,0,fr,Huawei Health
Manque le sauvegarde des activités dans un cloud,7,5,3,0,1,0,fr,Huawei Health
"L'application est bien mais pourrait être amélioré. J'ai le bracelet Huawei Band pro 4 et au niveau des données du sommeil il enregistre des sieste alors que ce n'est pas le cas, pareil pour l'endormissement et on a aucune possibilité d'effacer une sieste qui n'en était pas une ni de décaler l'heure du coucher. Concernant les sports proposés il en manque pas mal, je fais du fitness et je suis obligé de mettre en activité libre. Ya un onglet fitness mais on ne peut pas l'utiliser ni l'ajouter",58,3,6,1,1,0,fr,Huawei Health
"La montre band 2 pro ne mesure toujours pas la distance ou le nombre de longueurs en natation !  C'est un gros manque sur cette montre, alors que des montres moins chères le proposent maintenant...",64,4,1,0,1,0,fr,Huawei Health
Bien pour l'instant juste une question comment faire pour le calendrier,5,4,0,0,1,0,fr,Huawei Health
Please provide teens,32,2,0,0,1,0,en,Huawei Health
Need more watch faces,69,3,1,0,1,0,en,Huawei Health
This app is 2 years out of date. The actual latest version has to be downloaded directly from Huaweis website,28,4,0,0,1,0,en,Huawei Health
"Montre jolie mais certaines fonctions sont approximatives : la fonction true sleep ne détecte pas mes réveils nocturnes, même quand je me lève contrairement à mon ancienne montre Fitbit. De plus cela m'indique un sommeil profond d'environ 20% alors que sur mon ancienne montre il est rarement supérieur à 1h00. Je souffre depuis longtemps d'insomnies et d' un sommeil très léger. Pour les autres fonctions pour l'instant cela me paraît correct. A noter que je peux pas acheter de nouveaux cadrans.",57,3,5,1,1,0,fr,Huawei Health
Manque le dénivelé positif négatif pour la course.,11,5,0,0,1,0,fr,Huawei Health
Please 🙏 for god sake make it to work offline also.,44,3,0,0,1,0,en,Huawei Health
please add water reminder .,52,1,0,0,1,0,en,Huawei Health
"Pas de voix française, dommage",30,4,0,0,1,0,fr,Huawei Health
"Bonjour, Convient bien. Par contre à quand la possibilité de cumuler plusieurs montres/bracelets ?",33,3,0,0,1,0,fr,Huawei Health
Why is the app requiring us to download another app that's not even on the play store!!!! Its was working fine!!! Please fix this I'm not downloading something else from somewhere else!!,28,1,0,0,1,0,en,Huawei Health
"Need spo2 measure, and auto logout issue",60,2,0,1,1,0,en,Huawei Health
So far all the features have been working 98% of the time properly. And it has almost everything I want but for example the interval training should be properly voice guided as the voice guide just says the kilometers and not the intervals so you need to check the change of intervals from your phone which makes interval training nearly impossible with the app. Also i would really appreciate an optional voice as the only voice you have is robotic and unpleasant. Also the app looks really dated.,68,3,0,0,1,0,en,Huawei Health
must have a 24 hours format in band 4,27,2,0,0,1,0,en,Huawei Health
Très bien il manque d'autres des chose comme glycémie et autre...... dommage,19,5,0,0,1,0,fr,Huawei Health
"Bien, en français c'c'est mieux",30,4,0,0,1,0,fr,Huawei Health
"04/08/2020 Comment mettre nos propre cadrans ? Je modifierai le nombre d'étoiles quand je pourrais le faire, et faut revoir l'activité du sommeil levé à 4h pour bossé a 7h il m'on compter sommeil jusque 8h qu'alors j'étais au volant... 15/10/2020 Abusé il y a 1 mois il y avait quelque modèle mais gratuit la une vingtaine sortent en même temps et sont tous payant !!! Dommage vous avez rien compris comment attirer les consommateurs.... 17/11/2020 De pire en pire tout les cadrans son payant...",69,1,0,1,1,0,fr,Huawei Health
"Basic functionality as an exercise tracker.. Wish you can label exercises because after a while, you can't remember where you got that workout. Excellent sleep tracking.",51,3,1,0,1,0,en,Huawei Health
"Très bonne application, son seul petit défaut est la précision sur les trajets",48,4,0,0,1,0,fr,Huawei Health
Was all good but now all the free watch faces for the Huawei watch fit have disappeared and all that's left is the few paid watch faces. Not sure what's going on.,69,3,0,0,1,0,en,Huawei Health
Continuous heart rate is now working. The UK representation of it leaves to be desired however.,25,4,0,0,1,0,en,Huawei Health
Unable to put badminton,32,3,0,0,1,0,en,Huawei Health
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,9,1,4,1,1,0,en,Huawei Health
"Très sympa, mais ça manque d activités. Rajouter du ski/snowboard de la musculation ou autre serait très sympa.",32,4,0,0,1,0,fr,Huawei Health
Please add more watch faces in honour band 4,69,4,1,0,1,0,en,Huawei Health
"Bonne application, sauf pendant mon exercice de marché le GPS m'envoie dans la mer, pas au point. Ça serait bien une mise à jour pour les repas. Merci.",17,3,0,1,1,0,fr,Huawei Health
Some features should be added: 1- A widget is required 2- The Arabic language must be supported by the application. I hope you will be in the next update,72,5,3,0,1,0,en,Huawei Health
"It's ok, I think. Still don't see why Android Wear devices don't have sleep tracking",56,3,2,0,1,0,en,Huawei Health
Could use some haptic or visual feedback to acknowledge user interaction as the UI is a bit slow to respond. But other than that it does everything it's supposed to do.,18,5,1,0,1,0,en,Huawei Health
Not sure why the app has stopped updates via the playstore and pushing apks via their website for updates instead. Please bring back updates via the playstore. Thanks.,28,3,0,0,1,0,en,Huawei Health
App is good but only thing is left no WhatsApp or other call apps calls not show in watch gt2 all other watches pls do some update in app or in gt2 watch to receive calls same like others.thanks,38,2,1,0,1,0,en,Huawei Health
