data,ground_truth,score,thumbsUpCount,problem_report,feature_request,irrelevant,ori_lang,app
Manque un dossier médical,17,3,2,0,1,0,fr,Samsung Health
Pas assez précis,43,2,0,0,1,0,fr,Samsung Health
Il n'est pas normal que ce genre d'application exige des autorisations d'accès au journal d'appel etc...,40,1,0,0,1,0,fr,Samsung Health
What does managing my phone calls have to do with using this app? I could see if it was something relevant...but managing PHONE CALLS! None of my other health apps need to manage my phone calls for me to use them. This app is no longer easy to use due to its attempt to force me to agree to managing my PHONE CALLS!,40,1,6,0,1,0,en,Samsung Health
Needs a notification to tell you when it has picked up a gps signal. I run the same route but I can can have a difference of 0.1 to 0.4 due to not knowing when It the app has a gps lock like.,34,4,0,0,1,0,en,Samsung Health
Cette application était vraiment intéressante grâce aux activités et A LA GESTION DU POIDS mais malheureusement cette dernière option a été retirée. Alors qu'elle était la raison principale a l'utilisation de cette application. Je songe maintenant à désinstaller. Bien dommage...,66,1,18,0,1,0,fr,Samsung Health
It would be nice to have a calendar section to see how consistant my work out have been. Runkeeper is far superior in every way. It tracks more activities and more data for each. The only reason I use this at all is because I have the Samsung Gear S smart watch and run keeper is not compatible with my watch.,8,2,0,0,1,0,en,Samsung Health
Demands excessive permissions.,40,1,0,0,1,0,en,Samsung Health
Love this app and all the features. It works great since my phone comes with it. My only complaint is that I wish there was a widget for the food tracker I need the app. The only widget they have available is for counting steps.,67,4,0,0,1,0,en,Samsung Health
"Just keeps getting worse. The last update deleted the option for blood O2. So you pay for such an expensive phone with features, then they ""steal"" them from you :-(",38,1,2,0,1,0,en,Samsung Health
plutot simpa a utiliser mai dommage qu il ne prenne pas en conte le D+ ( dénivelé cumulé ) lors de nos activiter . l aplication ce contentera de vous indiquez le point le plus haut et le point le plus bas,18,4,0,0,1,0,fr,Samsung Health
removed the caloric intake feature and now it's wack edit: just found out you can undo the update by looking up the older version of the app on the Samsung mobile website 😫 still upset the current version doesn't have the calorie intake and outake meter though,9,2,1,0,1,0,en,Samsung Health
"Ridiculously, asks for permission to record and control everything on my phone. As other users said, there is no legit way that an app needs so much control over my calls, my phone data, and technically on my life, to be able to perform its tasks. This is nonsense, and I am stopping using this app until it is back to previous state, or I may never come back at all. Samsung has really gone out of his way to discourage and lose the users and fans.***UPDATE***: Bad answer by developer.",40,1,22,0,1,0,en,Samsung Health
"Dommage que sur la nouvelle version, il n'y a plus la moyenne du poids à la semaine et au mois.",66,1,1,0,1,0,fr,Samsung Health
I deny you acess to my location.please stop tracking me.I don't want this on my phone.,40,1,0,0,1,0,en,Samsung Health
Je ne comprends pas pourquoi il faut que je donne autant d'autorisations. Je désinstalle.,40,1,0,0,1,0,fr,Samsung Health
"I really enjoyed this app but now it wants permission to ""make and manage phone calls"" on my phone. Maybe they will remove that so you have an option to allow it or not. Until then I will not give permission for this app to make and manage my calls. Maybe you should make that part of the app optional.",40,1,2,0,1,0,en,Samsung Health
Barcode scan for food will be nice,22,4,0,0,1,0,en,Samsung Health
j'aime beaucoup cette appli mais maintenant jai la gear s3 frontier et jaimerai voir la carte sur la montre mais je n'y arrive pas et je ne trouve nulle part l'explication pour y arriver,30,5,0,0,1,0,fr,Samsung Health
j'ai l'aimé mais j'aimerai voir une version arabe,28,4,0,0,1,0,fr,Samsung Health
Will not use with the new permissions required. This app will never be allowed to make or receive phone calls for me. The reason for the request is immaterial there is nothing I want from this app that requires my phone number. I have had a long string of issues with Samsung products and support which is why I no longer use their phones and now I will no longer use your apps. It seems I am not the only one who has an issue with the required information either.,40,1,3,0,1,0,en,Samsung Health
"Je vois pas pourquoi installer cette application vu qu'elle ne sera plus disponible en mars 21 pour une version Android, tout comme le rythme cardiaque à été supprimé. C'est du n'importe quoi",25,1,0,0,1,0,fr,Samsung Health
I had give this app 5 stars but I should take back one. Where is nutrition balance score after new update? I used to decide which snack to eat by adding it and see how the score changes before eating my snacks.,35,4,0,0,1,0,en,Samsung Health
"Je suis satisfait par l'ancienne version. Mais depuis la mise à jour de janvier 2021, je n'arrive plus à obtenir les mêmes renseignements sur la marche la course à pied. Je vais rejeter cette application comme beaucoup d'utilisateurs et trouver une application conccurente. Si vous remettez l'ancienne version, je la recharge. Sinon tchao.",23,5,371,0,1,0,fr,Samsung Health
"Excellent. Helps me reach my exercise goals each day. My only complaint is the voice used for Australia. The woman's voice sounds like she is positively BORED TO DEATH. Not exactly helpful when a bored and decidedly lethargic voice tells you you are ""nearly there"" with ZERO encouragement other than to say ""you're nearly there"" in the same voice which, frankly, would make many people just want to give up. Also, the voice says ""duralation"" instead of ""duration"". Ha ha, where on earth did that come from? But, as I said, apart from the voice used, is a great app in my Note 4 and will be sorry when the day comes to change phones, as I will be leaving Samsung, after a number of years, as I do not accept this new format with no changeable battery and no SD card. Sorry Samsung, you had the best products on the market, then wrecked it by copying that Apple trash.",63,5,1,0,1,0,en,Samsung Health
"La nouvelle version (16/1/21) introduit des régressions fonctionnelles majeures en supprimant les courbes de tendance. Toute personne qui contrôle ses paramètres sait que l'important c'est la tendance long terme, pas la variation quotidienne. Remettez nous rapidement les tendances hebdomadaires et mensuelles s'il vous plaît et arrêtez de supprimer des fonctionnalités ! Cette nouvelle version n'est pas un progrès mais un retour en arrière.",15,1,4,0,1,0,fr,Samsung Health
"Cannot use the app without agreeing to excessive permissions that it does not need. Now I can't access features of my watch for that reason. Decided to stop using the app. EDIT: Despite the response, I stand by my comment. I refuse to grant that permission and I am upset that access to my data is now denied by a feature I did not request, nor desire to use.",40,1,6,0,1,0,en,Samsung Health
I use this app the most and it works well for me. I would have gave it a 5 star rating if it had a few more features in the food tracker. I don't like that it doesn't have a Barcode scanner and when I save my favorites they are not in alphabetical order. It makes it frustrating to find a meal you eat often.,22,3,0,0,1,0,en,Samsung Health
"Bien mais une étoile en moins parce qu'elle m'oblige à configurer la connexion en 2 temps avec envoi de SMS. Non mais franchement, c'est juste pour enregistrer mon nombre de pas, pas mon compte en banque !",0,4,1,0,1,0,fr,Samsung Health
bonjour cet apli est tres bien j'ai 12 ans mon entourage dis que je n'ai pas besoin de faire autant de sport mais jme trouve assez complexée enfin bref tout ça pour dire le podometre au top et les autres fonctions super mais je voulais changer mon mot de passe et je ne sais pas comment on fait merci d'avance,39,4,0,0,1,0,fr,Samsung Health
"awesome app. I use it every day. i wish it had an option to plan the next day. I prep my meals ahead of time to avoid overeating but I have to wait to enter the plan for the day until the morning. I am just guessing when I prep the night before. also, while i would rarely use it, it would be nice to be able to scan foods into the log. these two items would make this a six star app for me.",22,5,0,0,1,0,en,Samsung Health
Pourquoi vouloir avoir acces a mes contacts pour compter mes pas????,40,1,0,0,1,0,fr,Samsung Health
Accès au téléphone pourquoi ?,40,1,0,0,1,0,fr,Samsung Health
Good app that would be better if all the cheaters removed.,12,4,0,0,1,0,en,Samsung Health
It opens on its own and I don't even want it on my phone. There should be an option to delete it permanently.,60,1,0,0,1,0,en,Samsung Health
"Depuis la mise à jour je ne peux pas avoir le détail ""combien il me faut de kcal"" et ""Combien je dois faire d'exercice "" Pour atteindre mon objectif journalier.",10,1,0,0,1,0,fr,Samsung Health
"Impossible de l'utiliser sans donner à l'application l'autorisation de passer des appels... Non merci, c'est des installé aussitôt.",40,1,1,0,1,0,fr,Samsung Health
Why Would an app want to control all of my phone calls?,40,1,0,0,1,0,en,Samsung Health
"Every time I place my phone on the table or I jolted my hand when the phone is in my hand, the ""Welcome to S Health"" will pop up. It's annoying and disrupting my work/job.",42,1,0,0,1,0,en,Samsung Health
There should be a setting for pregnant.,44,3,0,0,1,0,en,Samsung Health
Je l'utilise depuis 4 ans 😉 et je l'adore. Elle manque de nouveauté et de mise à jour et un thème nuit. Je recommande,16,4,0,0,1,0,fr,Samsung Health
"Pouvez-vous me dire pourquoi vous avez supprimé la gestion du poids, pour ma part cela m'aidait efficacement pour perdre du poids, et je vois dans les commentaires que je ne suis pas la seule personne que cela contrarie !!! Peut on espérer le retour à cette information ???",66,1,4,0,1,0,fr,Samsung Health
"One of the Best Apps on my Samsung Note 8. Best calorie calculations, diet control, Heart rate ans Oxygen monitors, ...WOW amazing. Plenty of in circuit Fitness exercise regimen due to which you can never get bored from repeats. I'd suggest to modify sleep menu by adding 'afternoon nap' period. Currently it has only one sleep slot.",52,5,1,0,1,0,en,Samsung Health
Good. sociak challenge is fun. more rewards for activity streaks would be nice,48,4,0,0,1,0,en,Samsung Health
toujours pas compatible avec les produits withings,64,2,0,0,1,0,fr,Samsung Health
"Not always do I take my phone, I wish the app still allowed us to put ours steps in from our other devices not supported.",54,5,1,0,1,0,en,Samsung Health
"Génial !!! Si on peut rajouter des programmes sportifs complets, ce serait bien.",45,5,1,0,1,0,fr,Samsung Health
Two step and using phone features for a health app!? No thanks.,54,1,2,0,1,0,en,Samsung Health
"Less intuitive after the update, and I miss the walking challenges. I also wish I could track what time each cup of water is input, because I can never remember.",10,3,0,0,1,0,en,Samsung Health
Yeah used to use this app all the time. Not sure why they took away the heart monitor and stress meters. It was what I primarily used it for. Now I need a new app,25,1,0,0,1,0,en,Samsung Health
"Pas mal, mais un contrôle plus stricte du nombre de pas des participants  serait quand même un plus, quand tu vois qu'en même pas une journée  certains ont déjà fini le défi et qu'en 15 jours ils ont passé les 1000000  pas ...",54,3,0,0,1,0,fr,Samsung Health
"I would recommend that the programmers of this app either team up with Fitness Pal, or some other corporation and look at the way that they allow people to input food and drinks for monitoring your caloric intake for the day. I would also suggest the barcode scanner option. Other than that so far I'm happy with the app.",22,4,0,0,1,0,en,Samsung Health
"In general the app is very good, however the version on my new Galaxy S20 won't let me check heart rate without using a Samsung watch or band. I'm pretty sure the previous version I have had, used the fingerprint sensor.",25,3,0,0,1,0,en,Samsung Health
"Elle est bien dans l'ensemble. Mais dans les activités, ce serait bien de rajouter l'équitation. Car oui c'est un sport, et quand je monte je dois avoir mon téléphone sur moi. Ma montre ne suffit plus",32,3,0,0,1,0,fr,Samsung Health
"Application que j'utilise maintenant depuis plusieurs mois. Je n'ai pas encore tout exploité mais je trouve cette appli vraiment bien. Elle manque un peu d'explications parfois. Depuis quelques temps, elle n'enregistre pas complètement mes trajets car je l'utilise beaucoup pour la marche, elle omet quelques distances et donc je n'ai pas le résultat réel de ma marche. Je conseille cette appli mais faites quelque chose pour les quelques bugs. Merci",62,3,0,1,1,0,fr,Samsung Health
Est il possible de mettre l'application en français ? Car elle est en anglais,28,2,0,0,1,0,fr,Samsung Health
L'interface est très très moche. J'ai eu l'application Huawei pendant 1 an. Samsung devrait s'en inspirait. Ici. Aucun plaisir de regarder les statistiques. Le cardio n'es affiché qu'avec des Points on aimerais un Ligne (flatline) Les heure de sommeils on ne peut pas cliqué dans la courbe pour voir les heures.. le stress n'affiche strictement rien. Et les sport. ben là c'est la montre qui pêche. impossible de mettre certain sports prioritaire. C'est Pauvre.,23,2,2,0,1,0,fr,Samsung Health
La gestion du poids qui est la partie la plus importante de cette appli a disparu !!! Cette appli ne me sert plus à rien. Je dois donc en trouver une autre c'est bien dommage ! Samsung n'a pas cherché à connaitre l'avis des utilisateurs.,66,1,4,0,1,0,fr,Samsung Health
Vous devriez rajouter une catégorie pour la consommation d'alcool,5,4,0,0,1,0,fr,Samsung Health
"Depuis la dernière maj impossible d'avoir l'analyse du sommeil. Ça marque juste : '' avez vous bien dormi de....à... H? '' ça fait plus de 3 semaines ( 25 février). Très mécontente car j'en ai vraiment besoin comme beaucoup d'autres commentaires faites une maj, réagissez svp. Merci",51,1,2,0,1,0,fr,Samsung Health
Where did the leader board go?! Talk about a bummer. That was some serious motivation!,29,3,1,0,1,0,en,Samsung Health
"Nul. Demande de mille autorisations, obligation de créer un compte, c'est quoi votre problème les développeurs ?",40,1,0,0,1,0,fr,Samsung Health
"Bring back the weight loss features, please!",66,2,1,0,1,0,en,Samsung Health
le dark mode serait le bienvenu,16,4,0,0,1,0,fr,Samsung Health
Manque la mesure d'un pas,54,4,0,0,1,0,fr,Samsung Health
I wish the food log had the barcode scanner.,22,4,0,0,1,0,en,Samsung Health
"Le gros bémol pour moi dans l'application lors de la synchronisation de ma montre est qu'il n'y a pas de traçage ECG , juste une courbe avec des point,un pour la moyenne plus basse et un autre pour la moyenne plus haute..j'ai une prise de pulsation toutes les 10 min et quant je fait mon sport je le laisse en continuité justement pour avoir un suivie mais cela ne ressort en rien mon traçet fréquence coeur...domage car c'est à la base le but du connecté..avoir son tracet cardio!!",19,2,0,0,1,0,fr,Samsung Health
"Appli très bien. Contrairement à Fitbit, on peut enregistrer manuellement les données du sommeil. J'enlève juste une étoile car il manque le skateboard et la trottinette dans les activités physiques.",32,4,1,0,1,0,fr,Samsung Health
I just wish there was a pregnancy mode. Where it helps you with safer goals. Maybe a weightloss goal safe for pregnant women?,44,4,0,0,1,0,en,Samsung Health
Why with M31 stress measurement is not enabled?,57,4,0,0,1,0,en,Samsung Health
Gestion du poids disparue... Les mises à jour ne sont-elles pas sensées inclure des éléments et non en supprimer ?,66,1,1,0,1,0,fr,Samsung Health
"Bonne application, dommage qu'il n'ait pas possible de le synchroniser avec ma balance connectée .",6,4,0,0,1,0,fr,Samsung Health
Il ne manque plus que le suivi des mensurations et l'appli sera plus que parfaite !!,68,5,0,0,1,0,fr,Samsung Health
Where did the blood oxygen feature go? It's not there. It's also not under stress management. I really enjoyed that feature and am sad it's now gone. When will it come back?,38,4,0,0,1,0,en,Samsung Health
"I don't find ""Oxygen Blood'",38,3,0,0,1,0,en,Samsung Health
quand vous allez virer les tricheurs des défis je mettrais plus d'étoiles,12,3,0,0,1,0,fr,Samsung Health
"Im not happy with the recent permission changes, I don't want to give access to my contacts or phone calls, etc... but I can't use the app unless I do. Whatever the feature that requires this permission is not something I want to use but now I can't use the entire app.",40,1,4,0,1,0,en,Samsung Health
Je suis plutôt contente de l'application sauf qu'il n'y à plus d'éléments pourle suivi des calories consommées dans la journée . Pouvez-vous la remettre?,9,4,0,0,1,0,fr,Samsung Health
Nul depuis la dernière mise à jour. Dommage c était pour moi la meilleur appli mais maintenant c compliqué pour démarrer une activité et le résumé fait le totale de tout on ne peux voir le résumé que d une activité donc difficile à suivre.,3,1,0,0,1,0,fr,Samsung Health
"Super appli, motivante avec montre connectée. Donner des idées de menus pour manger équilibré serait un plus.",35,5,1,0,1,0,fr,Samsung Health
"Why do you need access to my phone calls Samsung health? You are supposed to count my steps, not be nosy about my privacy. That's why I'm deleting you.",40,1,0,0,1,0,en,Samsung Health
Ne compte pas les pas. Ne permet pas de scanner les les produits,22,1,0,1,1,0,fr,Samsung Health
Bonne application mais trop de demande de mises à jour !,61,4,0,0,1,0,fr,Samsung Health
"Disappointing that the sleep tracker disappeared with updates, otherwise I love it.",51,4,0,0,1,0,en,Samsung Health
Love it. Heart monitor matches my GP. Would love to know if or how I can change the micronutrients percentages.,11,5,0,0,1,0,en,Samsung Health
"the weight management feature is gone and with it the user friendliness i was so happy with. *thumbs down* seriously though, why am i suddenly required to do the math, ie deduct consumed calories from burned calories!?! *frown face* i want to see fitness progress not spend my time on math questions the app should be doing!!! *so lame*",66,1,5,0,1,0,en,Samsung Health
L'audio n'est pas en français. Les distances sont totalement fausses,28,2,0,1,1,0,fr,Samsung Health
"Please, make dark theme!",16,5,0,0,1,0,en,Samsung Health
Bonjour. Bonne application. Mais j'ai un petit souci pour le sommeil. Je me réveille très souvent la nuit pendant 1h ou 2 (voir plus des fois) et on ne peut pas le faire apparaitre. Il serait possible de rajouter un deuxième créneau de sommeil?,52,3,4,0,1,0,fr,Samsung Health
When will you switch on the ECG features on in Australia?,46,3,0,0,1,0,en,Samsung Health
I used to love the app but way to make it so confusing and irritating to navigate with the lastest update. Did not find out about the update until 8/21/2020 when i got the note 20 ultra. bring back the older app as whoever approved this update needed a reason to keep their job and give everyone else another reason to hate 2020.,23,1,0,0,1,0,en,Samsung Health
"Heart Rate monitoring has been made redundant. Can't see it in real time. Post the latest update, this has really lost its utility.",25,1,0,0,1,0,en,Samsung Health
"Mal intégré dans les commandes de la montre. Pas les mêmes sports disponibles. Peu adapté à la pratique du sport (badminton, tennis de table)",32,3,0,0,1,0,fr,Samsung Health
Advertise find users who want to download app. Don't shove it down my throat and not let me delete it. I may have actually tried and used this app otherwise. Now I will try to disable this one and go for a competitor's app.,60,1,12,0,1,0,en,Samsung Health
"Pourquoi avoir supprimé la gestion du poids ? Du coup, j'ai réinstallé une ancienne version...",66,1,1,0,1,0,fr,Samsung Health
"Low accuracy, like sleep data and altimeter",2,1,0,0,1,0,en,Samsung Health
Validation en 2 étapes nulle,0,1,0,0,1,0,fr,Samsung Health
Je ne vois pas en quoi l'accès à mes contacts et mes photos est essentiel pour utiliser l'application. Je désinstalle.,40,1,0,0,1,0,fr,Samsung Health
"Cette application me sert surtout pour mes rando vtt. C'est très fidèle sur le parcours et très intéressant sur pleins d'autres informations. Avant le dénivelé effectué était calculé, apparemment cette fonction n'y est plus... @+++",18,5,0,0,1,0,fr,Samsung Health
bon application mais beaucoup de tricheur et tricheuse qui triche sont faire du sport c est pas bien il faut les bloque moi je marche chaque 24h 30km,12,5,1,0,1,0,fr,Samsung Health
"super appli presque parfaite.... dommage pour le suivi de poids qui n est pas top avec les balance connectée, on devrait pouvoir avoir toutes les données avec ma balance "" Withings",66,4,11,0,1,0,fr,Samsung Health
"I like this app. It does everything I need it to do with the exception of a barcode scanner for the ""eat healthier"" program or at least let me import scan data from another app to this one",22,3,0,0,1,0,en,Samsung Health
It sucks and it tacks my phone number.,40,1,0,0,1,0,en,Samsung Health
I used to rely on this handy app for tracking my walking. Now it wants to monitor and manage my phone calls? I don't think so. And the permissions that are allowed blah blah blah - you DO NOT NEED TO MANAGE OR MONITOR MY CALLS. DELETING app after years of use.,40,1,4,0,1,0,en,Samsung Health
Is there a way to export the data?,20,4,0,0,1,0,en,Samsung Health
A quand la possibilité d'ajouter les montre et Tracker Garmin ?,64,3,1,0,1,0,fr,Samsung Health
Plus de calcul poids calorie ça va sûrement devenir payant de le futur,9,1,0,0,1,0,fr,Samsung Health
Where dis the oxygen saturation go?,38,3,0,0,1,0,en,Samsung Health
"This program has some nice features, but unfortunately when you stick it in your pocket . it shuts itself off, which causes the program to be absolutely useless . and if it doesn't shut itself off it turns to music on by itself , this program needs to have a lock where I can lock it in whatever program that you have running weather be hiking , running, we're walking. There should be somewhere where you can shut the music off all that doesn't wear out your battery I would say this program needs a lot of work",41,2,4,0,1,0,en,Samsung Health
Has ads otherwise would be 5 star,4,1,0,0,1,0,en,Samsung Health
"Worked great for a while. Now takes a long time to bring up my ""favs"" in the nutrition area of the app.",35,1,0,0,1,0,en,Samsung Health
